Article_ID,rayyan-key,doi,first_author,title,journal,year,tests_reversal,sample_size_calculation,conflict_interest,protocol_registration,OBS,Created By,Date,Results
90,rayyan-115921782,10.1155/2020/2739459,Pol Picón-Pagès,Amyloid Beta-Peptide Increases BACE1 Translation through the Phosphorylation of the Eukaryotic Initiation Factor-2α,Oxidative medicine and cellular longevity,2020,No,No,No,No,,Glaucia Maria Almeida,2022-03-28,263
91,rayyan-115936583,10.1002/bit.10347,Steven S.-S. Wang,Development of a novel diffusion-based method to estimate the size of the aggregated AÎ² species responsible for neurotoxicity,Biotechnology and Bioengineering,2002,No,No,Not informed,No,,Glaucia Maria Almeida,2022-03-28,264
92,rayyan-115923726,10.1002/psc.3011,Hanyi Xie,Aromatic-interaction-mediated inhibition of Î²-amyloid assembly structures and cytotoxicity.,Journal of peptide science,2017,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-03-28,"265,266"
93,rayyan-115924958,10.3233/JAD-141902,Christian Barucker,Alzheimer amyloid peptide aÎ²42 regulates gene expression of transcription and growth factors.,Journal of Alzheimer's disease : JAD,2015,No,No,Not informed,No,,Glaucia Maria Almeida,2022-04-10,267
94,rayyan-115923769,10.3390/ijms18040895,Young-Ji Shiao,"Acteoside and Isoacteoside Protect Amyloid Î² Peptide Induced Cytotoxicity, Cognitive Deficit and Neurochemical Disturbances In Vitro and In Vivo.",International journal of molecular sciences,2017,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-12,268
95,rayyan-115922553,10.1038/s41419-019-1786-8,Yong Wei,ERÎ² promotes AÎ² degradation via the modulation of autophagy.,Cell death & disease,2019,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-12,269
96,rayyan-115922541,10.1016/j.csbj.2019.06.017,Pol Picón-Pagès,Human Albumin Impairs Amyloid Î²-peptide Fibrillation Through its C-terminus: From docking Modeling to Protection Against Neurotoxicity in Alzheimer's disease.,Computational and structural biotechnology journal,2019,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-13,"270,271"
97,rayyan-115921868,10.1021/acs.jmedchem.0c00756,Moustafa T. Gabr,MicroRNA-Based Multitarget Approach for Alzheimer's Disease: Discovery of the First-In-Class Dual Inhibitor of Acetylcholinesterase and MicroRNA-15b Biogenesis.,Journal of medicinal chemistry,2020,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-13,272
98,rayyan-115936245,10.1016/j.nbd.2003.12.017,Oh Young Bang,Neuroprotective effect of genistein against beta amyloid-induced neurotoxicity,Neurobiology of Diease,2004,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-14,"273,274"
99,rayyan-115924174,10.1002/cbdv.201600049,Amira Mira,Improved Biological Activities of Isoepoxypteryxin by Biotransformation.,Chemistry & biodiversity,2016,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-14,275
100,rayyan-115922573,10.1155/2019/2140427,Qianqian Li,Upregulation of miR-34a by Inhibition of IRE1Î± Has Protective Effect against AÎ²-Induced Injury in SH-SY5Y Cells by Targeting Caspase-2.,Oxidative medicine and cellular longevity,2019,No,No,No,No,,Glaucia Maria Almeida,2022-04-15,"276,277"
101,rayyan-115929060,10.1162/153840902753658329,G Olivieri,Oxidative stress modulates tyrosine kinase receptor A and p75 receptor (low-affinity nerve growth factor receptor) expression in SHSY5Y neuroblastoma cells.,Neurology & clinical neurophysiology ,2002,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-18,278
102,rayyan-115925562,10.1016/j.bmc.2013.05.028,Rangappa S. Keri,"Design, synthesis and neuroprotective evaluation of novel tacrine-benzothiazole hybrids as multi-targeted compounds against Alzheimer's disease.",Bioorganic & medicinal chemistry,2013,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-18,279
103,rayyan-115921927,10.3390/molecules25143165,Matheus de Freitas Silva,"Design, Synthesis and Biological Evaluation of Novel Triazole N-acylhydrazone Hybrids for Alzheimer's Disease.",Molecules ,2020,Yes,No,No,No,,Glaucia Maria Almeida,2022-04-18,280
104,rayyan-115927377,10.1016/j.neuint.2008.06.010 ,Zhi Tang,Inhibiting gene expression of alpha3 nicotinic receptor in SH-SY5Y cells with the effects on APP metabolism and antioxidation in Alzheimer's disease.,Neurochemistry international,2008,No,No,Not informed,No,,Glaucia Maria Almeida,2022-04-18,281
105,rayyan-115922170,10.1042/BSR20194295,Wanru Xu,Knockdown of long non-coding RNA SOX21-AS1 attenuates amyloid-Î²-induced neuronal damage by sponging miR-107.,Bioscience reports,2020,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-18,282
106,rayyan-115933426,10.1016/j.mcn.2014.05.002,Ryan T. Cameron,The phosphorylation of Hsp20 enhances its association with amyloid-Î² to increase protection against neuronal cell death,Molecular and Cellular Neuroscience,2014,No,No,Not informed,No,,Glaucia Maria Almeida,2022-04-19,283
107,rayyan-115934193,10.1016/j.mcn.2012.02.005,Sara Merlo,Estrogen activates matrix metalloproteinases-2 and -9 to increase beta amyloid degradation,Molecular and Cellular Neuroscience,2012,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-19,"284,285"
108,rayyan-115922375,10.1080/15287394.2019.1684007,Zhi-Ying Zhao,The protective underlying mechanisms of Schisandrin on SH-SY5Y cell model of Alzheimer's disease.,Journal of toxicology and environmental health. Part A,2019,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-19,286
109,rayyan-115931755,10.1039/c8mt00091c,Hyuck Jin Lee,Calprotectin influences the aggregation of metal-free and metal-bound amyloid-Î² by direct interaction,Metallomics,2018,No,No,No,No,,Glaucia Maria Almeida,2022-04-27,287
110,rayyan-115935423,10.1016/j.neuint.2007.09.006,Siva Sundara Kumar Durairajan,Salvianolic acid B inhibits AÎ² fibril formation and disaggregates preformed fibrils and protects against AÎ²-induced cytotoxicty,Neurochemistry International,2008,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-27,288
111,rayyan-115936880,10.1046/j.1471-4159.2001.00090.x,G. Olivieri,N-acetyl-L-cysteine protects SHSY5Y neuroblastoma cells from oxidative stress and cell cytotoxicity: Effects on Î²-amyloid secretion and tau phosphorylation,Journal of Neurochemistry,2001,No,No,Not informed,No,,Glaucia Maria Almeida,2022-04-28,289
112,rayyan-115935479,10.1007/s12017-008-8046-x,Silvia Bolognin,Mutual stimulation of beta-amyloid fibrillogenesis by clioquinol and divalent metals,Neuromolecular medicine,2008,No,No,Not informed,No,,Glaucia Maria Almeida,2022-04-28,290
113,rayyan-115934824,10.1007/s10495-010-0492-x,Chun Shi,Bilobalide prevents apoptosis through activation of the PI3K/Akt pathway in SH-SY5Y cells,Apoptosis,2010,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-29,291
114,rayyan-115921705,10.1002/ange.202013754,Te-Haw Wu,A Supramolecular Bait to Trigger Non-equilibrium Co-assembly and Clearance of AÎ²42.,Angewandte Chemie,2020,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-29,"292,293,294,295,296"
115,rayyan-115931948,10.3389/fnagi.2018.00007,Clare Rusbridge,An aged canid with behavioral deficits exhibits blood and cerebrospinal fluid amyloid beta oligomers,Frontiers in Aging Neuroscience,2018,No,No,No,No,,Glaucia Maria Almeida,2022-04-29,297
116,rayyan-115925480,10.1016/j.abb.2013.08.004,Md. Golam Sharoar,The inhibitory effects of Escherichia coli maltose binding protein on Î²-amyloid aggregation and cytotoxicity.,Archives of biochemistry and biophysics,2013,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-04-29,"298,299"
117,rayyan-115924590,10.1371/journal.pone.0136528,Sumit Kumar Chaturvedi,Unraveling Comparative Anti-Amyloidogenic Behavior of Pyrazinamide and D-Cycloserine: A Mechanistic Biophysical Insight.,PloS one,2015,Yes,No,No,No,,Glaucia Maria Almeida,2022-05-01,300
118,rayyan-115927123,10.3233/JAD-2009-1032,Mario Suwalsky,Interaction between Alzheimer's amyloid-beta and amyloid-beta-metal complexes with cell membranes.,Journal of Alzheimer's disease,2009,No,No,Not informed,No,,Glaucia Maria Almeida,2022-05-01,301
119,rayyan-115932759,10.1016/j.ejmech.2015.07.028,Dnyanesh S. Ranade,Thiosemicarbazone modification of 3-acetyl coumarin inhibits AÎ² peptide aggregation and protect against AÎ²-induced cytotoxicity,European Journal of Medicinal Chemistry,2016,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-05-01,302
120,rayyan-115923501,10.3389/fnagi.2017.00337,Tatsunori Oguchi,Cilostazol Suppresses AÎ²-induced Neurotoxicity in SH-SY5Y Cells through Inhibition of Oxidative Stress and MAPK Signaling Pathway.,Frontiers in aging neuroscience,2017,Yes,No,No,No,,Glaucia Maria Almeida,2022-05-01,"303,304,305"
121,rayyan-115932386,13021664 (electronic),Murat Ormen,The effect of dichloronitrophenol on amyloid beta toxicity and steroid levels,Journal of Neurological Sciences [Turkish],2017,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-06-13,"306,307"
122,rayyan-115924322,10.1007/s11064-016-1886-0,Ozlem Gursoy Calan,Amyloid Beta Peptides Affect Pregnenolone and Pregnenolone Sulfate Levels in PC-12 and SH-SY5Y Cells Depending on Cholesterol.,Neurochemical research,2016,No,No,No,No,,Glaucia Maria Almeida,2022-06-13,308
123,rayyan-115923251,10.3390/molecules23040869,Yue-Qin Zeng,Scutellarin Mitigates AÎ²-Induced Neurotoxicity and Improves Behavior Impairments in AD Mice.,Molecules ,2018,Yes,No,No,No,,Glaucia Maria Almeida,2022-06-13,309
124,rayyan-115932225,10.1016/j.bioorg.2017.04.018,Keriman Ozadali-Sari,"Novel multi-targeted agents for Alzheimer's disease: Synthesis, biological evaluation, and molecular modeling of novel 2-[4-(4-substitutedpiperazin-1-yl)phenyl]benzimidazoles",Bioorganic Chemistry,2017,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-06-13,310
125,rayyan-115925045,10.1371/journal.pone.0180602,Khushbu K. Modi,"A physically-modified saline suppresses neuronal apoptosis, attenuates tau phosphorylation and protects memory in an animal model of Alzheimer's disease.",PloS one,2014,Yes,No,Yes,No,"""Competing Interests: This study has been funded by the Revalesio Corporation. Drs. Richard Watson and Supurna Ghosh are full-time employees of the Revalesio Corporation. They are authors of this manuscript because both of them participated in experimental design, analysis and manuscript preparation. RNS60 is a drug candidate in development. However, this does not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials.""",Glaucia Maria Almeida,2022-06-13,311
126,rayyan-115933427,10.1111/cns.12290,Simone Brogi,Disease-modifying anti-Alzheimer's drugs: Inhibitors of human cholinesterases interfering with Î²-amyloid aggregation,CNS Neuroscience & Therapeutics,2014,Yes,No,No,No,,Glaucia Maria Almeida,2022-06-13,"312,313"
127,rayyan-115924209,10.1016/j.bmc.2016.06.027,Chandra Bhushan Mishra,"Design, synthesis and evaluation of novel indandione derivatives as multifunctional agents with cholinesterase inhibition, anti-Î²-amyloid aggregation, antioxidant and neuroprotection properties against Alzheimer's disease.",Bioorganic & medicinal chemistry,2016,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-08-17,314
128,rayyan-115930815,10.1002/cmdc.201900620,Dibakar Sarkar,Self-Assembly and Neurotoxicity of Î²-Amyloid (21â€“40) Peptide Fragment: The Regulatory Role of GxxxG Motifs,ChemMedChem,2020,No,No,Not informed,No,,Glaucia Maria Almeida,2022-08-29,"315,316"
129,rayyan-115924418,10.1016/j.exger.2016.01.003,Lumei Liu,EGb761 protects against AÎ²1-42 oligomer-induced cell damage via endoplasmic reticulum stress activation and Hsp70 protein expression increase in SH-SY5Y cells.,Experimental gerontology,2016,Yes,No,Not informed,No,,Glaucia Maria Almeida,2022-08-29,"317,318"
