Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
56,rayyan-115924877,10.1016/j.bmcl.2014.11.068,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
58,rayyan-115923469,10.1016/j.ijbiomac.2017.11.082,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
59,rayyan-115926474,10.1523/JNEUROSCI.5491-10.2011,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
61,rayyan-115937342,10.1002/(SICI)1097-4547(19970915)49:6<759::AID-JNR10>3.0.CO;2-N,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
62,rayyan-115922452,10.1186/s12867-019-0140-0,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
64,rayyan-115923124,10.3233/JAD-180163,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
65,rayyan-115924266,10.1007/s11064-016-1945-6.,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
66,rayyan-115927219,10.1016/j.trsl.2008.12.003,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Ana Paula Sampaio,
67,rayyan-115922666,10.1016/j.neulet.2019.04.045,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
68,rayyan-115934911,10.3233/JAD-2010-1226,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
72,rayyan-115921677,10.1021/acs.jnatprod.0c00901,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
73,rayyan-115933369,10.1016/j.ejmech.2013.10.068,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
74,rayyan-115921692,10.1002/mgg3.1548,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
77,rayyan-115922848,10.1080/09168451.2018.1562874,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
78,rayyan-115925575, 10.1039/c3bm60029g,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,"utiliza formas de abeta conjugadas com NAC–QDs
",Ana Paula Sampaio,68
79,rayyan-115934735, 10.1038/emboj.2010.211,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
81,rayyan-115927869,10.1002/pmic.200600634,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
84,rayyan-115927154, 10.1074/jbc.M109.011015,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
86,rayyan-115931679, 10.1523/JNEUROSCI.1996-17.2018,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
87,rayyan-115923768, 10.1016/j.jsbmb.2017.04.010,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
88,rayyan-115927129, 10.1007/s12192-009-0122-0,Excluído,6 - Não inclui um controle adequado,,Ana Paula Sampaio,
89,rayyan-115923897,10.1007/s10571-017-0467-3,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
91,rayyan-115925905, 10.1016/j.neuint.2012.07.010,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
92,rayyan-115923790, 10.1016/j.neuroscience.2017.03.059,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
93,rayyan-115925996, 10.3390/molecules17055520,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
96,rayyan-115924182, 10.1021/acsami.6b06853,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
98,rayyan-115923062,10.1007/s13346-018-0570-0,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
99,rayyan-115925915, 10.1111/j.1471-4159.2012.07873.x,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
101,rayyan-115922547, 10.1016/j.bbagen.2019.07.009,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
102,rayyan-115924151,10.4103/1673-5374.184500,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
104,rayyan-115929198,10.1016/s0014-5793(01)02761-2,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
105,rayyan-115931592,10.3389/fnagi.2019.00135,Excluído,4 - Não usa célula SHSY-5Y como modelo,Células transfectadas,Ana Paula Sampaio,
106,rayyan-115922797,10.3390/ijms20040829,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
107,rayyan-115936121, 10.1126/science.1105850,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
111,rayyan-115929016,10.1080/10284150290032012,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
112,rayyan-115925606,10.1016/j.bbrc.2013.04.065,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
113,rayyan-115922779,10.1016/j.bmc.2019.02.031.,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
114,rayyan-115934714,10.1016/j.nbd.2010.06.013,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
117,rayyan-115933746,10.1016/j.fitote.2013.05.006,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
121,rayyan-115926682,10.1016/j.brainres.2010.08.023,Excluído,6 - Não inclui um controle adequado,Usa SHSY transfectada com miRNA,Ana Paula Sampaio,
122,rayyan-115935648,10.1523/JNEUROSCI.5053-06.2007,Excluído,7 - Não inclui uma medida de toxicidade,"O paper não reporta dados dos métodos de avaliação de toxicidade de Abeta sobre células SHSY que nos interessam nessa revisão sistemática.
",Ana Paula Sampaio,
124,rayyan-115923518,10.1016/j.ejmech.2017.09.043,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
125,rayyan-115927111,10.1016/j.brainres.2009.05.101,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
127,rayyan-115924439,10.1111/jnc.13514,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
129,rayyan-115928729,10.1096/fj.03-0078fje,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
134,rayyan-115927094,10.1016/j.jneuroim.2009.06.003,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
136,rayyan-115928727, 10.1016/j.bbrc.2003.09.100,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
135,rayyan-115924369,10.1007/s11064-016-1857-5,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
137,rayyan-115924365, 10.3233/JAD-150756,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
138,rayyan-115922348,10.3390/molecules24234353,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
140,rayyan-115925762,10.3390/ijms131114766,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Ana Paula Sampaio,
142,rayyan-115924258,10.1007/s12264-016-0034-9,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
144,rayyan-115921982, 10.1021/acsomega.0c00396,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
147,rayyan-115929901,10.1074/jbc.272.6.3550,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
148,rayyan-115922149,10.17305/bjbms.2020.4570,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
149,rayyan-115927910,10.1016/j.bmc.2006.09.025,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Ana Paula Sampaio,
150,rayyan-115928181, 10.1055/s-2005-871297,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Ana Paula Sampaio,
151,rayyan-115925543, 10.1016/j.bbamem.2013.06.026,Excluído,7 - Não inclui uma medida de toxicidade,,Ana Paula Sampaio,
153,rayyan-115937279,10.1002/(SICI)1520-6769(199803/04)22:2<83::AID-NRC3>3.0.CO;2-L,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Ana Paula Sampaio,
16,rayyan-115932334,10.1016/j.ejmech.2016.09.057,Incluído,,,Ana Paula Sampaio,16
17,rayyan-115930704,10.3390/ijms21103678,Incluído,,,Ana Paula Sampaio,"17,18,19,20"
19,rayyan-115934253,https://doi.org/10.1042/BJ20110749,Incluído,,,Ana Paula Sampaio,"21,23,22"
20,rayyan-115934254,10.1016/j.neulet.2011.11.016.,Incluído,,"Results were expressed as percentages of the respective value
obtained for untreated cells at each time point DEFINIR SE CONTROLE É 100%. 
Retratado na lista de autoria",Ana Paula Sampaio,"24,25,26"
25,rayyan-115924977,10.1371/journal.pone.0109438,Incluído,,,Ana Paula Sampaio,27
31,rayyan-115926981,10.1016/j.bbrc.2009.10.130,Incluído,,"Não apresenta asterisco; porém, o grupo tratado é menor que o grupo controle. ",Ana Paula Sampaio,28
34,rayyan-115923367,10.1007/s11095-017-2276-2,Incluído,,,Ana Paula Sampaio,"29,30"
35,rayyan-115922931,10.1016/j.mrgentox.2018.06.010,Incluído,,,Ana Paula Sampaio,"31,32,33"
39,rayyan-115924380,10.1038/srep20949,Incluído,,,Ana Paula Sampaio,34
45,rayyan-115926839,10.3233/JAD-2010-1314,Incluído,,,Ana Paula Sampaio,35
46,rayyan-115923527,10.3892/mmr.2017.7702,Incluído,,,Ana Paula Sampaio,36
48,rayyan-115922168,10.1074/jbc.RA119.010955,Incluído,,,Ana Paula Sampaio,"37,38"
51,rayyan-115924519,10.1111/cns.12472,Incluído,,,Ana Paula Sampaio,"39,40,41,42"
53,rayyan-115926167,10.1371/journal.pone.0028887,Incluído,,,Ana Paula Sampaio,"43,44,45,46,47"
57,rayyan-115936998,10.1016/s0169-328x(00)00025-5,Incluído,,,Ana Paula Sampaio,"48,49"
60,rayyan-115921868,10.1021/acs.jmedchem.0c00756,Incluído,,,Ana Paula Sampaio,50
63,rayyan-115922719,10.1007/s12035-019-1544-z,Incluído,,,Ana Paula Sampaio,"51,53,52"
69,rayyan-115934824,10.1007/s10495-010-0492-x,Incluído,,,Ana Paula Sampaio,"54,55,56,57"
70,rayyan-115923091,10.1039/c8cp02685h,Incluído,,,Ana Paula Sampaio,"58,60,59"
71,rayyan-115936366,10.1046/j.1471-4159.2003.02088.x,Incluído,,,Ana Paula Sampaio,"61,62,63"
75,rayyan-115923341, 10.1002/mnfr.201700890,Incluído,,,Ana Paula Sampaio,64
76,rayyan-115932220,10.1016/j.jinorgbio.2017.03.009,Incluído,,,Ana Paula Sampaio,"65,66,67"
80,rayyan-115923418,10.1021/acs.langmuir.7b03617,Incluído,,,Ana Paula Sampaio,69
82,rayyan-115926439, 10.1016/j.freeradbiomed.2011.02.035,Incluído,,,Ana Paula Sampaio,"70,71,72,73,74,75,76,77"
83,rayyan-115927187, 10.1038/aps.2009.25,Incluído,,,Ana Paula Sampaio,"78,79,80,81,82,83"
85,rayyan-115923777, 10.1021/acschemneuro.7b00100,Incluído,,,Ana Paula Sampaio,84
90,rayyan-115925791,10.1371/journal.pone.0048540,Incluído,,,Ana Paula Sampaio,85
94,rayyan-115925960, 10.1007/s12031-012-9782-9,Incluído,,,Ana Paula Sampaio,"86,87,88,89"
95,rayyan-115927942,10.1111/j.1460-9568.2006.04951.x,Incluído,,,Ana Paula Sampaio,90
97,rayyan-115934916,10.3233/JAD-2010-1288,Incluído,,,Ana Paula Sampaio,"91,92"
100,rayyan-115927335, 10.1097/WNR.0b013e32830fe4b8,Incluído,,,Ana Paula Sampaio,"93,94,95,98,96,97"
103,rayyan-115934942,10.3233/JAD-2010-091207,Incluído,,,Ana Paula Sampaio,
108,rayyan-115921698,10.1007/s11033-020-05996-1,Incluído,,,Ana Paula Sampaio,"99,100"
109,rayyan-115927120,10.1111/j.1742-4658.2009.07094.x,Incluído,,,Ana Paula Sampaio,"101,103,102,104,105,106,108,107"
110,rayyan-115922135,10.1021/acschemneuro.9b00549,Incluído,,,Ana Paula Sampaio,"109,110,111"
116,rayyan-115924722,10.1039/c5ib00064e,Incluído,,,Ana Paula Sampaio,"112,113,114"
118,rayyan-115922153,10.1021/acschemneuro.9b00638,Incluído,,,Ana Paula Sampaio,"115,116"
119,rayyan-115921830,10.1016/j.exger.2020.111080,Incluído,,,Ana Paula Sampaio,117
120,rayyan-115923561,10.3233/JAD-170340,Incluído,,,Ana Paula Sampaio,"118,119,120"
123,rayyan-115922770,10.1159/000489551,Incluído,,,Ana Paula Sampaio,"121,122,123,124,125,126"
126,rayyan-115923717,10.1002/cmdc.201700282,Incluído,,,Ana Paula Sampaio,"127,128"
128,rayyan-115926424,10.1007/s10616-011-9341-1,Incluído,,,Ana Paula Sampaio,"129,130,131,132"
130,rayyan-115926264,10.1142/S0192415X11009305,Incluído,,,Ana Paula Sampaio,133
131,rayyan-115923507,10.1371/journal.pone.0186636,Incluído,,,Ana Paula Sampaio,"134,135,136,137,138"
132,rayyan-115924555,10.1038/srep14619,Incluído,,,Ana Paula Sampaio,"139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162"
133,rayyan-115923366,10.1016/j.jinorgbio.2018.01.012,Incluído,,,Ana Paula Sampaio,"163,164"
139,rayyan-115921728,10.1002/mnfr.202000660,Incluído,,,Ana Paula Sampaio,"172,173,174,175"
141,rayyan-115923060,10.3389/fncel.2018.00220,Incluído,,,Ana Paula Sampaio,"165,166"
143,rayyan-115934169, 10.1016/j.freeradbiomed.2012.01.012,Incluído,,,Ana Paula Sampaio,"167,168"
146,rayyan-115935420,10.1016/j.biocel.2007.10.014,Incluído,,Não apresenta asterisco ,Ana Paula Sampaio,169
152,rayyan-115924192, 10.1039/c6cp03582e,Incluído,,,Ana Paula Sampaio,"170,171"
154,rayyan-115934942,10.3233/JAD-2010-091207,Incluído,,,Ana Paula Sampaio,
