Protocol_ID,Results_ID,Assay,Cell_source,Cell_bank,Cell_authentication,Cell_mycoplasma,Control_description,Abeta_sequence,Abeta_origin,Abeta_species,Abeta_aggregation,Single_exposure,Duration_hours,Concentration_uM,Passage_number,N_cells,N_cells_unit,N_cells_volume,Plate_size,Culture_medium,Medium_supplements,Serum_type,Serum_concentration,Diferentiation_method,Diferentiation_duration_days,Differentiation_medium,Differentiation_serum_type,Differentiation_serum_concentration,Differentiation_supplements,Differentiation_protocol,OBS
211,264,MTT,Cell bank,"European Collection of Cell Cultures, Porton Down, U.K.",No,No,Vehicle,1-40,Unclear,Unclear,Oligomers,"Yes, single",24.0,100.000,Cells were used for a maximum of 20 passages.,15000,cells/well,100.0,96,Dulbecco's MEM/Nutrient Mix F-12 (1:1),"1% penicillin-streptomycin, 15% fetal calf serum, 1% minimal essential medium amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM (Gibco BRL),100 μL per well,No differentiation,,,,,,,aged
212,268,MTT,Cell bank,"European Collection of Cell Cultures, Porton Down, U.K.",No,No,Vehicle,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,100.000,Cells were used for a maximum of 20 passages.,15000,cells/well,100.0,96,Dulbecco's MEM/Nutrient Mix F-12 (1:1),"1% penicillin-streptomycin, 15% fetal calf serum, 1% minimal essential medium amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM (Gibco BRL),100 μL per well,No differentiation,,,,,,,aged
213,273,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,0.231,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
214,277,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,0.231,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
215,281,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,0.231,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
216,285,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,0.231,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
217,274,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,2.310,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
218,275,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,11.550,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
219,276,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,23.100,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
220,278,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,2.310,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
221,279,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,11.550,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
222,280,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-40,synthetic,Unclear,Oligomers,"Yes, single",48.0,23.100,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
223,282,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,2.310,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
224,283,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,11.550,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
225,284,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,23.100,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
226,286,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,2.310,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
227,287,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,11.550,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
228,288,MTT,Cell bank,"European Collection of Cell Cul- tures, Porton Down, UK",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,23.100,Cells were incubated at 37°C in 5% CO2 for 2 days,7500,cells/well,100.0,96,Dulbecco’s MEM/Nutrient Mix F-12 (1:1)," 10 IU penicillin/ml and 100 mg streptomycin/ml, 15% fetal calf serum, 1% non-essential MEM amino acid supplement, and 2 mM freshly prepared glutamine",OPTI-MEM,200 μL per well,No differentiation,,,,,,,
229,289,MTT,Cell bank,"American Type Culture Collection, Manassas, VA, USA",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,1.000,Cells were maintained in DMEM supplemented with 10% FBS. Cultures were incubated at 37 °C in a humidified 5% CO2 atmosphere.,35000,cells/cm2,100.0,96,DMEM,10% FBS,DMSO,100 μL per well,ATRA,3.0, serum-free DMEM,retinoic acid,10uM,,"After plating the cells at a cell density of 3.5 × 10^4 cells per cm2 to allow cell adhesion for 24 h, neuronal differentiation was induced by treatment of the cells with 10 µM RA at 37 °C for 72 h under serum-free DMEM conditions.",
230,290,MTT,Cell bank,"American Type Culture Collection, Manassas, VA, USA",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,5.000,Cells were maintained in DMEM supplemented with 10% FBS. Cultures were incubated at 37 °C in a humidified 5% CO2 atmosphere.,35000,cells/cm2,100.0,96,DMEM,10% FBS,DMSO,100 μL per well,ATRA,3.0, serum-free DMEM,retinoic acid,10uM,,"After plating the cells at a cell density of 3.5 × 10^4 cells per cm2 to allow cell adhesion for 24 h, neuronal differentiation was induced by treatment of the cells with 10 µM RA at 37 °C for 72 h under serum-free DMEM conditions.",
231,291,MTT,Cell bank,"American Type Culture Collection, Manassas, VA, USA",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,10.000,Cells were maintained in DMEM supplemented with 10% FBS. Cultures were incubated at 37 °C in a humidified 5% CO2 atmosphere.,35000,cells/cm2,100.0,96,DMEM,10% FBS,DMSO,100 μL per well,ATRA,3.0, serum-free DMEM,retinoic acid,10uM,,"After plating the cells at a cell density of 3.5 × 10^4 cells per cm2 to allow cell adhesion for 24 h, neuronal differentiation was induced by treatment of the cells with 10 µM RA at 37 °C for 72 h under serum-free DMEM conditions.",
232,292,MTT,Cell bank,"American Type Culture Collection, Manassas, VA, USA",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,20.000,Cells were maintained in DMEM supplemented with 10% FBS. Cultures were incubated at 37 °C in a humidified 5% CO2 atmosphere.,35000,cells/cm2,100.0,96,DMEM,10% FBS,DMSO,100 μL per well,ATRA,3.0, serum-free DMEM,retinoic acid,10uM,,"After plating the cells at a cell density of 3.5 × 10^4 cells per cm2 to allow cell adhesion for 24 h, neuronal differentiation was induced by treatment of the cells with 10 µM RA at 37 °C for 72 h under serum-free DMEM conditions.",
233,293,MTT,Cell bank,"American Type Culture Collection, Manassas, VA, USA",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,50.000,Cells were maintained in DMEM supplemented with 10% FBS. Cultures were incubated at 37 °C in a humidified 5% CO2 atmosphere.,35000,cells/cm2,100.0,96,DMEM,10% FBS,DMSO,100 μL per well,ATRA,3.0, serum-free DMEM,retinoic acid,10uM,,"After plating the cells at a cell density of 3.5 × 10^4 cells per cm2 to allow cell adhesion for 24 h, neuronal differentiation was induced by treatment of the cells with 10 µM RA at 37 °C for 72 h under serum-free DMEM conditions.",
234,294,MTT,Cell bank,"ECACC, UK",No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,40.000, Incubated overnight at 37 °C,10000,cells/well,,96,Roswell Park Memorial Institute 1640 medium,10% fetal bovine serum,DMSO,200 μL per well,No differentiation,,,,,,,
235,295,MTT,Cell bank,"ECACC, UK",No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,10.000, Incubated overnight at 37 °C,10000,cells/well,,96,Roswell Park Memorial Institute 1640 medium,10% fetal bovine serum,DMSO,200 μL per well,No differentiation,,,,,,,
236,296,MTT,Cell bank,"ECACC, UK",No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,20.000, Incubated overnight at 37 °C,10000,cells/well,,96,Roswell Park Memorial Institute 1640 medium,10% fetal bovine serum,DMSO,200 μL per well,No differentiation,,,,,,,
237,297,MTT,Cell bank,"ECACC, UK",No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,30.000, Incubated overnight at 37 °C,10000,cells/well,,96,Roswell Park Memorial Institute 1640 medium,10% fetal bovine serum,DMSO,200 μL per well,No differentiation,,,,,,,
238,299,MTT,Cell bank,"ECACC, UK",No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,50.000, Incubated overnight at 37 °C,10000,cells/well,,96,Roswell Park Memorial Institute 1640 medium,10% fetal bovine serum,DMSO,200 μL per well,No differentiation,,,,,,,
239,300,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Monomers,"Yes, single",24.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
240,303,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",48.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
241,302,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Monomers,"Yes, single",48.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
242,304,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Monomers,"Yes, single",72.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
243,301,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",24.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
244,305,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Unclear,Fibers,"Yes, single",72.0,1.000,SH-SY5Y cells were seeded in a 6-well plate (3 × 105 cells per well) at 37 °C under 5% CO2 atmosphere for 24 h,300000,cells/well,,,DMEM,10% FBS and 1% penicillin–streptomycin solution,DMSO,,No differentiation,,,,,,,
245,306,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,5.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
246,307,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,10.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
247,308,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,15.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
248,309,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,20.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
249,"310,314,315,316",MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,25.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
250,311,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,30.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
251,312,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,35.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
252,313,MTT,Unclear,,No,No,Vehicle,1-42,Unclear,Human,Fibers,"Yes, single",24.0,40.000,The culture media was changed every two days followed by cells passage at 80–90% of confluency usually every third day using trypsin-EDTA solution.,5000,cells/well,,96,50% Minimum Essential Media and 50% Ham’s F-12,"15% inactivated fetal calf serum, 1% of 100 units/mL penicillin/streptomycin, 1% l-glutamine and 1% NEAA",DMSO,10 μL per well,No differentiation,,,,,,,
255,317,MTT,Cell bank,"ATCC (Manassas, VA, USA)",No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,20.000,Cultured cells were plated into 96-well plates (2 × 104 cells/well),20000,cells/well,,96,Dulbecco's Modified Eagle Medium,"10% of fetal bovine serum, 1% of penicillin-streptomycin, and 2 mM of L-glutamine",DMSO,,No differentiation,,,,,,,
256,318,MTT,Cell bank,"ATCC (Manassas, VA, USA)",No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,30.000,Cultured cells were plated into 96-well plates (2 × 104 cells/well),20000,cells/well,,96,Dulbecco's Modified Eagle Medium,"10% of fetal bovine serum, 1% of penicillin-streptomycin, and 2 mM of L-glutamine",DMSO,,No differentiation,,,,,,,
257,329,MTT,Cell bank,"ATCC (Rockville, MD, USA)",No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,25.000,,,,,,DMEM,10% of FBS and 1% of antibiotics,DMSO,,No differentiation,,,,,,,
258,331,MTT,Cell bank, European Collection of Cell Cultures (ECACC),No,No,Vehicle,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,1.000,,20000,cells/cm2,,96,Dulbecco’s modified Eagle’s medium/Nutrient Mixture F-12 Ham with l-glutamine,"1% nonessential amino acids (PAA), 100 units/mL penicillin, 100 μg/mL streptomycin, and 10% fetal bovine serum (FBS)",DMSO,,No differentiation,,,,,,,
259,332,MTT,Cell bank,"National Center for Cell Science (NCSS) in Pune, India",No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",24.0,10.000,"Cells were seeded at a density of 10 000 per well in a white-walled, clear-bottomed 6-well plate and cultured for 24 h in DMEM and 10% FBS.",10000,cells/well,,96,DMEM ,10% FBS,,,No differentiation,,,,,,,
260,333,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,10.000,,20000,cells/well,,96,DMEM ,"10% fetal bovine serum, 2 mM l-glutamine, 50 U/mL penicillin and 50 µg/mL streptomycin",Tween-20,10% v/v,No differentiation,,,,,,,
