Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
28,rayyan-115936423,10.1093/brain/awg191,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
29,rayyan-115936078,10.1523/JNEUROSCI.4391-04.2005,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
30,rayyan-115936760,10.1006/bbrc.2001.435,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Samantha Martins,
31,rayyan-115926019,10.1042/BJ20111588,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
32,rayyan-115936287,10.1097/00001756-200404090-00019 ,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
33,rayyan-115921639,10.3389/fimmu.2020.591571,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,Na verdade avalia a secreção de AB42 solúvel,Samantha Martins,
34,rayyan-115934649,10.1016/j.freeradbiomed.2010.10.707,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade usa células SHSY-5Y transfectadas com Swedish mutant form of human β-amyloid precursor protein (APPsw). Além disso, não envolve experimentos com adição de abeta exógeno",Samantha Martins,
35,rayyan-115936621,10.1016/s0196-9781(02)00060-8,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
36,rayyan-115921782,10.1155/2020/2739459,Incluído,,,Samantha Martins,"20,21,22,23,24,25"
37,rayyan-115921723,10.1007/s12031-020-01748-9,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Usa células SHSY-5Y transfectadas ,Samantha Martins,
38,rayyan-115936693,10.1083/jcb.200110119,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
39,rayyan-115925815,10.1002/cbic.201200465,Incluído,,Os resultados foram majoritariamente expressos sob a forma de imagens; Usa Abeta 1-40 marcado com sonda fluorescente,Samantha Martins,26
40,rayyan-115926992,10.1074/jbc.M109.015032,Incluído,,,Samantha Martins,"27,28"
41,rayyan-115937495,10.1006/bbrc.1996.0699,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
42,rayyan-115921827,10.1111/boc.201900062,Excluído,7 - Não inclui uma medida de toxicidade,"Além disso, parece que usa células SHSY-5Y transfectadas. Não ficou claro. Sem material suplementar...",Samantha Martins,
43,rayyan-115936089,10.1002/jnr.20393,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
44,rayyan-115936716,10.1523/JNEUROSCI.21-23-09235.2001,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
45,rayyan-115925646,10.1016/j.febslet.2013.03.014,Excluído,7 - Não inclui uma medida de toxicidade,Material suplementar sob a forma de vídeo..,Samantha Martins,
46,rayyan-115925872, 10.1111/j.1471-4159.2012.07927.x,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,"Além disso, usa células SHSY-5Y transfectadas ",Samantha Martins,
47,rayyan-115930815,10.1002/cmdc.201900620,Incluído,,,Samantha Martins,"29,30,31,32,33,34,35,36,37"
48,rayyan-115936036,10.1016/j.febslet.2005.04.041,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
49,rayyan-115934777,10.1021/jm1000584,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
50,rayyan-115923519,10.1016/j.ejmech.2017.09.033,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
51,rayyan-115924526, 10.3892/mmr.2015.4457,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
52,rayyan-115925871,10.1111/j.1476-5381.2012.01973.x,Incluído,,,Samantha Martins,38
53,rayyan-115925868,10.1074/jbc.C112.400614,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
54,rayyan-115937298,10.1002/(SICI)1520-6769(199801/02)22:1<45::AID-NRC7>3.0.CO;2-S,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
55,rayyan-115936364,PMID: 12661900,Excluído,4 - Não usa célula SHSY-5Y como modelo,Usa OAN cells...,Samantha Martins,
56,rayyan-115936058,10.1016/j.molbrainres.2004.10.039,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
57,rayyan-115923338,10.1186/s13195-018-0352-4,Excluído,7 - Não inclui uma medida de toxicidade,Medida de massa mitocondrial de células SHSY-5Y expostas ao Abeta 1-42,Samantha Martins,
58,rayyan-115934873,10.2119/molmed.2009.00123,Incluído,,,Samantha Martins,"39,40"
59,rayyan-115934420,10.3109/14756366.2010.529806,Incluído,,,Samantha Martins,41
60,rayyan-115934612,10.3233/JAD-2010-100966,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
61,rayyan-115930497, 10.5530/pj.2020.12.171,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
62,rayyan-115921662,10.1016/j.exger.2020.111187,Incluído,,,Samantha Martins,42
63,rayyan-115922891,10.3892/etm.2018.6749,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
64,rayyan-115922553,10.1038/s41419-019-1786-8,Incluído,,,Samantha Martins,43
65,rayyan-115921901,10.1007/s11064-020-03096-x,Excluído,4 - Não usa célula SHSY-5Y como modelo,Usa células SK-N-SH,Samantha Martins,
66,rayyan-115935448,10.1002/jnr.21487,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Samantha Martins,
68,rayyan-115930510,10.3390/ph13110328,Incluído,,,Samantha Martins,"44,45,46,47,48"
69,rayyan-115928575,10.1523/JNEUROSCI.0550-04.2004,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
70,rayyan-115921704,10.1007/s13205-020-02535-4,Incluído,,,Samantha Martins,"49,50,51,52"
71,rayyan-115924740,10.1002/psc.2784,Incluído,,,Samantha Martins,"53,54,55,56,57,58"
72,rayyan-115934598,10.1016/j.ejphar.2010.10.028,Incluído,,,Samantha Martins,"59,60,61,62,63,64,65,66,67"
73,rayyan-115926850,10.1021/mp900306x,Incluído,,,Samantha Martins,"68,69,70,71"
74,rayyan-115936398,10.1074/jbc.M308243200,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas de forma a expressar TAU humana",Samantha Martins,
75,rayyan-115934613,10.3233/JAD-2010-091195,Incluído,,,Samantha Martins,"72,73"
76,rayyan-115922969,10.5483/BMBRep.2019.52.7.231,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,Não envolve experimentos com adição de Abeta exogeno..,Samantha Martins,
77,rayyan-115922234,10.1159/000505592,Incluído,,Não menciona em nenhum momento qual isoforma de abeta foi utilizada. Acabei incluindo mais a frente...,Samantha Martins,
78,rayyan-115931538,10.19193/0393-6384_2019_6_461,Incluído,,,Samantha Martins,"74,75"
79,rayyan-115930611,10.3390/brainsci10080545,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,Não envolve experimentos com adição de Abeta exogeno..,Samantha Martins,
80,rayyan-115933086,10.1080/14786419.2014.985676,Incluído,,,Samantha Martins,"76,77,78,79,80"
81,rayyan-115930648,10.1016/j.ejmech.2020.112282,Incluído,,,Samantha Martins,81
82,rayyan-115923860,10.3233/JAD-161086,Incluído,,Artigo visualizado pelo SciHub. Apesar de ser de 2017 la constava a seguinte informação: Uncorrected Author Proof,Samantha Martins,"82,83,84,85,86,87,88,89,90,91,92,93,94,95"
83,rayyan-115934600,10.1016/j.brainres.2010.10.068,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas de forma a expressar mortalina. Apresenta resultados com várias medidads de toxicidade ",Samantha Martins,
84,rayyan-115930816,10.1002/cmdc.201900612,Incluído,,,Samantha Martins,96
85,rayyan-115924348,10.1126/sciadv.1501244,Incluído,,,Samantha Martins,"98,97,99,100"
86,rayyan-115931154,10.1021/acschemneuro.9b00345,Incluído,,,Samantha Martins,"101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116"
87,rayyan-115933503,10.1016/j.bbamem.2014.06.011,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
88,rayyan-115922252,10.1021/acsami.9b22214,Incluído,,,Samantha Martins,117
89,rayyan-115925869,10.1002/smll.201201068 ,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
90,rayyan-115921971, 10.1038/s41598-020-66602-9,Incluído,,,Samantha Martins,"118,119,120,121,122"
91,rayyan-115936394,10.1016/S0006-8993(03)03369-9,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
92,rayyan-115922083,10.1016/j.neuint.2020.104746,Incluído,,,Samantha Martins,"123,124,125,126,127,128,129,130,131,132,133,134"
93,10.3233/JAD-131442,10.3233/JAD-131442,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas de forma a expressar CD147. Apresenta resultados com medida de toxicidade (LDH)",Samantha Martins,
94,rayyan-115934972,10.1016/j.bbrc.2009.10.130,Incluído,,,Samantha Martins,"135,136"
95,rayyan-115927121,10.1021/ic900025x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
96,rayyan-115932250,10.3389/fnagi.2017.00121,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos, Utilizou no estudo Aβ25−35,Samantha Martins,
97,rayyan-115922485,10.3389/fnagi.2019.00206,Incluído,,,Samantha Martins,"137,138"
98,rayyan-115927795,10.1016/j.cellsig.2006.12.009 ,Incluído,,,Samantha Martins,"139,140,141,142,143,144,145,146,147,148,149,150,151,152,153"
99,rayyan-115927982,10.1016/j.bbrc.2006.06.128,Incluído,,,Samantha Martins,"154,155,156,157"
100,rayyan-115922205,10.1016/j.jocn.2019.11.046,Incluído,,,Samantha Martins,"158,159,160,161,162,163,164,165,166"
101,rayyan-115922075,10.5114/fn.2020.94002,Incluído,,,Samantha Martins,"167,168,383,384,385,386"
102,rayyan-115929412,10.1006/bbrc.2000.3051,Incluído,,,Samantha Martins,"169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184"
103,rayyan-115925844,10.1016/j.pep.2012.08.021,Incluído,,,Samantha Martins,"185,186,187,188,189,190,191,192,193,194,195,196"
104,rayyan-115924876,10.1038/cddis.2014.529,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas with either empty pIRESneo vector (termed empty vector containing cells in this study) or engineered to express murine PrPc containing the 3F4 epitope tag",Samantha Martins,
105,rayyan-115925797,23119107,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos, Utilizou no estudo Aβ25−35,Samantha Martins,
106,rayyan-115934141,10.1016/j.neuroscience.2012.02.037,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
107,rayyan-115934655,10.1073/pnas.1006091107,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Usa SK-N-BE(2)-
M17 and SK-N-AS cell lines",Samantha Martins,
108,rayyan-115935700, 10.1093/hmg/ddl437,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
109,rayyan-115925788,10.3109/13880209.2012.700718,Incluído,,,Samantha Martins,"197,198,199"
110,rayyan-115934223, 10.1007/s11064-011-0652-6,Incluído,,,Samantha Martins,"200,201,202,203,204,205,206,207,208,209,210"
111,rayyan-115924216,10.1016/j.lfs.2016.06.020,Incluído,,,Samantha Martins,"211,212,213,214"
112,rayyan-115932393,10.3233/JAD-170177,Incluído,,,Samantha Martins,"215,216,217,218"
113,rayyan-115932781,10.3233/JAD-150694,Incluído,,,Samantha Martins,"219,220,221"
114,rayyan-115923090,10.3390/molecules23081902,Incluído,,,Samantha Martins,222
115,rayyan-115926459,10.1016/j.neuro.2011.02.001.,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,Não envolve experimentos com adição de Abeta exogeno..,Samantha Martins,
116,rayyan-115927471,10.1016/j.neulet.2008.01.080,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos, Utilizou no estudo Aβ25−35,Samantha Martins,
117,rayyan-115921891,10.1186/s12868-020-00579-z,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. Além disso, não ficou claro se o ""controle
negativo"" nos experimentos se tratava de experimento com feito com o vetor vazio ou envolvia célula não transfectada...",Samantha Martins,
118,rayyan-115922879,10.1016/j.biocel.2018.12.011,Incluído,,"Fiquei na dúvida se incluia resultado de ""ATP content"". Feito em paralelo com experimento para verificar dano ao potencial de membrana mitocondrial (este ultimo incluido)",Samantha Martins,"223,224,225,226,227,228,229,230,231,387,388,389,390,391,392"
119,rayyan-115922825,10.1021/acschemneuro.8b00490,Incluído,,,Samantha Martins,"232,233"
120,rayyan-115921684,10.18632/aging.104079,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
121,rayyan-115934882,10.1016/j.jep.2010.01.014,Incluído,,,Samantha Martins,234
122,rayyan-115928531,10.1254/jphs.fpj04004x,Incluído,,,Samantha Martins,235
123,rayyan-115931755,10.1039/c8mt00091c,Incluído,,,Samantha Martins,"236,237,238,239"
124,rayyan-115926074,10.1371/journal.pone.0033177,Excluído,4 - Não usa célula SHSY-5Y como modelo,Murine neuroblastoma N2a cells,Samantha Martins,
125,rayyan-115928071,10.1016/j.neuroscience.2006.01.047,Incluído,,,Samantha Martins,"240,241"
126,rayyan-115932895,10.1016/j.neuropharm.2015.04.025,Incluído,,,Samantha Martins,242
127,rayyan-115933219,10.1016/j.ejphar.2014.06.007,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
128,rayyan-115922673,10.1021/acs.langmuir.9b00080,Incluído,,,Samantha Martins,"243,244,245,246,247,248,249,250"
129,rayyan-115922910,10.3390/molecules23123100,Incluído,,,Samantha Martins,251
130,rayyan-115924937,10.1039/c4mt00252k,Incluído,,,Samantha Martins,"252,253,254,255,256"
131,rayyan-115934917,10.3233/JAD-2010-1291,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
132,rayyan-115926442,10.1186/1750-1326-6-20,Incluído,,,Samantha Martins,"257,258,259,260,261"
133,rayyan-115924157,10.1002/jcp.25509,Incluído,,,Samantha Martins,"262,263,264"
134,rayyan-115933552,10.1038/cddis.2014.529,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. Atende aos demais critérios de inclusão...",Samantha Martins,
135,rayyan-115924822,10.1007/s10495-015-1099-z,Incluído,,,Samantha Martins,265
136,rayyan-115926636,10.3233/JAD-2010-100474.,Incluído,,,Samantha Martins,266
137,rayyan-115928177,10.1016/j.bbrc.2005.09.168,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. ",Samantha Martins,
138,rayyan-115922112,10.1016/j.lfs.2020.117637,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
139,rayyan-115926079,10.1073/pnas.1111305109,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
140,rayyan-115935777,10.1038/sj.cdd.4401818,Incluído,,,Samantha Martins,"267,268,269,270,271,272,273,274,275,276,277,278"
141,rayyan-115931982, 10.1186/s12974-017-1027-y,Incluído,,,Samantha Martins,"279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305"
142,rayyan-115931295,10.1007/s13273-019-0029-5,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
143,rayyan-115928533,10.1016/j.neurobiolaging.2003.10.003,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
144,rayyan-115921926,10.34172/apb.2020.055,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
145,rayyan-115924818,10.1021/cn500323q,Incluído,,,Samantha Martins,"306,307,308,309,310"
146,rayyan-115927135,10.1017/S1461145709000455,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
147,rayyan-115924678,10.1021/acs.langmuir.5b01108,Incluído,,,Samantha Martins,311
148,rayyan-115932759,10.1016/j.ejmech.2015.07.028,Incluído,,,Samantha Martins,312
149,rayyan-115924786,10.1016/j.ejmech.2015.02.063,Excluído,7 - Não inclui uma medida de toxicidade,"Na verdade possui (MTT), mas não compreende medida de toxicidade do peptídeo beta amilóide em células SH-SY5Y",Samantha Martins,
150,rayyan-115921741,10.1002/ptr.6925,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
151,rayyan-115923214,10.1371/journal.pone.0196929,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. ",Samantha Martins,
152,rayyan-115923162,10.2220/biomedres.39.105,Incluído,,,Samantha Martins,313
153,rayyan-115924139,10.1016/j.bbrc.2016.08.037,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. ",Samantha Martins,
154,rayyan-115926010,10.1089/rej.2011.1262,Excluído,4 - Não usa célula SHSY-5Y como modelo,Usa N2a,Samantha Martins,
155,rayyan-115925836,10.1021/bi300839u,Incluído,,,Samantha Martins,"314,315,316"
156,rayyan-115925010,10.3109/10715762.2014.960412,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ1-16,Samantha Martins,
157,rayyan-115923373,10.1016/j.jalz.2017.12.005,Excluído,7 - Não inclui uma medida de toxicidade,"Trabalho foca in ""expression changes in neurons from Alzheimer's disease brain and neuronal cells treated with OAβ""",Samantha Martins,
158,rayyan-115923351,10.1016/j.bmc.2018.01.028,Incluído,,,Samantha Martins,"317,318"
159,rayyan-115921771,10.1093/glycob/cwaa096,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,"Na verdade, os ensaios com as células SHSY-5Y envolveram a adição de Aβ25−35... Não consegui acessae o material suplementar desse artigo ",Samantha Martins,
160,rayyan-115932798,https://www.alliedacademies.org/articles/78dithydroxycoumarins-protect-human-neuroblastoma-cells-from-amediated-neurotoxic-damage-via-inhibiting-jnk-and-p38mapk-pathways.pdf,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
161,rayyan-115922287,10.3390/molecules25010142,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
162,rayyan-115927069,10.1002/cmdc.200900191,Incluído,,,Samantha Martins,319
163,rayyan-115922338,10.3389/fchem.2019.00787,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,Experimentos nao envolvem a administração do peptídeo β-amilóide ,Samantha Martins,
164,rayyan-115923501,10.3389/fnagi.2017.00337,Incluído,,,Samantha Martins,"320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341"
165,rayyan-115928195,10.1016/j.neuint.2005.06.012,Excluído,4 - Não usa célula SHSY-5Y como modelo,Utilizou Human neuroblastoma cell line MSN,Samantha Martins,
166,rayyan-115922413,10.1039/c9fo00994a,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
167,rayyan-115929060,10.1162/153840902753658329,Incluído,,,Samantha Martins,342
168,rayyan-115927123,10.3233/JAD-2009-1032,Incluído,,,Samantha Martins,343
169,rayyan-115922901,10.1039/C8CC08618D,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,"Na verdade o trabalho foca na síntese e caracterização bioquímica de ""trimer of full-length amyloid β40"". Em nenhum momento é mostrado resultado com o peptídeo beta amilóide wild type",Samantha Martins,
170,rayyan-115922234,10.1159/000505592,Incluído,,Não menciona em nenhum momento qual isoforma de abeta foi utilizada. Tem que perguntar ao autor...,Samantha Martins,"344,345,346,347,348,349,350,351,352,353,382"
171,rayyan-115926402,10.1016/j.neulet.2011.03.082.,Incluído,,,Samantha Martins,"354,355,356,357,358,359,360,361,362,363,364,365,366,367"
172,rayyan-115923445,10.18632/oncotarget.21177,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas. ",Samantha Martins,
173,rayyan-115922170,10.1042/BSR20194295,Incluído,,,Samantha Martins,"368,369"
174,rayyan-115926105,10.3233/JAD-2012-111760,Excluído,7 - Não inclui uma medida de toxicidade,,Samantha Martins,
175,rayyan-115924249,10.1016/j.bbadis.2016.05.016,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
176,rayyan-115924235,10.1016/j.bbrc.2016.06.026,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
177,rayyan-115924444,10.3109/10715762.2015.1133907,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ1−16,Samantha Martins,
178,rayyan-115925411,24093058,Excluído,7 - Não inclui uma medida de toxicidade,"Numero de PMID, pois não achei o doi...",Samantha Martins,
179,rayyan-115924021,10.1007/s11064-016-1998-6,Excluído,7 - Não inclui uma medida de toxicidade,Não apresenta medida de toxicidade em células SHSY-5Y expostas ao  peptídeo Aβ1-42,Samantha Martins,
180,rayyan-115926504,10.1016/j.bmc.2010.12.007,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Samantha Martins,
181,rayyan-115922699,10.3892/etm.2019.7355,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,Utilizou no estudo Aβ25−35,Samantha Martins,
182,rayyan-115926929,10.2174/156720510791383787,Incluído,,Não consegui acessar o material suplementar desse artigo,Samantha Martins,"370,371,372,373,374,375,376,377,378,379,380"
183,rayyan-115930902,10.5958/0974-360X.2020.00595.8  ,Incluído,,,Samantha Martins,381
184,rayyan-115936550,10.1046/j.1471-4159.2002.01237.x,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Na verdade, usa células SHSY-5Y transfectadas e  Aβ25-35 quando avalia apoptose",Samantha Martins,
185,rayyan-115937073,10.1042/bj3430419,Excluído,4 - Não usa célula SHSY-5Y como modelo,Usa IMR32 human neuroblastoma cells,Samantha Martins,
186,rayyan-115932528,10.2174/1871527315666160815160505,Incluído,,,Samantha Martins,"393,394,395,396,397,398,399,400,401"
187,rayyan-115922224,10.2174/1381612826666200207120602,Incluído,,,Samantha Martins,402
188,rayyan-115931525,10.2174/1567205016666191010130351,Incluído,,Falta olhar o material suplementar. Antonio entrara em contato com autor para pedir,Samantha Martins,"403,404,405,406"
189,rayyan-115923397,10.2174/1567205015666180110110321,Incluído,,,Samantha Martins,"407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422"
