Outcomes ID,Screening ID,Método,Figura,Grupos,Observações gerais da figura ou desfecho
79,61,1.4 - Viabilidade celular (outros),Figure 8,Ca++: Control e bA,
80,61,3.1 - Níveis de espécies reativas de oxigênio,Figure 8,ROS: Control e bA,
81,61,1.3 - Trypam blue exclusion test,Figure 11,Control e bA,
82,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 10uM Ab40 (20h),
83,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 20uM Ab40 (20h),
84,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 30uM Ab40 (20h),
85,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 40uM Ab40 (20h),
86,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 50uM Ab40 (20h),
87,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 10uM Ab40 (41h),
88,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 20uM Ab40 (41h),
89,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 30uM Ab40 (41h),
90,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 40uM Ab40 (41h),
91,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 50uM Ab40 (41h),
92,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 10uM Ab40 (65h),
93,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 20uM Ab40 (65h),
94,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 30uM Ab40 (65h),
95,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 40uM Ab40 (65h),
96,68,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control (0uM ab) e 50uM Ab40 (65h),
97,69,2.1 - Indicadores diretos de morte,Figure 1D,Control e AbOs,"Esse resultado inclui também uma forma de AbA = Agregados de Abeta, diferencialmente indicado em comparação com AbO e Ab"
98,70,1.1 - Ensaio de redução de MTT e análogos,Figure 1B,'- (Ab -) e - (Ab +),
99,75,1.1 - Ensaio de redução de MTT e análogos,Figure 4 ,Control e Ab42,
100,83,1.1 - Ensaio de redução de MTT e análogos,Figure 4a,White bar (0 galantamine/25uM Ab40),
101,83,1.1 - Ensaio de redução de MTT e análogos,Figure 4a,Black bar (0 galantamine/25uM Ab42),
102,83,1.1 - Ensaio de redução de MTT e análogos,Figure 4b,0 galantamine/25uM Ab40,
103,83,1.2 - Ensaio de liberação de LDH,Figure 5,Grey bar (0 galantamine/50uM Ab40),
104,83,2.2 - Marcadores diretos de apoptose,Figure 6,0 galantamine/50uM Ab40,
105,83,2.2 - Marcadores diretos de apoptose,Figure 7,Bar nº1 (50 μM Aβ1-40 (positive control)),
106,84,1.1 - Ensaio de redução de MTT e análogos,Figure 3B,Untreated and Ab (10uM) bars,The viability of SH-SY5Y cells was evaluated using the CCK-8 assay
107,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - soluble oligomeric Aβ (open circles),0
108,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - soluble oligomeric Aβ (open circles),0.6uM
109,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - soluble oligomeric Aβ (open circles),Between 0.6 and 2uM
110,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - soluble oligomeric Aβ (open circles),Between 2 and 4uM
111,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - soluble oligomeric Aβ (open circles),5 µM
112,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - fibrillar Aβ (closed circles),0
113,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - fibrillar Aβ (closed circles),0.6uM
114,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - fibrillar Aβ (closed circles),Between 0.6 and 2uM
115,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - fibrillar Aβ (closed circles),Between 2 and 4uM
116,87,1.1 - Ensaio de redução de MTT e análogos,Figure 2,SHSY5Y graph - fibrillar Aβ (closed circles),5 µM
117,90,2.2 - Marcadores diretos de apoptose,Figure 1B,Control e Ab42 (10uM),
118,90,2.2 - Marcadores diretos de apoptose,Figure 1B,Control e Ab42 (20uM),
119,91,1.2 - Ensaio de liberação de LDH,Figure 6A,0h,
120,91,1.2 - Ensaio de liberação de LDH,Figure 6A,24h,
121,91,1.2 - Ensaio de liberação de LDH,Figure 6A,48h,
122,91,1.2 - Ensaio de liberação de LDH,Figure 6A,72h,
123,91,1.4 - Viabilidade celular (outros),Figure 6B,Control (-/-/-/-) e Ab (-/-/+/-),
124,91,3.1 - Níveis de espécies reativas de oxigênio,Figure 6D,Control (-/-/-/-) e Ab (-/-/+/-),
125,92,1.2 - Ensaio de liberação de LDH,N/A,Control and Ab," After 72 h, an LDH release assay for cell viability showed a 26% increase in LDH release from A-treated cells as compared with controls"
126,95,2.3 - Marcadores de morte celular (outros),Figure 6,Cell and Cell+Ab,Live/dead assay - Calcein AM/Ethidium homodimer-1
127,99,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Control e Ab40,
128,99,1.2 - Ensaio de liberação de LDH,Figure 3B,Control e Ab40,
129,99,2.2 - Marcadores diretos de apoptose,Figure 4B,Control e Ab40,
130,99,2.2 - Marcadores diretos de apoptose,Figure 4C,Control e Ab40,
131,100,1.4 - Viabilidade celular (outros),Figure 2A,Control (100%),
132,100,1.4 - Viabilidade celular (outros),Figure 2A,Ab42 300nM 1h,
133,100,1.4 - Viabilidade celular (outros),Figure 2A,Ab42 300nM 4h,
134,100,1.4 - Viabilidade celular (outros),Figure 2A,Ab42 300nM 24h,
135,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Control (100%),
136,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 300nM 1h,
137,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 300nM 4h,
138,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 300nM 24h,
139,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 3uM 1h,
140,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 3uM 4h,
141,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 3uM 24h,
142,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 10uM 1h,
143,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 10uM 4h,
144,100,1.2 - Ensaio de liberação de LDH,Figure 2B,Ab42 10uM 24h,
145,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Control ,
146,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 300nM 1h,
147,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 300nM 4h,
148,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 300nM 24h,
149,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 3uM 1h,
150,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 3uM 4h,
151,100,2.2 - Marcadores diretos de apoptose,Figure 3A,Ab42 3uM 24h,
152,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Control ,
153,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 300nM 1h,
154,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 300nM 4h,
155,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 300nM 24h,
156,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 3uM 1h,
157,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 3uM 4h,
158,100,2.2 - Marcadores diretos de apoptose,Figure 3B,Ab42 3uM 24h,
159,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Control ,
160,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 300nM 1h,
161,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 300nM 2h,
162,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 300nM 4h,
163,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 300nM 24h,
164,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 3uM 1h,
165,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 3uM 2h,
166,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 3uM 4h,
167,100,2.2 - Marcadores diretos de apoptose,Figure 3C,Ab42 3uM 24h,
168,101,1.1 - Ensaio de redução de MTT e análogos,Figure 4F,Control e Ab42,
169,102,1.1 - Ensaio de redução de MTT e análogos,Figure 1d,Control (-/-/-) e Ab42 (+/-/-),
170,102,3.1 - Níveis de espécies reativas de oxigênio,Figure 1e,Control (-/-/-) e Ab42 (+/-/-),
171,102,2.2 - Marcadores diretos de apoptose,Figure 1f,Control (-/-/-) e Ab42 (+/-/-),
172,102,1.1 - Ensaio de redução de MTT e análogos,Figure 1g,Control (-/-/-) e Ab42 (+/-/-),
173,102,2.2 - Marcadores diretos de apoptose,Figure 1h,Control (-/-/-) e Ab42 (+/-/-),
174,102,3.1 - Níveis de espécies reativas de oxigênio,Figure 3b,Control (-) e Ab42 (+),
175,102,2.2 - Marcadores diretos de apoptose,Figure 5a,Control (-) e Ab42 (+),"Bax
"
176,102,2.2 - Marcadores diretos de apoptose,Figure 5a,Control (-) e Ab42 (+),Bcl2
177,102,2.2 - Marcadores diretos de apoptose,Figure 5a,Control (-) e Ab42 (+),Cas3
178,102,2.2 - Marcadores diretos de apoptose,Figure 5b,Control (-) e Ab42 (+),
179,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Ab42 0h,
180,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Ab42 6h,
181,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Ab42 12h,
182,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Ab42 24h,
183,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Ab42 48h,
184,103,1.1 - Ensaio de redução de MTT e análogos,Figure 1B,Control e Ab42 (20uM),
185,103,1.2 - Ensaio de liberação de LDH,Figure 1C,Control e Ab42,
186,103,2.2 - Marcadores diretos de apoptose,Figure 2B,Control e Ab42,
187,103,1.1 - Ensaio de redução de MTT e análogos,Figure 2C,Control e Ab42,
188,103,2.2 - Marcadores diretos de apoptose,Figure 3B,Control e Ab42,Bax protein levels
189,103,2.2 - Marcadores diretos de apoptose,Figure 3D,Control e Ab42,Citocromo c
190,103,2.2 - Marcadores diretos de apoptose,Figure 3E,Control e Ab42 (cas3 e cas9),
191,103,1.1 - Ensaio de redução de MTT e análogos,Figure 3F,Control e Ab42,
192,104,1.1 - Ensaio de redução de MTT e análogos,Figure 10,Control e Ab42 30uM,24h pre incubation with compound 14
193,105,1.1 - Ensaio de redução de MTT e análogos,Figure 1B,Untreated and Oligomers Ab42,
194,105,1.4 - Viabilidade celular (outros),Figure 2B,Untreated and Oligomers Ab42,
195,105,2.2 - Marcadores diretos de apoptose,Figure 3B,Untreated and Oligomers Ab42,
196,107,1.3 - Trypam blue exclusion test,Figure 1A,0uM,Linha com círculo -> Ab1-42
197,107,1.3 - Trypam blue exclusion test,Figure 1A,10uM,Linha com círculo -> Ab1-42
198,107,1.3 - Trypam blue exclusion test,Figure 1A,20uM,Linha com círculo -> Ab1-42
199,107,1.3 - Trypam blue exclusion test,Figure 1A,30uM,Linha com círculo -> Ab1-42
200,107,1.3 - Trypam blue exclusion test,Figure 1A,40uM,Linha com círculo -> Ab1-42
201,107,1.3 - Trypam blue exclusion test,Figure 1A,50uM,Linha com círculo -> Ab1-42
202,107,1.3 - Trypam blue exclusion test,Figure 1A,0uM,Linha com losango -> Ab1-40
203,107,1.3 - Trypam blue exclusion test,Figure 1A,10uM,Linha com losango -> Ab1-40
204,107,1.3 - Trypam blue exclusion test,Figure 1A,20uM,Linha com losango -> Ab1-40
205,107,1.3 - Trypam blue exclusion test,Figure 1A,30uM,Linha com losango -> Ab1-40
206,107,1.3 - Trypam blue exclusion test,Figure 1A,40uM,Linha com losango -> Ab1-40
207,107,1.3 - Trypam blue exclusion test,Figure 1A,50uM,Linha com losango -> Ab1-40
208,107,1.3 - Trypam blue exclusion test,Figure 2D,Control (-/-/-) and Ab42 (+/-/-),
209,107,2.2 - Marcadores diretos de apoptose,Figure 2D,Control (-/-/-) and Ab42 (+/-/-),
210,107,1.3 - Trypam blue exclusion test,Figure 5A,Untreated and Ab42 (white bar),
211,107,1.3 - Trypam blue exclusion test,Figure 6A,Control (-/-/-) and Ab42 (+/-/-),
212,107,2.2 - Marcadores diretos de apoptose,Figure 6A,Control (-/-/-) and Ab42 (+/-/-),
213,107,2.2 - Marcadores diretos de apoptose,Figure 6B,Control (-/-/-/-) and Ab42 (+/-/-/-),
214,111,3.2 - Dano ao potencial de membrana mitocondrial,´Figure 2B,CT and Ab,
215,112,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Cells,
216,112,1.1 - Ensaio de redução de MTT e análogos,Figure 4,DMSO,
217,112,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Ab42,
218,113,1.1 - Ensaio de redução de MTT e análogos,Figure 6A,Ab42 0h (grey bar),The percentage of MTT reduction is relative to control cells (DMEM)
219,113,1.1 - Ensaio de redução de MTT e análogos,Figure 6A,Ab42 24h (grey bar),The percentage of MTT reduction is relative to control cells (DMEM)
220,113,1.1 - Ensaio de redução de MTT e análogos,Figure 6A,Ab42 48h (grey bar),The percentage of MTT reduction is relative to control cells (DMEM)
221,116,1.1 - Ensaio de redução de MTT e análogos,Table 2,SH basal and SH+Ab42,
222,116,2.2 - Marcadores diretos de apoptose,Figure 2,SH B and SH Abeta,White bar
223,116,2.2 - Marcadores diretos de apoptose,Figure 3,SH B and SH Abeta,White bar
224,116,2.2 - Marcadores diretos de apoptose,Figure 4,SH B and SH Abeta,White bar
225,116,3.1 - Níveis de espécies reativas de oxigênio,Figure 5,SH B and SH Abeta,White bar
226,116,2.2 - Marcadores diretos de apoptose,Figure 6A,SH B and SH Abeta,White bar
227,116,2.2 - Marcadores diretos de apoptose,Figure 6B,SH B and SH Abeta,White bar
228,117,1.1 - Ensaio de redução de MTT e análogos,Figure 6A,Con e 0 MBP (white bars - Ab 20uM added),Freshly prepared Ab42
229,117,1.1 - Ensaio de redução de MTT e análogos,Figure 6B,Con e 0 MBP (white bars - Ab 20uM added),Oligomeric Ab42
230,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,0uM,
231,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,1uM,
232,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,5uM,
233,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,10uM,
234,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,15uM,
235,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,20uM,
236,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,25uM,
237,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,30uM,
238,119,1.1 - Ensaio de redução de MTT e análogos,Figure 1C,Control e Abeta,
239,119,2.2 - Marcadores diretos de apoptose,Figure 2D,Control e Abeta,
240,119,1.4 - Viabilidade celular (outros),Figure 3A,Control e Abeta,
241,119,1.4 - Viabilidade celular (outros),Figure 3B,Control e Abeta,
242,121,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Control,
243,121,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Ab42 5uM,
244,121,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Ab42 10uM,
245,121,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Ab42 20uM,
246,121,1.1 - Ensaio de redução de MTT e análogos,Figure 2B,Control (-/-) and Ab 10uM (+/-),
247,121,1.4 - Viabilidade celular (outros),Table 2,Control and 10uM Ab,ATP dosage
248,121,2.2 - Marcadores diretos de apoptose,Figure 4B,Control (-/-) and Ab 10uM (+/-),
249,121,2.2 - Marcadores diretos de apoptose,Figure 4D,Control (-/-) and Ab 10uM (+/-),
250,121,3.3 - Produtos de estresse oxidativo,Figure 5G,Control (-/-) and Ab 10uM (+/-),
251,121,3.1 - Níveis de espécies reativas de oxigênio,Figure 6G,Control (-/-/-/-) and Ab 10uM (+/-/-/-),
252,126,3.1 - Níveis de espécies reativas de oxigênio,Figure 4,Control and Amyloid beta,
253,129,2.1 - Indicadores diretos de morte,Figure 5A,Ctr and OAb1-42,
254,129,2.1 - Indicadores diretos de morte,Figure 5B,Ctr and OAb1-42,
255,129,3.1 - Níveis de espécies reativas de oxigênio,Figure 6A,Ctr and OAb1-42,
256,129,2.1 - Indicadores diretos de morte,Figure 8,Ctr and OAb1-42,
257,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 0 days,
258,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 3 days,
259,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 5 days,
260,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 7 days,
261,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 10 days,
262,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 14 days,
263,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (PBS) and Ab alone (white bar) 21 days,
264,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 0 days,
265,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 3 days,
266,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 5 days,
267,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 7 days,
268,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 10 days,
269,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 14 days,
270,130,1.1 - Ensaio de redução de MTT e análogos,Figure 4B,Control (PBS) and Ab alone (white bar) 21 days,
271,131,1.1 - Ensaio de redução de MTT e análogos,Figure 6A,Control and Ab42,
272,132,1.1 - Ensaio de redução de MTT e análogos,Figure 7,Control (-/-) and Ab42 (+/-),
273,133,1.1 - Ensaio de redução de MTT e análogos,Figure 3,Control e 0 Icariin (Ab42 presente),
274,133,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Control (-/-/-) and Ab (+/-/-),
275,133,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Control (-/-/-) and Ab aggregate (-/+/-),
276,133,3.3 - Produtos de estresse oxidativo,Figure 5,Control e 0 Icariin (Ab42 presente),
277,134,1.1 - Ensaio de redução de MTT e análogos,Figure 5,Control and Ab Oligomer 1.5uM,
278,134,2.1 - Indicadores diretos de morte,Figure 6B,Control and Ab Oligomer ,
279,136,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Control and Ab1-42,
280,141,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,"Control and 0,5uM Ab42",
281,141,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Control and 1uM Ab42,
282,141,1.1 - Ensaio de redução de MTT e análogos,Figure 2A,Control and 5uM Ab42,
283,141,1.2 - Ensaio de liberação de LDH,Figure 2B,"Control and 0,5uM Ab42",
284,141,1.2 - Ensaio de liberação de LDH,Figure 2B,Control and 1uM Ab42,
285,141,1.2 - Ensaio de liberação de LDH,Figure 2B,Control and 5uM Ab42,
286,141,1.2 - Ensaio de liberação de LDH,Figure 7,Control and Ab42 20uM,
287,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Control (1) and Ab40 (2),
288,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Control (1) and Ab40 (3),
289,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Control (1) and Ab40 (4),
290,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Control (1) and Ab40 (5),
291,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3B,Control (1) and Ab40 (2),
292,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3B,Control (1) and Ab40 (3),
293,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3B,Control (1) and Ab40 (4),
