Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
35,rayyan-115927683,10.1111/j.1460-9568.2007.05618.x,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
36,rayyan-115922017,10.3389/fnagi.2020.00132,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
37,rayyan-115932016,10.22159/ajpcr.2018.v11s4.31730,Incluído,,,Glaucia Maria Almeida,"23,24"
38,rayyan-115926978,10.4196/kjpp.2009.13.4.273,Incluído,,,Glaucia Maria Almeida,"25,26"
39,rayyan-115923447,10.3892/etm.2017.5182,Incluído,,,Glaucia Maria Almeida,"27,28"
40,rayyan-115921661,10.1002/mnfr.202000711,Incluído,,,Glaucia Maria Almeida,"29,30,31,32,33"
41,rayyan-115926594,10.1016/j.ejphar.2010.10.028,Incluído,,,Glaucia Maria Almeida,"34,35,36,37,38,39,40,41"
42,rayyan-115935402,10.1097/WNR.0b013e3282fb78c4,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
43,rayyan-115935150,10.1038/aps.2009.25,Incluído,,,Glaucia Maria Almeida,"42,43,44,45,46,47,48,49,50,52,51"
44,rayyan-115922284,10.1016/j.bioorg.2019.103524,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
45,rayyan-115931585,10.3233/JAD-190075,Incluído,,,Glaucia Maria Almeida,54
46,rayyan-115930933,10.1002/cmdc.202000468,Incluído,,,Glaucia Maria Almeida,"55,56"
47,rayyan-115924325,10.1021/acs.biochem.6b00161,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,"usam Large Fatty Acid derived Oligomers (LFAOs), 12-24mers",Glaucia Maria Almeida,
48,rayyan-115922305,10.1097/WNR.0000000000001379,Incluído,,,Glaucia Maria Almeida,"57,58,59,60,61,62"
49,rayyan-115932825, 10.1155/2016/8591656,Incluído,,,Glaucia Maria Almeida,"63,65"
50,rayyan-115934780,10.3920/WMJ2010.1221,Incluído,,,Glaucia Maria Almeida,"66,67,68,69,70,71,72"
51,rayyan-115934562,10.1016/j.neuint.2011.01.005,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
52,rayyan-115932387,10.1155/2017/3294586,Incluído,,,Glaucia Maria Almeida,73
53,rayyan-115924247,10.3389/fnagi.2016.00107,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
54,rayyan-115922249,10.1016/j.ijbiomac.2020.02.040,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
55,rayyan-115933632,10.1021/bm400948z,Incluído,,,Glaucia Maria Almeida,74
56,rayyan-115931419,10.1002/cmdc.201900003,Incluído,,,Glaucia Maria Almeida,"75,76,77"
57,rayyan-115935905,10.1124/mol.105.015206,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
58,rayyan-115931034,10.1016/j.pharep.2019.06.014,Incluído,,,Glaucia Maria Almeida,"78,79,80,81,82,83,84,85"
59,rayyan-115927252,10.1016/j.biocel.2008.12.005,Incluído,,,Glaucia Maria Almeida,"86,87"
60,rayyan-115923370, 10.15171/apb.2017.069,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
61,rayyan-115934787,10.1016/j.neulet.2010.06.005,Incluído,,,Glaucia Maria Almeida,"88,89"
62,rayyan-115924015,10.1016/j.colsurfb.2016.08.052,Incluído,,,Glaucia Maria Almeida,90
63,rayyan-115925441,10.1016/j.nbd.2013.09.001,Incluído,,,Glaucia Maria Almeida,"91,92,93,94,95,96,97,98,99"
64,rayyan-115935389,10.1016/j.neuint.2008.01.010,Incluído,,,Glaucia Maria Almeida,"100,101,102,103"
65,rayyan-115926026,10.1155/2012/381974,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
66,rayyan-115935396,10.1016/j.freeradbiomed.2008.01.025,Excluído,6 - Não inclui um controle adequado,,Glaucia Maria Almeida,
67,rayyan-115925740,10.3969/j.issn.1673-5374.2012.36.003,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
68,rayyan-115928708,10.3233/jad-2003-5408,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
69,rayyan-115925860,10.1371/journal.pone.0042344,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
70,rayyan-115922200,10.1039/d0cc00192a,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
71,rayyan-115923024,10.1016/j.ejmech.2018.08.084,Excluído,6 - Não inclui um controle adequado,,Glaucia Maria Almeida,
72,rayyan-115922385,10.1016/j.lfs.2019.117043,Incluído,,,Glaucia Maria Almeida,"104,105,106,107"
73,rayyan-115928447,10.1016/j.neulet.2004.08.069,Incluído,,,Glaucia Maria Almeida,"108,109,110"
74,rayyan-115925172,10.1007/s11064-014-1313-3,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
75,rayyan-115922093,10.1080/00207454.2020.1754211,Incluído,,,Glaucia Maria Almeida,"111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143"
76,rayyan-115922081,10.1093/femsle/fnaa073,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
77,rayyan-115925178, 24753747,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,PMID,Glaucia Maria Almeida,
78,rayyan-115932909,10.1007/s12031-015-0579-5,Incluído,,,Glaucia Maria Almeida,"144,145,146,147,148,149,150,151"
79,rayyan-115924183,10.1016/j.bmcl.2016.07.017,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
80,rayyan-115933400,https://www.researchgate.net/publication/267765145_The_Assessment_of_Vital_Responses_of_Human_and_Rat_Neuronal_Cells_Against_to_Amyloid_Beta_Peptide_and_Neuroactive_Steroid_Treatment,Excluído,1 - Não escrito em inglês,,Glaucia Maria Almeida,
81,rayyan-115936083,10.1110/ps.041020705,Incluído,,,Glaucia Maria Almeida,"152,153"
82,rayyan-115921956,10.1007/s12640-020-00243-8,Incluído,,,Glaucia Maria Almeida,"154,155,156,157,158,159,160,161,162,163,164,165"
83,rayyan-115926799,10.2174/1573406411006030123,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Usa SH, mas nao com os experimentos com AB, pra isso, usa outra celula",Glaucia Maria Almeida,
84,rayyan-115923294,10.1021/acschemneuro.8b00033,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
85,rayyan-115923946,10.1039/c6cp06765d,Incluído,,,Glaucia Maria Almeida,166
86,rayyan-115923323,10.1038/s41598-018-21815-x,Incluído,,,Glaucia Maria Almeida,"167,168"
87,rayyan-115934530,10.1248/cpb.59.502,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
88,rayyan-115932288,10.1016/j.freeradbiomed.2017.01.026,Incluído,,,Glaucia Maria Almeida,"169,170,171,172"
89,rayyan-115936248,10.4049/jimmunol.172.11.7078,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
90,rayyan-115929107,10.1002/jnr.10127,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
91,rayyan-115924272,10.1007/s12640-016-9625-5,Incluído,,,Glaucia Maria Almeida,"173,174,175,176,177"
92,rayyan-115922430,10.3390/nu11102356,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
93,rayyan-115933433,10.1016/j.neuint.2014.06.001,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
94,rayyan-115922896,10.1096/fj.201800926R,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
95,rayyan-115927632,10.1002/jnr.21487,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
96,rayyan-115925199,10.1002/jcp.24631,Excluído,6 - Não inclui um controle adequado,,Glaucia Maria Almeida,
97,rayyan-115935883,10.1002/jnr.20734,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
98,rayyan-115934880,10.1016/j.nbd.2009.12.006,Excluído,7 - Não inclui uma medida de toxicidade,"o autor fala do dado de MTT no texto, mas nao mostra o resultado, nem no suplementar",Glaucia Maria Almeida,
99,rayyan-115922579,10.3892/mmr.2019.10411,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
100,rayyan-115935287,10.1016/j.jnutbio.2007.09.009,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
101,rayyan-115923213,10.1038/s41598-018-25453-1,Incluído,,,Glaucia Maria Almeida,"178,179,180,181,182,183"
102,rayyan-115922535,10.1021/acschemneuro.9b00271,Incluído,,,Glaucia Maria Almeida,"184,185,186"
103,rayyan-115922643,10.1007/s12035-019-1636-9,Excluído,4 - Não usa célula SHSY-5Y como modelo,"Usa SH como modelo, mas é uma SH superexpressando tau. Nao tem controle sem a superexpressão.",Glaucia Maria Almeida,
104,rayyan-115924980,10.1021/cb500621x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
105,rayyan-115924189,10.1016/j.bmc.2016.06.057,Incluído,,,Glaucia Maria Almeida,"187,188,189,190,191,192,193,194"
106,rayyan-115924256,10.1021/acschemneuro.6b00059,Incluído,,,Glaucia Maria Almeida,"195,196,197,198,199,200,201"
107,rayyan-115921758,10.1007/s11064-020-03148-2,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
108,rayyan-115925034,10.3892/ijmm.2014.1895,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
109,rayyan-115924996,10.1021/jm501195e,Incluído,,,Glaucia Maria Almeida,"202,203"
110,rayyan-115922585,10.3349/ymj.2019.60.7.640,Incluído,,,Glaucia Maria Almeida,"204,205,206,207"
111,rayyan-115924138,10.1136/jim-2016-000240,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
112,rayyan-115924608,10.3390/ijms160817422,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
113,rayyan-115921828,10.1016/j.brainresbull.2020.08.024,Incluído,,,Glaucia Maria Almeida,"208,209"
114,rayyan-115922634,10.1021/acschemneuro.9b00177,Incluído,,,Glaucia Maria Almeida,"210,211,212"
115,rayyan-115923529,10.1016/j.bmcl.2017.09.051,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
116,rayyan-115936342,10.1016/s0028-3908(03)00317-4,Incluído,,ab 1-40,Glaucia Maria Almeida,213
117,rayyan-115925005,10.1177/1533317514545616,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
118,rayyan-115923890,10.1021/acsomega.6b00397,Incluído,,,Glaucia Maria Almeida,"214,215,216,217"
119,rayyan-115923950,10.3892/mmr.2016.6006,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
120,rayyan-115922003,10.1038/s41598-020-66009-6,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
121,rayyan-115921756,10.1016/j.isci.2020.101537,Incluído,,,Glaucia Maria Almeida,"218,219,220,221"
122,rayyan-115925976,10.1007/s12013-012-9364-z,Incluído,,,Glaucia Maria Almeida,"222,223"
123,rayyan-115929508,10.1097/00001756-199911260-00004,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
124,rayyan-115922024,10.1021/acs.biochem.0c00328,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,so caracterização estrutural,Glaucia Maria Almeida,
125,rayyan-115930023,10.1111/j.1749-6632.1996.tb34435.x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
126,rayyan-115923525, 10.1016/j.npep.2017.09.001,Incluído,,,Glaucia Maria Almeida,"224,225,226,227,228"
127,rayyan-115924354,10.1016/j.etp.2016.02.001,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
128,rayyan-115922934,10.1021/acschemneuro.8b00491,Incluído,,,Glaucia Maria Almeida,229
129,rayyan-115929825,10.3109/10715769709065765,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
130,rayyan-115924764,10.1016/j.carbpol.2015.02.029,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
131,rayyan-115927526,10.1021/bi701415b,Incluído,,,Glaucia Maria Almeida,"230,231,232,233,234,235,236,237,238,239,240,241"
132,rayyan-115923408,10.1016/j.neuropharm.2018.01.003,Incluído,,,Glaucia Maria Almeida,"242,243"
133,rayyan-115923503,10.22038/IJBMS.2017.9274,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
134,rayyan-115936597,10.1093/brain/awf205,Incluído,,"tinha tbm AB 17-40 e AB17-42, mas nao foi incluido",Glaucia Maria Almeida,"244,245,246"
135,rayyan-115928066,PMID: 16608648,Excluído,1 - Não escrito em inglês,,Glaucia Maria Almeida,
136,rayyan-115922152,10.3390/biom10030408,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
137,rayyan-115923522,10.1093/hmg/ddx278,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
138,rayyan-115927085,10.1007/s12017-009-8073-2,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
139,rayyan-115926326,10.1016/j.jinorgbio.2011.05.013,Incluído,,,Glaucia Maria Almeida,247
140,rayyan-115924318,10.1042/BCJ20160114,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
141,rayyan-115922368,10.1186/s40709-019-0102-1,Incluído,,,Glaucia Maria Almeida,"248,249,250,251,252,253,254,255,256,257,258,259,260,261"
142,rayyan-115921767,10.1016/j.yexcr.2020.112322,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
143,rayyan-115928295,10.1016/j.neuint.2005.02.007,Incluído,,,Glaucia Maria Almeida,"262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283"
144,rayyan-115926760,10.1371/journal.pone.0011101,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
145,rayyan-115923698,10.1016/j.biomaterials.2017.06.009,Excluído,7 - Não inclui uma medida de toxicidade,,Glaucia Maria Almeida,
146,rayyan-115925498,10.1016/j.bbadis.2013.07.019,Excluído,6 - Não inclui um controle adequado,celulas SH transfectadas ,Glaucia Maria Almeida,
147,rayyan-115927330,10.1177/1087057108323909,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
148,rayyan-115924702,10.1016/j.neurobiolaging.2015.04.014,Incluído,,,Glaucia Maria Almeida,284
149,rayyan-115924179,10.1038/srep30182,Incluído,,,Glaucia Maria Almeida,"285,286,287,288"
150,rayyan-115925459,10.1074/jbc.M113.511410,Incluído,,LDH nao entra pq o controle nao era adequado,Glaucia Maria Almeida,"289,290,291,292"
151,rayyan-115922832,10.1016/j.ejmech.2019.01.030,Incluído,,"nao fala qual ab, nem preparação",Glaucia Maria Almeida,293
152,rayyan-115923676,10.1016/j.neulet.2017.06.045,Incluído,,,Glaucia Maria Almeida,"294,295"
153,rayyan-115927328,10.1074/jbc.M709870200,Incluído,,,Glaucia Maria Almeida,"296,297"
154,rayyan-115922697,10.1016/j.fct.2019.04.015,Incluído,,,Glaucia Maria Almeida,"298,299,300,301,302,303"
155,rayyan-115925619,10.1021/am3028537,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
156,rayyan-115927923,10.1016/j.neuroscience.2006.07.023,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,SH overexpressing APP,Glaucia Maria Almeida,
157,rayyan-115937386,10.1111/j.1460-9568.1997.tb01425.x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
158,rayyan-115924502,10.1371/journal.pone.0141986,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Glaucia Maria Almeida,
159,rayyan-115923467,10.1159/000485117,Incluído,,,Glaucia Maria Almeida,"304,305,306,307"
160,rayyan-115937106,10.1074/jbc.274.31.21937,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
161,rayyan-115932980,10.1007/s11745-015-4028-6,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
162,rayyan-115924954,10.1007/s12035-014-8910-7,Incluído,,,Glaucia Maria Almeida,"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323"
163,rayyan-115921703,10.1016/j.neuroscience.2020.10.028,Incluído,,,Glaucia Maria Almeida,"324,325,326,327,328,329,330"
164,rayyan-115922996,10.1038/s41557-018-0147-z,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
165,rayyan-115921947,10.3390/nano10071284,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Glaucia Maria Almeida,
166,rayyan-115924709,10.1039/c5nr02390d,Excluído,6 - Não inclui um controle adequado,,Glaucia Maria Almeida,
167,rayyan-115922526,10.1021/acs.chemrestox.9b00168,Incluído,,,Glaucia Maria Almeida,331
168,rayyan-115924636,10.1016/j.neuroscience.2015.07.030,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Glaucia Maria Almeida,
169,,,,,,Nathalia Pinheiro,
