Outcomes ID,Screening ID,Método,Figura,Grupos,Observações gerais da figura ou desfecho
39,25,1.2 - Ensaio de liberação de LDH,Figura 6 B,Ab 40 post peak (9ª Col Preta) x Controle (?),
40,27,1.2 - Ensaio de liberação de LDH,Figura 4 (última),Controle (1ª Col) x Ab 1-42 (11ª Col Cinza),
41,27,1.2 - Ensaio de liberação de LDH,Figura 4 (última),Controle (1ª Col) x Scrambled Ab 1-42 (12ª Col Cinza com textura),
42,34,1.2 - Ensaio de liberação de LDH,Figura 2,Sham (1ª Col) x Ab (2ª Col),
43,34,1.1 - Ensaio de redução de MTT e análogos,Figura 3 A,Ab (1ªCol) x Controle de 100% na legenda,
44,34,3.2 - Dano ao potencial de membrana mitocondrial,Figura 4,Sham (1ª Col) x Ab (2ª Col),
47,46,1.1 - Ensaio de redução de MTT e análogos,Figura 2 A,HEPES (1ª Col) x Ab 10uM (2ª Col),
48,46,1.1 - Ensaio de redução de MTT e análogos,Figura 2 A,HEPES (1ª Col) x Ab 20uM (3ª Col),
49,46,2.1 - Indicadores diretos de morte,Figura 2 B,HEPES (1ª Col) x Ab 10uM (2ª Col),
50,46,2.1 - Indicadores diretos de morte,Figura 2 B,HEPES (1ª Col) x Ab 20uM (3ª Col),
51,47,1.1 - Ensaio de redução de MTT e análogos,Tabela 1,Control x Ab,
52,49,2.2 - Marcadores diretos de apoptose,Figura 8 A,Control x Ab 1-42,
53,49,3.2 - Dano ao potencial de membrana mitocondrial,Figura 8 B,Control x Ab 1-42,
54,49,2.2 - Marcadores diretos de apoptose,Figura 9 C,Control x Ab 1-42,
55,50,1.1 - Ensaio de redução de MTT e análogos,Tabela 2,Control x AD Model,
56,51,1.1 - Ensaio de redução de MTT e análogos,Figura 2 A,1ª Col x 2ª Col,
57,51,3.2 - Dano ao potencial de membrana mitocondrial,Figura 2 B,1ª Col x 2ª Col,
58,51,3.1 - Níveis de espécies reativas de oxigênio,Figura 3 A,1ª Col x 2ª Col,
59,,3.3 - Produtos de estresse oxidativo,Figura 3 B,1ª Col x 2ª Col,
60,53,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col) x AP 1-40 (3ª Col),
61,53,2.1 - Indicadores diretos de morte,Figura 2 B,Control (1ª Col) x AP 1-40 (3ª Col),
62,53,2.2 - Marcadores diretos de apoptose,Figura 3,Control (1ª Col) x AP 1-40 (3ª Col),
63,53,3.1 - Níveis de espécies reativas de oxigênio,Figura 4 (Gráfico),Control (1ª Col) x AP 1-40 (3ª Col),
64,54,1.1 - Ensaio de redução de MTT e análogos,Figura 5 A,Control (1ª Col) x Ab 1-42 (2ª Col),
65,54,1.1 - Ensaio de redução de MTT e análogos,Figura 5 A,Control (1ª Col) x Ab 42-1 (Última Col),
66,58,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col) x 0.1 Ab (2ª Col),
67,58,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col) x 0.5 Ab (3ª Col),
68,58,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col) x 1 Ab (4ª Col),
69,58,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col) x 2 Ab (5ª Col),
70,59,1.1 - Ensaio de redução de MTT e análogos,Figura 2,Control (1ª Col) x 10 Ab (2ª Col),
71,59,1.2 - Ensaio de liberação de LDH,Figura 3,Control (1ª Col) x 10 Ab (2ª Col),
72,59,1.4 - Viabilidade celular (outros),Figura 5,Control (1ª Col) x 10 Ab (2ª Col),
74,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 1,
75,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 2,
76,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 3,
77,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 4,
78,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 5,
79,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 6,
80,65,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,WT group (Linha Rosa) x An treatment (Linha Preta) Dia 7,
81,66,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A (1º Gráfico),Untreated (1ª Col) x 5 uM (3ª Col),
82,66,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A (1º Gráfico),Untreated (1ª Col) x 1 uM (4ª Col),
83,66,1.2 - Ensaio de liberação de LDH,Figura 1 A (2º Gráfico),Untreated (1ª Col) x 5 uM (3ª Col),
84,66,1.2 - Ensaio de liberação de LDH,Figura 1 A (2º Gráfico),Untreated (1ª Col) x 1 uM (4ª Col),
86,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 2.5 (2ª Col preta),
87,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 5 (3ª Col preta),
88,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 10 (4ª Col preta),
89,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 20 (5ª Col preta),
90,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 30 (6ª Col preta),
91,69,1.1 - Ensaio de redução de MTT e análogos,Figura 8 A,Cont (1ª Col preta) x 40 (7ª Col preta),
92,69,3.1 - Níveis de espécies reativas de oxigênio,Figura 8 B,Cont (1ª Col azul) x Ab alone (2ª Col roxa),
93,71,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Ctrl (1ª Col) x Ab 40 (2ª Col),
94,71,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Ctrl (1ª Col) x Ab 42 (3ª Col),
95,72,1.1 - Ensaio de redução de MTT e análogos,Figura 6,Control (1ª Col) x Ab 1-42 (2ª Col),
96,73,1.1 - Ensaio de redução de MTT e análogos,Figura 1,Control (1ª Col branca) x Ab (5ª Col preta),
97,73,3.1 - Níveis de espécies reativas de oxigênio,Figura 2 A,Control (1ª Col branca) x Ab (5ª Col preta),
98,73,3.3 - Produtos de estresse oxidativo,Figura 2 B,Control (1ª Col branca) x Ab (5ª Col preta),
99,73,2.2 - Marcadores diretos de apoptose,Figura 2 C,Control (1ª Col branca) x Ab (5ª Col preta),
100,73,2.3 - Marcadores de morte celular (outros),Figura 2 D,Control (1ª Col branca) x Ab (5ª Col preta),
101,74,1.1 - Ensaio de redução de MTT e análogos,Figura 3,Control (1ª Col) Freshly Ab (2ª Col),
102,74,1.1 - Ensaio de redução de MTT e análogos,Figura 3,Control (1ª Col)  preincubated Ab (3ª Col),
103,74,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Control (1ª Col) 2.5 Ab (2ª Col),
104,74,3.3 - Produtos de estresse oxidativo,Figura 5,Control (1ª Col) 2.5 Ab (2ª Col),
105,79,1.4 - Viabilidade celular (outros),Figura S3,DMSO 0.4% (1ª Col) x 10uM Ab (2ª Col),
106,79,1.4 - Viabilidade celular (outros),Figura S3,DMSO 1.6% (3ª Col) x 40uM Ab (4ª Col),
107,79,3.2 - Dano ao potencial de membrana mitocondrial,Figura S4 A,DMSO 0.4% (1ª Col) x 10uM Ab (2ª Col),
108,79,3.2 - Dano ao potencial de membrana mitocondrial,Figura S4 A,DMSO 1.6% (3ª Col) x 40uM Ab (4ª Col),
109,79,2.1 - Indicadores diretos de morte,Figura S4 B,DMSO 0.4% (1ª Col) x 10uM Ab (2ª Col),
110,79,2.1 - Indicadores diretos de morte,Figura S4 B,DMSO 1.6% (3ª Col) x 40uM Ab (4ª Col),
111,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 4uM Ab - Day 1,
112,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 8uM Ab - Day 1,
113,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 12uM Ab - Day 1,
114,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 16uM Ab - Day 1,
115,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 4uM Ab - Day 2,
116,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 8uM Ab - Day 2,
117,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 12uM Ab - Day 2,
118,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 16uM Ab - Day 2,
119,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 4uM Ab - Day 3,
120,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 8uM Ab - Day 3,
121,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 12uM Ab - Day 3,
122,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 16uM Ab - Day 3,
123,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 4uM Ab - Day 4,
124,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 8uM Ab - Day 4,
125,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 12uM Ab - Day 4,
126,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 16uM Ab - Day 4,
127,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 4uM Ab - Day 5,
128,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 8uM Ab - Day 5,
129,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 12uM Ab - Day 5,
130,82,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,0 Ab x 16uM Ab - Day 5,
131,82,2.1 - Indicadores diretos de morte,Figura 2 C,Untreated (1ª Col) x Ab 1-40 (12uM) (2ª Col),
132,82,2.2 - Marcadores diretos de apoptose,Figura 2 D,Untreated (1ª Col) x Ab 1-40 (12uM) (2ª Col),
133,82,3.1 - Níveis de espécies reativas de oxigênio,Figura 3 A,Untreated (1ª Col) x Ab 1-40 (12uM) (2ª Col),
134,82,3.2 - Dano ao potencial de membrana mitocondrial,Figura 3 B,Untreated (1ª Col) x Ab 1-40 (12uM) (2ª Col),
135,82,3.3 - Produtos de estresse oxidativo,Figura 3 D,Untreated (1ª Col) x Ab 1-40 (12uM) (2ª Col),
137,84,1.1 - Ensaio de redução de MTT e análogos,Figura 2,Control (1ª Col) x Ab 1-42 (2ª Col),
138,85,1.2 - Ensaio de liberação de LDH,Figura 9 B1,Control (1ª Col) x Ab 1-42 (2ª Col),
139,85,1.2 - Ensaio de liberação de LDH,Figura 9 B1,Control (1ª Col) x Ab 1-40 (3ª Col),
140,85,2.1 - Indicadores diretos de morte,Figura 9 B2,Control (1ª Col) x Ab 1-42 (2ª Col),
141,85,2.1 - Indicadores diretos de morte,Figura 9 B2,Control (1ª Col) x Ab 1-40 (3ª Col),
142,85,2.1 - Indicadores diretos de morte,Figura 10 B,Control (1ª Col) x Ab 1-42 (2ª Col),
143,90,1.1 - Ensaio de redução de MTT e análogos,Figura 5 B,Control (1ª Col Preta) x Ab 42 5uM (2ª Col Preta),
144,90,1.1 - Ensaio de redução de MTT e análogos,Figura 5 B,Control (1ª Col Preta) x Ab 42 10uM (3ª Col Preta),
145,90,1.1 - Ensaio de redução de MTT e análogos,Figura 5 B,Control (1ª Col Preta) x Ab 42 20uM (4ª Col Preta),
146,90,1.1 - Ensaio de redução de MTT e análogos,Figura 5 B,Control (1ª Col Preta) x Ab 42 30uM (5ª Col Preta),
147,90,1.1 - Ensaio de redução de MTT e análogos,Figura 5 B,Control (1ª Col Preta) x Ab 42 40uM (6ª Col Preta),
148,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 5uM Ab,
149,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 10uM Ab,
150,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 15uM Ab,
151,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 20uM Ab,
152,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 25uM Ab,
153,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 30uM Ab,
154,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 35uM Ab,
155,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 A,0 uM Ab x 40uM Ab,
156,91,1.1 - Ensaio de redução de MTT e análogos,Figura 4 B,Control (1ª Col) x NC (2ª Col),
157,92,2.2 - Marcadores diretos de apoptose,Figura 6 B,Control (1ª Col) x Control + Ab 42 (4ª Col),
158,94,1.1 - Ensaio de redução de MTT e análogos,Figura 3 A,Control (1ª Col) x Ab 1-42 1uM (2ª Col),
159,94,1.1 - Ensaio de redução de MTT e análogos,Figura 3 A,Control (1ª Col) x Ab 1-42 5uM (3ª Col),
160,94,1.1 - Ensaio de redução de MTT e análogos,Figura 3 A,Control (1ª Col) x Ab 1-42 10uM (4ª Col),
161,94,3.2 - Dano ao potencial de membrana mitocondrial,Figura 3 C,Control (1ª Col) x Ab 1-42 1uM (2ª Col),
162,94,3.2 - Dano ao potencial de membrana mitocondrial,Figura 3 C,Control (1ª Col) x Ab 1-42 5uM (3ª Col),
163,94,3.2 - Dano ao potencial de membrana mitocondrial,Figura 3 C,Control (1ª Col) x Ab 1-42 10uM (4ª Col),
164,95,1.1 - Ensaio de redução de MTT e análogos,Figura 4 B,Control (1ª Col) x Ab 1-42 (2ª Col),
165,96,1.1 - Ensaio de redução de MTT e análogos,Figura 2 A,Vehicle (1ª Col) x Ab (2ª Col),
166,97,1.1 - Ensaio de redução de MTT e análogos,Figura 7 A,Control (Não mostra a coluna) x Ab (1ª Col),
167,101,1.1 - Ensaio de redução de MTT e análogos,Figura 1 i,Control (1ª Col) x Ab 1-42 (2ª Col),
168,102,1.1 - Ensaio de redução de MTT e análogos,Figura 5 A,Ab 42 0h (1ª Col preta) x Control (Última col),
169,102,1.1 - Ensaio de redução de MTT e análogos,Figura 5 A,Ab 42 3h (6ª Col preta) x Control (Última col),
170,102,1.1 - Ensaio de redução de MTT e análogos,Figura 5 A,Ab 42 50h (11ª Col preta) x Control (Última col),
171,102,1.2 - Ensaio de liberação de LDH,Figura 5 B,Ab 42 0h (1ª Col preta) x Control (Última col),
172,102,1.2 - Ensaio de liberação de LDH,Figura 5 B,Ab 42 3h (6ª Col preta) x Control (Última col),
173,102,1.2 - Ensaio de liberação de LDH,Figura 5 B,Ab 42 50h (11ª Col preta) x Control (Última col),
174,102,1.1 - Ensaio de redução de MTT e análogos,Figura 6 A,Ab 42 3h preincubation (1ª Col preta) x Control (Última col),
175,102,1.1 - Ensaio de redução de MTT e análogos,Figura 6 A,Ab 42 50h preincubation (4ª Col preta) x Control (Última col),
176,102,1.2 - Ensaio de liberação de LDH,Figura 6 B,Ab 42 3h preincubation (1ª Col preta) x Control (Última col),
177,102,1.2 - Ensaio de liberação de LDH,Figura 6 B,Ab 42 50h preincubation (4ª Col preta) x Control (Última col),
179,105,1.1 - Ensaio de redução de MTT e análogos,Figura 2,Control (1ª Col) x Ab 1-42 (2ª Col),
180,108,2.2 - Marcadores diretos de apoptose,Figura 10 A,Control (1ª Col) x Ab 1-42 (2ª Col),
181,108,2.2 - Marcadores diretos de apoptose,Figura 10 A,Control (1ª Col) x Ab 42-1 (3ª Col),
182,115,1.1 - Ensaio de redução de MTT e análogos,Figura 4 ,Control (1ª Col) x Ab 1-42 (2ª Col),
183,116,1.1 - Ensaio de redução de MTT e análogos,Figura 4 ,Control (1ª Col) x Ab 1-42 (2ª Col),
184,118,1.1 - Ensaio de redução de MTT e análogos,Figura 1 D,Control (1ª Col) x Ab 1-40 (2ª Col),
185,118,1.2 - Ensaio de liberação de LDH,Figura 1 E,Control (1ª Col) x Ab 1-40 (2ª Col),
186,121,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,Control (1ª Col) x Ab 1-42 (2ª Col),
187,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,0 uM (1ª Col) x 1 uM (2ª Col),
188,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,0 uM (1ª Col) x 3 uM (3ª Col),
189,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 A,0 uM (1ª Col) x 5 uM (4ª Col),
190,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,Control x Ab 1-40 6h,
191,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,Control x Ab 1-40 12h,
192,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,Control x Ab 1-40 24h,
193,122,1.1 - Ensaio de redução de MTT e análogos,Figura 1 B,Control x Ab 1-40 48h,
194,122,1.2 - Ensaio de liberação de LDH,Figura 1 C,0 uM (1ª Col) x 1 uM (2ª Col),
195,122,1.2 - Ensaio de liberação de LDH,Figura 1 C,0 uM (1ª Col) x 3 uM (3ª Col),
196,122,1.2 - Ensaio de liberação de LDH,Figura 1 C,0 uM (1ª Col) x 5 uM (4ª Col),
197,122,1.2 - Ensaio de liberação de LDH,Figura 1 D,Control x Ab 1-40 6h,
198,122,1.2 - Ensaio de liberação de LDH,Figura 1 D,Control x Ab 1-40 12h,
199,122,1.2 - Ensaio de liberação de LDH,Figura 1 D,Control x Ab 1-40 24h,
200,122,1.2 - Ensaio de liberação de LDH,Figura 1 D,Control x Ab 1-40 48h,
201,124,1.1 - Ensaio de redução de MTT e análogos,Figura 8,Control x Ab 1-42 24h,
202,124,1.1 - Ensaio de redução de MTT e análogos,Figura 8,Control x Ab 1-42 48h,
203,125,1.1 - Ensaio de redução de MTT e análogos,Figura 3,Control x ScFv-h3D6 0 uM (1ª Col),
204,127,3.1 - Níveis de espécies reativas de oxigênio,Figura 1 A,Control x AbO,
205,127,3.2 - Dano ao potencial de membrana mitocondrial,Figura 1 B,Control x AbO,
206,127,1.1 - Ensaio de redução de MTT e análogos,Figura 1 C,Control x AbO 24h,
207,127,1.1 - Ensaio de redução de MTT e análogos,Figura 1 C,Control x AbO 48h,
209,131,1.1 - Ensaio de redução de MTT e análogos,Figura 2,UT x Ab,
210,134,1.1 - Ensaio de redução de MTT e análogos,Figura 3,0 uM x 10 uM (open circles),
211,134,1.1 - Ensaio de redução de MTT e análogos,Figura 3,0 uM x 100 uM (open circles),
212,135,2.2 - Marcadores diretos de apoptose,Figura 6A,Control x Ab 1-40 (2h of aggregation prior treatment),
213,135,2.2 - Marcadores diretos de apoptose,Figura 6A,Control x Ab 1-40 (4h of aggregation prior treatment),
214,135,2.2 - Marcadores diretos de apoptose,Figura 6A,Control x Ab 1-40 (8h of aggregation prior treatment),
215,135,2.2 - Marcadores diretos de apoptose,Figura 6A,Control x Ab 1-40 (24h of aggregation prior treatment),
216,135,2.2 - Marcadores diretos de apoptose,Figura 6B,Control x quiescent Ab 1-40 (2h of aggregation prior treatment),
217,135,2.2 - Marcadores diretos de apoptose,Figura 6B,Control x quiescent Ab 1-40 (4h of aggregation prior treatment),
218,135,2.2 - Marcadores diretos de apoptose,Figura 6B,Control x quiescent Ab 1-40 (8h of aggregation prior treatment),
219,135,2.2 - Marcadores diretos de apoptose,Figura 6B,Control x quiescent Ab 1-40 (24h of aggregation prior treatment),
220,135,2.2 - Marcadores diretos de apoptose,Figura 6B,Control x quiescent Ab 1-40 (72h of aggregation prior treatment),
221,139,1.4 - Viabilidade celular (outros),Figura 2F,BSA+AB (2ª Col) x BSA(1ª Col),
222,140,1.1 - Ensaio de redução de MTT e análogos,Figura 3,6 (20 uM Ab1-40) x 1 (Control),
223,141,1.1 - Ensaio de redução de MTT e análogos,Figura 4A,0 uM x 25 nM Ab 1-42,
224,141,1.1 - Ensaio de redução de MTT e análogos,Figura 4A,0 uM x 100 nM Ab 1-42,
225,141,1.1 - Ensaio de redução de MTT e análogos,Figura 4A,0 uM x 1000 nM Ab 1-42,
226,142,1.1 - Ensaio de redução de MTT e análogos,Figura 3A,Control (1ª Col) x Ab 1-42 (2ª Col),
227,144,1.1 - Ensaio de redução de MTT e análogos,Figura 8,Untreated x Ab 1-42 ,
228,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x mono Ab 1-40,
229,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x oligo Ab 1-40,
230,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x Fibr Ab 1-40,
231,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x mono Ab 1-42,
232,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x oligo Ab 1-42,
233,10,1.1 - Ensaio de redução de MTT e análogos,Figura 4,Untreated x Fibr Ab 1-42,
