Results_ID,Fig_ID,control_mean,control_variation,control_n,treated_mean,treated_variation,treated_n,variation,n_definition,OBS_n,OBS_general,Protocol,Date_results
252,262,100.000,,3,75.150,8.069,3,SD,"independent experiments, where each experiment was performed in triplicate",,,247,27/3/2022
253,262,100.000,,3,70.950,1.959,3,SD,"independent experiments, where each experiment was performed in triplicate",,,248,27/3/2022
254,262,100.000,,3,101.800,15.490,3,SD,"independent experiments, where each experiment was performed in triplicate",,,249,27/3/2022
255,262,100.000,,3,95.600,13.460,3,SD,"independent experiments, where each experiment was performed in triplicate",,,250,27/3/2022
256,262,100.000,,3,53.700,15.490,3,SD,"independent experiments, where each experiment was performed in triplicate",,,251,27/3/2022
257,262,100.000,,3,33.350,8.734,3,SD,"independent experiments, where each experiment was performed in triplicate",,,252,27/3/2022
258,262,100.000,,3,107.300,6.708,3,SD,"independent experiments, where each experiment was performed in triplicate",,,253,27/3/2022
259,262,100.000,,3,93.680,14.140,3,SD,"independent experiments, where each experiment was performed in triplicate",,,254,27/3/2022
260,262,100.000,,3,55.810,5.407,3,SD,"independent experiments, where each experiment was performed in triplicate",,,255,27/3/2022
261,262,100.000,,3,32.100,2.700,3,SD,"independent experiments, where each experiment was performed in triplicate",,,256,27/3/2022
262,262,100.000,,3,109.400,6.000,3,SD,"independent experiments, where each experiment was performed in triplicate",,,257,27/3/2022
263,262,100.000,,3,90.410,7.433,3,SD,"independent experiments, where each experiment was performed in triplicate",,,258,27/3/2022
264,262,100.000,,3,55.230,7.374,3,SD,"independent experiments, where each experiment was performed in triplicate",,,259,27/3/2022
265,262,100.000,,3,32.180,7.388,3,SD,"independent experiments, where each experiment was performed in triplicate",,,260,27/3/2022
266,263,100.000,0.000,4,104.800,6.506,4,SEM,independent experiments performed in triplicate,,,261,28/3/2022
267,263,100.000,0.000,4,97.230,5.783,4,SEM,independent experiments performed in triplicate,,,262,28/3/2022
268,263,100.000,0.000,4,97.950,5.422,4,SEM,independent experiments performed in triplicate,,,263,28/3/2022
269,263,100.000,0.000,4,82.050,4.337,4,SEM,independent experiments performed in triplicate,,,264,28/3/2022
270,263,100.000,0.000,4,77.350,50.600,4,SEM,independent experiments performed in triplicate,,,265,28/3/2022
271,263,100.000,0.000,4,65.060,4.337,4,SEM,independent experiments performed in triplicate,,,266,28/3/2022
272,264,100.000,0.000,6,79.780,2.992,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,267,28/3/2022
273,264,100.000,0.000,6,74.460,1.994,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,268,28/3/2022
274,264,100.000,0.000,6,69.470,1.331,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,269,28/3/2022
275,264,100.000,0.000,6,61.490,5.318,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,270,28/3/2022
276,264,100.000,0.000,6,55.510,1.662,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,271,28/3/2022
277,264,100.000,0.000,6,48.530,4.986,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,272,28/3/2022
278,264,100.000,0.000,6,49.200,2.992,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,273,28/3/2022
279,264,100.000,0.000,6,39.560,4.986,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,274,28/3/2022
280,264,100.000,0.000,6,29.920,2.659,6,SD,,The mean +/- standard deviation of 6 determinations are presented,,275,28/3/2022
281,265,,,,0.612,0.001,,Unclear,,,Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates 	Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates ,276,5/4/2022
282,266,,,,0.801,0.009,,Unclear,,,Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates 	Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates ,277,5/4/2022
283,266,,,,0.745,0.007,,Unclear,,,Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates 	Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates ,278,5/4/2022
284,266,,,,0.657,0.003,,Unclear,,,Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates 	Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates ,279,5/4/2022
285,266,,,,0.601,0.651,,Unclear,,,Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates 	Ask for AB concentration unit in Figure S5; and control used in experiments (values); and number of experiments and replicates ,280,5/4/2022
286,267,100.700,3.135,6,98.600,3.885,6,Unclear,independent experiments performed in triplicate,,,281,10/4/2022
287,267,100.700,3.135,6,94.930,3.101,6,Unclear,independent experiments performed in triplicate,,,282,10/4/2022
288,268,100.000,,4,54.350,4.444,4,SD,independent experiments,four independent experiments was performed in triplicate.,,283,12/4/2022
289,269,99.210,10.940,3,74.990,4.687,3,SD,independent experiments,,,284,12/4/2022
290,270,100.000,,8,77.000,3.743,8,SEM,independent experiments,8 independent experiments performed by duplicate,,285,13/4/2022
291,271,100.000,,8,68.550,5.911,8,SEM,independent experiments,8 independent experiments performed by duplicate,,286,13/4/2022
292,272,100.000,,,20.020,3.904,2,SD,independent runs,The assay was performed in triplicates in two independent runs.,,287,13/4/2022
293,273,100.000,,8,72.050,3.598,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,288,14/4/2022
294,273,100.000,,8,68.460,5.889,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,289,14/4/2022
295,273,100.000,,8,72.050,3.598,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,290,14/4/2022
296,273,100.000,,8,69.110,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,291,14/4/2022
297,273,100.000,,8,64.860,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,292,14/4/2022
298,273,100.000,,8,61.260,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,293,14/4/2022
299,273,100.000,,8,69.770,2.617,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,294,14/4/2022
300,273,100.000,,8,57.340,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,295,14/4/2022
301,273,100.000,,8,50.140,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,296,14/4/2022
302,273,100.000,,8,46.870,,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,297,14/4/2022
303,274,100.000,,8,63.080,0.841,8,SEM,,The measurement of cellular MTT reduction was assessed in quadruplicate,,298,14/4/2022
304,275,100.700,1.488,3,45.230,3.470,3,SD,independent experiments,,,299,14/4/2022
305,276,95.560,2.153,4,92.970,1.430,4,SEM,independent experiments,,,300,15/4/2022
306,276,95.560,2.153,4,88.110,4.309,4,SEM,independent experiments,,,301,15/4/2022
307,276,95.560,2.153,4,64.580,3.590,4,SEM,independent experiments,,,302,15/4/2022
308,277,98.720,4.712,4,85.120,5.748,4,SEM,independent experiments,,,303,15/4/2022
309,277,97.020,7.322,4,74.530,7.315,4,SEM,independent experiments,,,304,15/4/2022
310,277,95.840,6.797,4,62.890,6.796,4,SEM,independent experiments,,,305,15/4/2022
311,277,89.430,6.799,4,62.240,7.843,4,SEM,independent experiments,,,306,15/4/2022
312,278,0.390,0.020,9,0.170,0.040,9,SEM,triplicate independent assays,,,307,18/4/2022
313,279,100.000,,3,77.490,4.296,3,SEM,different experiments,,,308,18/4/2022
314,280,99.670,6.121,,45.700,3.051,,Unclear,,,,309,18/4/2022
315,281,100.400,6.818,6,82.540,4.085,6,SD,independent experiments,,,310,18/4/2022
316,282,97.440,11.540,3,60.260,6.410,3,SD,independent experiments,The data in the study were derived fromat least three independent experiments,,311,18/4/2022
317,283,100.000,,3,86.930,,3,,,just n=3,Data without error bars,312,19/4/2022
318,283,100.000,,3,80.680,,3,,,just n=3,Data without error bars,313,19/4/2022
319,283,100.000,,3,76.140,,3,,,just n=3,Data without error bars,314,19/4/2022
320,283,100.000,,3,76.140,,3,,,just n=3,Data without error bars,315,19/4/2022
321,283,100.000,,3,60.790,,3,,,just n=3,Data without error bars,316,19/4/2022
322,284,98.170,5.264,3,98.900,3.007,3,,,,,317,19/4/2022
323,284,98.170,5.264,3,96.230,6.389,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,318,19/4/2022
324,284,98.170,5.264,3,104.100,7.136,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,319,19/4/2022
325,284,98.170,5.264,3,101.400,,3,,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",Without error bar,320,19/4/2022
326,284,98.170,5.264,3,86.310,2.257,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,321,19/4/2022
327,284,98.170,5.264,3,88.540,1.885,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,322,19/4/2022
328,284,98.170,5.264,3,76.480,3.758,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,323,19/4/2022
329,284,98.170,5.264,3,74.920,3.379,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,324,19/4/2022
330,284,98.170,5.264,3,77.520,2.663,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,325,19/4/2022
331,285,100.300,2.731,3,71.120,2.041,3,SEM,independent experiments,"""All experiments were run at least in triplicate and carried out
3–6 times""",,326,19/4/2022
332,286,100.000,,6,54.330,2.310,6,SD,independent experiments,in triplicate,,327,19/4/2022
333,287,100.000,,3,82.560,1.334,3,SEM,independent experiments,,"""The viability values were calculated by comparison to cells treated with a volume of H2O equal to the protein added""",328,27/4/2022
334,287,100.000,,3,75.960,3.112,3,SEM,independent experiments,,"""The viability values were calculated by comparison to cells treated with a volume of H2O equal to the protein added""",329,27/4/2022
335,287,100.000,,3,77.440,0.442,3,SEM,independent experiments,,"""The viability values were calculated by comparison to cells treated with a volume of H2O equal to the protein added""",330,27/4/2022
336,287,100.000,,3,75.740,1.338,3,SEM,independent experiments,,"""The viability values were calculated by comparison to cells treated with a volume of H2O equal to the protein added""",331,27/4/2022
337,288,97.510,1.670,3,25.100,1.900,3,SD,independent experiments,,,332,28/4/2022
338,288,97.510,1.670,3,21.100,2.600,3,SD,independent experiments,,,333,28/4/2022
339,288,97.510,1.670,3,28.100,1.800,3,SD,independent experiments,,,334,28/4/2022
340,289,0.360,0.050,3,0.290,0.020,3,SEM,Triplicate independent assays,"nine observations 
(triplicate independent assays)",,335,28/4/2022
341,290,100.000,,4,80.750,1.989,4,SD,Individual experiments,"""four individual experiments, each done in triplicate""",,336,29/4/2022
342,291,100.500,7.131,5,57.380,7.723,5,SD,,"""Values are presented as mean ± SD of five determinations""",,337,29/4/2022
343,292,0.986,0.057,,0.495,0.019,,SEM,,"""n"" not informed",,338,29/4/2022
344,293,1.004,0.036,,0.109,,,SEM,,"""n"" not informed",,339,29/4/2022
345,294,0.989,0.044,,0.636,0.049,,SEM,,"""n"" not informed",,340,29/4/2022
346,295,0.999,0.040,,0.652,0.020,,SEM,,"""n"" not informed",,341,29/4/2022
347,296,0.990,0.050,,0.053,,,SEM,,"""n"" not informed",,342,29/4/2022
348,297,93.480,3.488,12,95.580,4.186,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,343,29/4/2022
349,297,93.480,3.488,12,61.390,3.488,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,344,29/4/2022
350,297,93.480,3.488,12,71.860,4.186,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,345,29/4/2022
351,297,93.480,3.488,12,93.480,4.186,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,346,29/4/2022
352,297,93.480,3.488,12,16.740,3.488,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,347,29/4/2022
353,297,93.480,3.488,12,26.510,3.488,12,SD,,Values shown are the mean cell survival ± SD from 12 observations.,,348,29/4/2022
354,298,99.440,3.371,3,50.560,2.809,3,SD,,,,349,1/5/2022
355,299,100.100,5.080,3,40.310,5.085,3,SD,independent experiments,,,350,1/5/2022
356,300,99.580,2.222,3,27.090,6.102,3,SD,independent determinations,,,351,1/5/2022
357,301,100.000,,3,84.010,2.910,3,SD,individual experiments,,,352,1/5/2022
358,302,99.820,9.253,3,27.940,2.818,3,SD,triplicate,"""Experiment was performed in triplicate""",,353,1/5/2022
359,303,100.000,,3,68.880,4.924,3,SEM,triplicate,Each measurement was repeated in triplicates,,354,1/5/2022
360,303,100.000,,3,59.850,4.207,3,SEM,triplicate,Each measurement was repeated in triplicates,,355,1/5/2022
361,303,100.000,,3,62.050,2.823,3,SEM,triplicate,Each measurement was repeated in triplicates,,356,1/5/2022
362,303,100.000,,3,58.600,,3,SEM,triplicate,Each measurement was repeated in triplicates,,357,1/5/2022
363,304,100.000,,3,59.470,4.932,3,SEM,triplicate,Each measurement was repeated in triplicates,,358,1/5/2022
364,305,100.000,,3,60.770,4.615,3,SEM,triplicate,Each measurement was repeated in triplicates,,359,1/5/2022
365,306,99.620,3.610,3,94.900,3.974,3,SEM,replicate,All experiments were replicated at least three times,,360,14/6/2022
366,306,99.830,3.252,3,78.500,3.613,3,SEM,replicate,All experiments were replicated at least three times,,361,14/6/2022
367,306,100.000,1.450,3,57.060,2.890,3,SEM,replicate,All experiments were replicated at least three times,,362,14/6/2022
368,307,99.630,3.544,3,56.460,5.814,3,SEM,replicate,All experiments were replicated at least three times,,363,14/6/2022
369,308,99.920,6.215,3,52.110,3.347,3,SEM,replicate,All the experiments were performed in at least triplicate,,364,15/6/2022
370,308,99.920,6.215,3,49.240,2.869,3,SEM,replicate,All the experiments were performed in at least triplicate,,365,15/6/2022
371,309,1.006,0.078,,0.632,0.085,,SEM,,,,366,15/6/2022
372,310,100.000,,3,73.370,3.020,3,SEM,independent experiments,,,367,15/6/2022
373,311,100.000,,3,70.130,7.939,3,SD,different experiments,,,368,15/6/2022
374,312,100.000,,,70.000,1.800,,SD,,,,369,15/6/2022
375,313,100.000,,8,64.600,10.100,8,SD,,"""Values are reported as mean values of eight-fold samples for MTT assay.""",,370,15/6/2022
376,314,100.300,2.674,3,52.590,2.704,3,SD,independent experiments,each experiment included triplicate sets,,371,15/6/2022
377,315,,,,28.430,2.983,3,SEM,independent experiments,,,372,15/6/2022
378,316,88.250,2.957,,97.270,1.478,,Unclear,,not informed,,373,29/8/2022
379,316,94.980,5.917,,81.040,4.444,,Unclear,,not informed,,374,29/8/2022
380,316,88.250,2.957,,62.590,5.929,,Unclear,,not informed,,375,29/8/2022
381,316,94.980,5.917,,53.030,,,Unclear,,not informed,,376,29/8/2022
382,316,88.250,2.957,,32.360,,,Unclear,,not informed,,377,29/8/2022
383,316,94.980,5.917,,29.460,,,Unclear,,not informed,,378,29/8/2022
384,316,88.250,2.957,,29.530,,,Unclear,,not informed,,379,29/8/2022
385,316,94.980,5.917,,31.070,,,Unclear,,not informed,,380,29/8/2022
386,317,102.100,7.963,6,88.340,6.393,6,SEM,samples,""" The number of analyzed samples is 6 in each group.""",,381,29/8/2022
387,317,102.100,7.963,6,81.780,5.572,6,SEM,samples,""" The number of analyzed samples is 6 in each group.""",,382,29/8/2022
388,317,102.100,7.963,6,75.220,9.577,6,SEM,samples,""" The number of analyzed samples is 6 in each group.""",,383,29/8/2022
389,317,102.100,7.963,6,57.490,4.800,6,SEM,samples,""" The number of analyzed samples is 6 in each group.""",,384,29/8/2022
390,318,99.860,6.404,3,47.200,4.272,3,SEM,independent experiment,"""...each experiment was repeated 3 times""",,385,29/8/2022
