Outcomes ID,Screening ID,Método,Figura,Grupos,Observações gerais da figura ou desfecho
88,55,1.1 - Ensaio de redução de MTT e análogos,1,Control vs. Aβ 5uM,
92,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 0.01,
93,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 0.1,
94,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 1,
95,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 10,
96,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 50,
97,57,1.1 - Ensaio de redução de MTT e análogos,5d (right y-axis),0 vs. 100,
100,58,1.1 - Ensaio de redução de MTT e análogos,3B (barras escuras),NT vs. 1uM,
101,58,1.1 - Ensaio de redução de MTT e análogos,3B (barras escuras),NT vs. 2uM,
102,58,1.1 - Ensaio de redução de MTT e análogos,3B (barras escuras),NT vs. 5uM,
103,58,1.1 - Ensaio de redução de MTT e análogos,3B (barras escuras),NT vs. 10uM,
104,58,1.1 - Ensaio de redução de MTT e análogos,3B (barras escuras),NT vs. 50uM,
110,63,1.1 - Ensaio de redução de MTT e análogos,1a,con vs. 2.5,
111,63,1.1 - Ensaio de redução de MTT e análogos,1a,con vs. 5,
112,63,1.1 - Ensaio de redução de MTT e análogos,1a,con vs. 10,
113,63,1.1 - Ensaio de redução de MTT e análogos,1a,con vs. 20,
114,63,1.1 - Ensaio de redução de MTT e análogos,1a,con vs. 40,
115,63,1.1 - Ensaio de redução de MTT e análogos,1b,0 vs. 2,
116,63,1.1 - Ensaio de redução de MTT e análogos,1b,0 vs. 4,
117,63,1.1 - Ensaio de redução de MTT e análogos,1b,0 vs. 8,
118,63,1.1 - Ensaio de redução de MTT e análogos,1b,0 vs. 16,
128,63,1.1 - Ensaio de redução de MTT e análogos,4a,'-- vs. +- (duas primeiras barras),
129,63,1.1 - Ensaio de redução de MTT e análogos,"4b (black, rhMANF(-))",0 vs. 3,
130,63,1.1 - Ensaio de redução de MTT e análogos,"4b (black, rhMANF(-))",0 vs. 6,
131,63,1.1 - Ensaio de redução de MTT e análogos,"4b (black, rhMANF(-))",0 vs. 12,
132,63,1.1 - Ensaio de redução de MTT e análogos,"4b (black, rhMANF(-))",0 vs. 24,
134,65,1.1 - Ensaio de redução de MTT e análogos,3,Ctrl vs. 0,
136,70,1.1 - Ensaio de redução de MTT e análogos,8,Unt vs. Aβ 1-42,
138,51,1.1 - Ensaio de redução de MTT e análogos,5 (50 ug/mL),Control vs. Aβ 1-42,
139,51,1.1 - Ensaio de redução de MTT e análogos,5 (150 ug/mL),Control vs. Aβ 1-42,
140,78,1.1 - Ensaio de redução de MTT e análogos,1c,0 vs. 5,
141,78,1.1 - Ensaio de redução de MTT e análogos,1c,0 vs. 10,
142,78,1.1 - Ensaio de redução de MTT e análogos,1c,0 vs. 20,
143,78,1.1 - Ensaio de redução de MTT e análogos,1c,0 vs. 40,
144,78,1.1 - Ensaio de redução de MTT e análogos,1c,0 vs. 60,
145,78,1.1 - Ensaio de redução de MTT e análogos,1d,'-- vs. +- (1a vs. 2a barra),
173,98,1.1 - Ensaio de redução de MTT e análogos,4,'+---- (barra preta) vs. 100% (não está no gráfico),
174,98,1.1 - Ensaio de redução de MTT e análogos,6d,'----- vs -+--- (1a vs 5a barra),
175,103,1.1 - Ensaio de redução de MTT e análogos,2B,Aβ (barra preta) vs. 100% (não está no gráfico),
176,103,1.1 - Ensaio de redução de MTT e análogos,2D,Aβ (barra preta) vs. 100% (não está no gráfico),
181,106,1.1 - Ensaio de redução de MTT e análogos,S7,Cells only vs. Cells+5uM Aβ (1a vs. 2a barras),
182,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 0.1 uM,
183,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 0.25 uM,
184,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 0.5 uM,
185,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 1.0 uM,
186,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 2.5 uM,
187,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 5 uM,
188,115,1.1 - Ensaio de redução de MTT e análogos,3d,Control vs. 10 uM,
194,121,1.1 - Ensaio de redução de MTT e análogos,5,Ab40 vs. 100% (não está no gráfico),
195,123,1.1 - Ensaio de redução de MTT e análogos,9,Cells only (barra branca) vs. Cells + 5 uM Aβ1-42 (barra cinza),
197,123,1.1 - Ensaio de redução de MTT e análogos,11,Cells only (barra branca) vs. Cells + 5 uM Aβ1-42 (barra cinza),na verdade estou na dúvida se é MTS ou LDH.
198,124,1.1 - Ensaio de redução de MTT e análogos,7,Control vs. 10uM Aβ1-42 (1a vs 2a barra),
210,131,1.1 - Ensaio de redução de MTT e análogos,4,Buffer vs. hAβ1-42,
211,131,1.1 - Ensaio de redução de MTT e análogos,4,Buffer vs. mAβ1-42,
75,49,1.2 - Ensaio de liberação de LDH,4a,Medium vs. Aβ,
76,49,1.2 - Ensaio de liberação de LDH,4b,Medium vs. Aβ,
137,74,1.2 - Ensaio de liberação de LDH,1,Untreated vs. 0 (Aβ only),
152,82,1.2 - Ensaio de liberação de LDH,1a,"Control vs. 1,25 uM",
153,82,1.2 - Ensaio de liberação de LDH,1a,"Control vs. 2,5 uM",
154,82,1.2 - Ensaio de liberação de LDH,1a,Control vs. 5 uM,
155,82,1.2 - Ensaio de liberação de LDH,1a,Control vs. 10 uM,
156,82,1.2 - Ensaio de liberação de LDH,1d,Control vs. Aβ-only,
196,123,1.2 - Ensaio de liberação de LDH,10,Cells only (barra branca) vs. Cells + 5 uM Aβ1-42 (barra cinza),
45,34,1.3 - Trypam blue exclusion test,1B (24h),0 vs. 10 Aβ1-42,
46,34,1.3 - Trypam blue exclusion test,1B (24h),0 vs. 20 Aβ1-42,
47,34,1.3 - Trypam blue exclusion test,1B (72h),0 vs. 10 Aβ1-42,
48,34,1.3 - Trypam blue exclusion test,1B (72h),0 vs. 20 Aβ1-42,
49,34,1.3 - Trypam blue exclusion test,2A (0h),barra branca vs. preta,
50,34,1.3 - Trypam blue exclusion test,2A (3h),barra branca vs. preta,
51,34,1.3 - Trypam blue exclusion test,2A (6h),barra branca vs. preta,
52,34,1.3 - Trypam blue exclusion test,2A (12h),barra branca vs. preta,
53,34,1.3 - Trypam blue exclusion test,3D (0h),barra branca vs. preta,
54,34,1.3 - Trypam blue exclusion test,3D (6h),barra branca vs. preta,
55,34,1.3 - Trypam blue exclusion test,3D (12h),barra branca vs. preta,
157,84,1.3 - Trypam blue exclusion test,1a,None vs. 5,
158,84,1.3 - Trypam blue exclusion test,1a,None vs. 10,
159,84,1.3 - Trypam blue exclusion test,1a,None vs. 20,
160,84,1.3 - Trypam blue exclusion test,1b,None vs. 5,
161,84,1.3 - Trypam blue exclusion test,1b,None vs. 10,
162,84,1.3 - Trypam blue exclusion test,1b,None vs. 20,
163,84,1.3 - Trypam blue exclusion test,2a,None vs. Control,
66,37,1.4 - Viabilidade celular (outros),7 (top panel),Control vs small,é um índice de várias medidas relacionadas a viabilidade celular (xCELLigence); 
67,37,1.4 - Viabilidade celular (outros),7 (top panel),Control vs medium,é um índice de várias medidas relacionadas a viabilidade celular (xCELLigence); 
68,37,1.4 - Viabilidade celular (outros),7 (top panel),Control vs large,é um índice de várias medidas relacionadas a viabilidade celular (xCELLigence); 
89,55,1.4 - Viabilidade celular (outros),2B,Control vs. Aβ 5uM,
105,58,1.4 - Viabilidade celular (outros),3B (barras claras),NT vs. 1uM,
107,58,1.4 - Viabilidade celular (outros),3B (barras claras),NT vs. 5uM,
106,58,1.4 - Viabilidade celular (outros),3B (barras claras),NT vs. 2uM,
109,58,1.4 - Viabilidade celular (outros),3B (barras claras),NT vs. 50uM,
108,58,1.4 - Viabilidade celular (outros),3B (barras claras),NT vs. 10uM,
178,83,1.4 - Viabilidade celular (outros),15 (top),"1a vs 2a barra (""Control"")",
179,83,1.4 - Viabilidade celular (outros),15 (bottom),"1a vs 2a barra (""Control"")",
190,119,1.4 - Viabilidade celular (outros),5A,n.c. vs. Aβ 12h,
191,119,1.4 - Viabilidade celular (outros),5A,n.c. vs. Aβ 24h,
10,8,2.2 - Marcadores diretos de apoptose,"3, ""Active caspase-3""",barras azuis: ---- vs. +--- (1a e 2a barras azuis),
13,8,2.2 - Marcadores diretos de apoptose,"6, ""Activated caspase-3""",barras azuis: ----- vs. +---- (1a e 2a barras azuis),
27,24,2.2 - Marcadores diretos de apoptose,"3B, right panel",DMSO vs. Aβ42 (10uM),
91,55,2.2 - Marcadores diretos de apoptose,4A,Control vs. Aβ 5uM,
99,55,2.2 - Marcadores diretos de apoptose,4B,Control vs. Aβ 5uM,
119,63,2.2 - Marcadores diretos de apoptose,1d,con vs. 5,
120,63,2.2 - Marcadores diretos de apoptose,1d,con vs. 10,
121,63,2.2 - Marcadores diretos de apoptose,1d,con vs. 20,
122,63,2.2 - Marcadores diretos de apoptose,1d,con vs. 40,
127,63,2.2 - Marcadores diretos de apoptose,2e (C-caspase-3),control vs. Aβ 1-42,
133,63,2.2 - Marcadores diretos de apoptose,4d (c-caspase-3),control vs. Aβ 1-42,
147,78,2.2 - Marcadores diretos de apoptose,2c,'-- vs. +- (1a vs. 2a barra),
148,78,2.2 - Marcadores diretos de apoptose,3b,'-- vs. +- (1a vs. 2a barra),
149,78,2.2 - Marcadores diretos de apoptose,3c,'-- vs. +- (1a vs. 2a barra),
150,78,2.2 - Marcadores diretos de apoptose,3d,'-- vs. +- (1a vs. 2a barra),
167,91,2.2 - Marcadores diretos de apoptose,1F,'-- vs +- (1a vs 3a barra),
177,78,2.2 - Marcadores diretos de apoptose,4d/e,'-- vs. +- (1a vs 2a barras),a medida mais correta discutida em reunião é a razão entre os valores citosolico (4d) e mitocondrial (4e)
180,88,2.2 - Marcadores diretos de apoptose,5,'-00 vs. +00 (1a vs 2a barras),
218,119,2.2 - Marcadores diretos de apoptose,1C,n.c. vs. Aβ only,
219,119,2.2 - Marcadores diretos de apoptose,2B,n.c. vs. Aβ 24h,
220,119,2.2 - Marcadores diretos de apoptose,2B,n.c. vs. fibrillar Aβ preformed in PBS 24h,
221,119,2.2 - Marcadores diretos de apoptose,6A,n.c. vs. Aβ only,
222,119,2.2 - Marcadores diretos de apoptose,6B,n.c. vs. Aβ only,
8,8,2.3 - Marcadores de morte celular (outros),1Bb,barras azuis: ---- vs. +--- (1a e 2a barras azuis),
15,8,2.3 - Marcadores de morte celular (outros),7Ba,barras azuis: ----- vs. +---- (1a e 2a barras azuis),
123,63,2.3 - Marcadores de morte celular (outros),1f,con vs. 5,
126,63,2.3 - Marcadores de morte celular (outros),1f,con vs. 40,
125,63,2.3 - Marcadores de morte celular (outros),1f,con vs. 20,
124,63,2.3 - Marcadores de morte celular (outros),1f,con vs. 10,
146,78,2.3 - Marcadores de morte celular (outros),2b,'-- vs. +- (1a vs. 2a barra),
189,118,2.3 - Marcadores de morte celular (outros),5A,"CTRL vs. Aβ (barras verdes, WT)",o ensaio mistura iodeto de propídeo (2.1) com dye Hoechst (2.2)
2,5,3.1 - Níveis de espécies reativas de oxigênio,7B,Control vs. 0 PTE (1a e 3a barras),
3,5,3.1 - Níveis de espécies reativas de oxigênio,8C,'--- vs. +-- (1a e 2a barras),
9,8,3.1 - Níveis de espécies reativas de oxigênio,2Aa,barras azuis: ---- vs. +--- (1a e 2a barras azuis),
11,8,3.1 - Níveis de espécies reativas de oxigênio,8Aa,barras azuis: ----- vs. +---- (1a e 2a barras azuis),
28,24,3.1 - Níveis de espécies reativas de oxigênio,"3C, right panel",DMSO vs. Aβ42 (10uM),
31,27,3.1 - Níveis de espécies reativas de oxigênio,4,"C vs. Aβ42 1uM (barra azul escuro vs. azul claro, sem estampa)",
32,27,3.1 - Níveis de espécies reativas de oxigênio,4,"C vs. Aβ42 10uM (barra azul escuro vs. vermelha, sem estampa)",
33,27,3.1 - Níveis de espécies reativas de oxigênio,4,"C vs. Aβ42 1uM (barra azul escuro vs. roxa, sem estampa)",
42,30,3.1 - Níveis de espécies reativas de oxigênio,3b (right panel),Untreated vs. Aβ42 oligomers,
98,55,3.1 - Níveis de espécies reativas de oxigênio,3A,Control vs. Aβ,
164,84,3.1 - Níveis de espécies reativas de oxigênio,3a,None vs. Control,
165,84,3.1 - Níveis de espécies reativas de oxigênio,3b,None vs. Control,
168,88,3.1 - Níveis de espécies reativas de oxigênio,3A,1a vs 2a barra,
169,88,3.1 - Níveis de espécies reativas de oxigênio,3B,1a vs 2a barra,
192,119,3.1 - Níveis de espécies reativas de oxigênio,5B,n.c. vs. Aβ 12h,
193,119,3.1 - Níveis de espécies reativas de oxigênio,5B,n.c. vs. Aβ 24h,
199,127,3.1 - Níveis de espécies reativas de oxigênio,2,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
200,127,3.1 - Níveis de espécies reativas de oxigênio,2,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
212,131,3.1 - Níveis de espécies reativas de oxigênio,5,Buffer vs. hAβ1-42,
213,131,3.1 - Níveis de espécies reativas de oxigênio,5,Buffer vs. mAβ1-42,
90,55,3.2 - Dano ao potencial de membrana mitocondrial,3B,Control vs. Aβ,
151,78,3.2 - Dano ao potencial de membrana mitocondrial,4b,'-- vs. +- (1a vs. 2a barra),
166,84,3.2 - Dano ao potencial de membrana mitocondrial,3d,None vs. Control,
5,5,3.3 - Produtos de estresse oxidativo,7G,Control vs. 0 PTE (1a e 3a barras),
19,17,3.3 - Produtos de estresse oxidativo,2A,untreated cells vs. 25uM Abeta,
20,17,3.3 - Produtos de estresse oxidativo,2B,untreated cells vs. 25uM Abeta (cinza claro),
21,17,3.3 - Produtos de estresse oxidativo,2B,untreated cells vs. 25uM Abeta (cinza escuro),
23,21,3.3 - Produtos de estresse oxidativo,"5, ""TBARS""",Control vs. Aβ (1a e 2a barras),"""TBARS"" = 1o bloco de barras"
135,65,3.3 - Produtos de estresse oxidativo,4,Ctrl vs. 0,
170,88,3.3 - Produtos de estresse oxidativo,4A,1a vs 2a barra,
171,88,3.3 - Produtos de estresse oxidativo,4B,1a vs 2a barra,
172,88,3.3 - Produtos de estresse oxidativo,4C,1a vs 2a barra,
201,127,3.3 - Produtos de estresse oxidativo,7,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
202,127,3.3 - Produtos de estresse oxidativo,7,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
203,127,3.3 - Produtos de estresse oxidativo,8,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
204,127,3.3 - Produtos de estresse oxidativo,8,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
205,127,3.3 - Produtos de estresse oxidativo,9,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
206,127,3.3 - Produtos de estresse oxidativo,9,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
207,127,3.3 - Produtos de estresse oxidativo,10,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
208,127,3.3 - Produtos de estresse oxidativo,10,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
216,127,3.3 - Produtos de estresse oxidativo,4,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,
217,127,3.3 - Produtos de estresse oxidativo,4,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,
214,127,3.4 - Estresse oxidativo (outros),3,(barras cinzas/undiferentiated) CONTROL vs. 10uM Aβ,'espécies reativas de nitrogênio'
215,127,3.4 - Estresse oxidativo (outros),3,(barras pretas/diferentiated) CONTROL vs. 10uM Aβ,'espécies reativas de nitrogênio'
