Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
74,rayyan-115934124,10.1007/s12031-012-9717-5,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
75,rayyan-115932216,10.1111/cbdd.12912,Incluído,,"Não faremos a extração de níveis de caspase, apenas delas ativadas. Por isso não incluí a figura 9.",Nathalia Réges Pinheiro,"255,256,257,258,259"
76,rayyan-115923363,10.1016/j.ijbiomac.2018.02.015,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
77,rayyan-115925116,10.2174/1567205011666140618104430,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
78,rayyan-115936999,10.1016/S0014-5793(00)01323-5,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
79,rayyan-115935968,10.1042/0264-6021:3490299,Incluído,,"Provável necessidade de contatar autores, pois não especificam sequência ou tamanho do Abeta.",Nathalia Réges Pinheiro,
80,rayyan-115921683,10.1021/jacs.0c09281,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
81,rayyan-115932921, 10.1111/jnc.13191,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
82,rayyan-115926475,10.1007/s11064-011-0415-4,Incluído,,,Nathalia Réges Pinheiro,"128,129,130,131,132,133"
83,rayyan-115932736,10.1016/j.brainres.2015.12.018,Incluído,,Não consideraremos medidas de procaspase-3 como pró-apoptóticas.,Nathalia Réges Pinheiro,90
84,rayyan-115922291,10.1007/s00210-019-01792-2,Incluído,,Contém material suplementar,Nathalia Réges Pinheiro,"91,92,93,94,95,96,97,98,99"
85,rayyan-115935781,10.1111/j.1479-8301.2006.00141.x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
86,rayyan-115922941,10.1021/acs.jafc.8b05404,Incluído,,,Nathalia Réges Pinheiro,"134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150"
87,rayyan-115928210,10.1016/j.nbd.2005.02.003,Incluído,,,Nathalia Réges Pinheiro,"151,152"
88,rayyan-115922013,10.1007/s10822-020-00318-w,Incluído,,,Nathalia Réges Pinheiro,153
89,rayyan-115931164,10.1080/15548627.2019.1586249,Excluído,6 - Não inclui um controle adequado,,Nathalia Réges Pinheiro,
90,rayyan-115929020,10.1046/j.1460-9568.2002.02056.x,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
91,rayyan-115926024,10.1016/j.brainres.2011.10.051,Excluído,7 - Não inclui uma medida de toxicidade,,Nathalia Réges Pinheiro,
92,rayyan-115922019,10.1007/s10529-020-02915-z,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
93,rayyan-115930686,10.1016/j.npep.2020.102044,Incluído,,Contém material suplementar,Nathalia Réges Pinheiro,"154,155,156,157,158,159,160,161,162,163"
94,rayyan-115928010,10.1007/s10571-006-9060-x,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
95,rayyan-115933608,10.1371/journal.pone.0078842,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
96,rayyan-115924944,10.1038/cdd.2014.184,Incluído,,,Nathalia Réges Pinheiro,"194,195,196,197,198,199,200,201,202"
97,rayyan-115928199,10.1016/j.mad.2005.07.006,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
98,rayyan-115923194,10.1016/j.bioorg.2018.04.030,Incluído,,,Nathalia Réges Pinheiro,164
99,rayyan-115923199,10.26355/eurrev_201805_14979,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
100,rayyan-115928287,10.1016/j.npep.2005.03.005,Incluído,,,Nathalia Réges Pinheiro,"165,166,167,168,169,170,171,172,173,174,175,176"
101,rayyan-115929233,10.1016/s0891-5849(01)00553-6,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Réges Pinheiro,
102,rayyan-115922347,10.3390/cells8121539,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Nathalia Réges Pinheiro,
103,rayyan-115923623,10.3389/fphar.2017.00483,Excluído,3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida,,Nathalia Réges Pinheiro,
104,rayyan-115928801,10.1523/JNEUROSCI.23-13-05531.2003,Incluído,,,Nathalia Réges Pinheiro,"177,178,179"
105,rayyan-115921843,10.1155/2020/8908901,Incluído,,,Nathalia Réges Pinheiro,"180,181,182,183,184,185,186,187,188,189,190,191"
106,rayyan-115922621,10.1016/j.ejmech.2019.05.062,Incluído,,,Nathalia Réges Pinheiro,"192,193"
107,rayyan-115930863,10.1016/j.ijbiomac.2019.09.098,Incluído,,,Nathalia Réges Pinheiro,"119,120,121"
108,rayyan-115926752,10.3233/JAD-2010-091207,Incluído,,,Nathalia Réges Pinheiro,"108,109,110,111,112,113,114,115,116,117,118"
109,rayyan-115928470,10.1073/pnas.0405941101,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
110,rayyan-115923030,10.1042/BCJ20180247,Incluído,,,Nathalia Réges Pinheiro,"106,107"
111,rayyan-115926675,10.1002/jnr.22466,Excluído,6 - Não inclui um controle adequado,Utiliza apenas células SH-SY5Y transfectadas,Nathalia Réges Pinheiro,
112,rayyan-115923692,10.1111/jnc.14109,Excluído,7 - Não inclui uma medida de toxicidade,,Nathalia Réges Pinheiro,
113,rayyan-115929504,10.1006/exnr.1999.7199,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Réges Pinheiro,
114,rayyan-115922507,10.1016/j.ejmech.2019.111613,Incluído,,,Nathalia Réges Pinheiro,105
115,rayyan-115925501,10.1016/j.febslet.2013.07.037,Incluído,,,Nathalia Réges Pinheiro,"101,102,103,104"
116,rayyan-115924174,10.1002/cbdv.201600049,Incluído,,,Nathalia Réges Pinheiro,100
151,rayyan-115924391,10.1371/journal.pone.0147470,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Pinheiro,
152,rayyan-115925389,PMC3794384,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,PMCID number was added in place of DOI,Nathalia Pinheiro,
153,rayyan-115924118,10.3233/JAD-151040,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
154,rayyan-115935623,10.1016/j.febslet.2007.02.038,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Pinheiro,
155,rayyan-115924168,10.1074/jbc.M115.691840,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Pinheiro,
156,rayyan-115921878,10.14336/AD.2019.0813,Incluído,,Contém material suplementar,Nathalia Pinheiro,"203,204,205,206,207,208,209,210,211,212,213,214,215,216,217"
157,rayyan-115928046,10.1002/neu.20267,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
158,rayyan-115934193,10.1016/j.mcn.2012.02.005,Incluído,,,Nathalia Pinheiro,"218,219,220,221,222,223,224,225,226,227"
159,rayyan-115922895,10.12659/MSM.912862,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
160,rayyan-115926781,10.1155/2010/147835,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Pinheiro,
161,rayyan-115930758,10.4103/pm.pm_583_19,Incluído,,"ask for MTT data to authors, because only images are displayed",Nathalia Pinheiro,228
162,rayyan-115923748,10.1007/s12640-017-9746-5,Incluído,,,Nathalia Pinheiro,"229,230,231,232,233,234,235,236,237,238,239"
163,rayyan-115930858,10.1007/s11033-019-05127-5,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
166,rayyan-115932386,13021664 (electronic),Incluído,,This is the ESSN number. I could not find the doi.,Nathalia Pinheiro,"260,261,262,263,264,265"
167,rayyan-115935327,10.1097/WNR.0b013e32830b8ae1,Excluído,4 - Não usa célula SHSY-5Y como modelo,,Nathalia Pinheiro,
168,rayyan-115924322,10.1007/s11064-016-1886-0,Incluído,,,Nathalia Pinheiro,"266,267"
169,rayyan-115923939,10.1021/jacs.6b11748,Incluído,,,Nathalia Pinheiro,"268,269,270"
170,rayyan-115924287,10.1016/j.ejmech.2016.04.023,Incluído,,,Nathalia Pinheiro,271
171,rayyan-115922899,10.1021/acschemneuro.8b00530,Incluído,,,Nathalia Pinheiro,272
172,rayyan-115923211,10.3389/fchem.2018.00126,Incluído,,,Nathalia Pinheiro,"273,274"
173,rayyan-115934166,10.1016/j.bbrc.2012.03.097,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
174,rayyan-115932225,10.1016/j.bioorg.2017.04.018,Incluído,,,Nathalia Pinheiro,275
175,rayyan-115934845,10.1021/bi100144m,Incluído,,,Nathalia Pinheiro,"276,277"
176,rayyan-115933427,10.1111/cns.12290,Incluído,,,Nathalia Pinheiro,"278,279"
177,rayyan-115934571,10.1371/journal.pone.0015965,Excluído,7 - Não inclui uma medida de toxicidade,,Nathalia Pinheiro,
178,rayyan-115935595,10.1111/j.1471-4159.2006.04444.x,Excluído,7 - Não inclui uma medida de toxicidade,,Nathalia Pinheiro,
179,rayyan-115923771,10.1080/01616412.2017.1317916,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
180,rayyan-115925825,10.2174/0929867311302010013,Incluído,,,Nathalia Pinheiro,280
181,rayyan-115923251,10.3390/molecules23040869,Incluído,,,Nathalia Pinheiro,281
182,rayyan-115924834,10.3233/JAD-142217,Excluído,5 - Não usa isoformas de 37 a 43 aminoácidos,,Nathalia Pinheiro,
183,rayyan-115936968,10.1042/0264-6021:3490299,Incluído,,,Nathalia Pinheiro,"282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307"
