Article_ID,rayyan-key,doi,first_author,title,journal,year,tests_reversal,sample_size_calculation,conflict_interest,protocol_registration,OBS,Created By,Date,Results
98,rayyan-115923676,10.1016/j.neulet.2017.06.045,Chunlei Zhou,"MicroRNA-144 modulates oxidative stress tolerance in
SH-SY5Y cells by regulating nuclear factor erythroid
2-related factor 2-glutathione axis",Neuroscience Letters,2017,No,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-02-24,269
99,rayyan-115922524,10.1016/j.ejmech.2019.111585,Yongliang Li,Development of novel theranostic agents for in vivo amyloid imaging and protective effects on human neuroblastoma cells,European Journal of Medicinal Chemistry,2019,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-02-24,270
100,rayyan-115923525, 10.1016/j.npep.2017.09.001,Lisa Marinelli,(R)-α-Lipoyl-Gly-L-Pro-L-Glu dimethyl ester as dual acting agent for the treatment of Alzheimer's disease,Neuropeptides,2017,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,271
101,rayyan-115927918,10.1021/bi060601o,Andleeb Zameer,Single Chain Fv Antibodies against the 25-35 Aβ Fragment Inhibit Aggregation and Toxicity of Aβ42,Biochemistry,2006,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-11,"272,273"
102,rayyan-115925586,10.1007/s11030-013-9452-z ,Ying Ying Cao,"Salvianolic acid A, a polyphenolic derivative from Salvia miltiorrhiza bunge, as a multifunctional agent for the treatment of Alzheimer’s disease",Molecular diversity,2013,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,"274,275"
103,rayyan-115924160,10.3233/JAD-160299,Nicoletta Marchesi,PKC Activation Counteracts ADAM10 Deficit in HuD-Silenced Neuroblastoma Cells,Journal of Alzheimer’s Disease,2016,No,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,276
104,rayyan-115921698,10.1007/s11033-020-05996-1,Elham Zamani,Netrin‑1 protects the SH‑SY5Y cells against amyloid beta neurotoxicity through NF‑κB/Nrf2 dependent mechanism,Molecular Biology Reports ,2020,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,"277,278"
105,rayyan-115923367,10.1007/s11095-017-2276-2,Mariarosa Anna. Beatrice Melone,Verapamil Inhibits Ser202/Thr205 Phosphorylation of Tau by Blocking TXNIP/ROS/p38 MAPK Pathway,Pharmaceutical research,2018,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,334
106,rayyan-115933211,10.1039/C4MD00305E,Yingying Cao,Dehydroabietylamine derivatives as multifunctional agents for the treatment of Alzheimer's disease,MedChemComm,2014,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-11,279
107,rayyan-115922305,10.1097/WNR.0000000000001379,Nan Zhang,miR-16-5p and miR-19b-3p prevent amyloid β-induced injury by targeting BACE1 in SH-SY5Y cells,NeuroReport,2019,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,"280,281,282"
108,rayyan-115923845,10.1038/srep43637,Valeria Castelletto,Self-Assembly and Anti-Amyloid Cytotoxicity Activity of Amyloid beta Peptide Derivatives,scientific reports,2017,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-11,283
109,rayyan-115930933,10.1002/cmdc.202000468,Rosa Purgatorio,"Scouting around 1,2,3,4-Tetrahydrochromeno[3,2-c]pyridin-10- ones for Single- and Multi-target Ligands Directed towards Relevant Alzheimer’s Targets",ChemMedChem,2020,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-17,284
110,rayyan-115927335, 10.1097/WNR.0b013e32830fe4b8,Andrea Tarozzi,Cyanidin 3 -O-glucopyranoside protects and rescues SH-SY5Y cells against amyloid-beta peptide-induced toxicity,NEUROREPORT,2008,No,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-17,"285,286"
111,rayyan-115923447,10.3892/etm.2017.5182,YUNYI YAO,In vivo and in vitro studies on the roles of p38 mitogen‑activated protein kinase and NADPH‑cytochrome P450 reductase in Alzheimer's disease,EXPERIMENTAL AND THERAPEUTIC MEDICINE,2017,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-17,287
112,rayyan-115933792,10.1021/cn3002015,Hovig Kouyoumdjian,Glyconanoparticle Aided Detection of β‑Amyloid by Magnetic Resonance Imaging and Attenuation of β‑Amyloid Induced Cytotoxicity,ACS Chemical Neuroscience,2013,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-17,"288,289"
113,rayyan-115926978,10.4196/kjpp.2009.13.4.273,Yong Hoon Park,Inhibition of β-amyloid1-40 Peptide Aggregation and Neurotoxicity by Citrate,The Korean Journal of Physiology and Pharmacology,2009,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-17,291
114,rayyan-115934787,10.1016/j.neulet.2010.06.005,Qianqian Li ,Galantamine inhibits calpain–calcineurin signaling activated by beta-amyloid in human neuroblastoma SH-SY5Y cells,Neuroscience Letters,2010,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-17,292
115,rayyan-115926059,10.3233/JAD-2012-110779,Yan Yu,Xylocoside G Reduces Amyloid-ꞵ Induced Neurotoxicity by Inhibiting NF-B Signaling Pathway in Neuronal Cells,Journal of Alzheimer’s Disease,2012,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,293
116,rayyan-115930712,10.3390/biom10050737,Hasan Turkez,Histidyl-Proline Diketopiperazine Isomers as Multipotent Anti-Alzheimer Drug Candidates,biomolecules,2020,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,294
117,rayyan-115924544,10.5114/fn.2015.54423,Ke Wang,Ciliary neurotrophic factor protects SH-SY5Y neuroblastoma cells against Aβ1-42-induced neurotoxicity via activating the JAK2/ STAT3 axis,Folia Neuropathologica,2015,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,295
118,rayyan-115927131,10.1016/j.cbi.2009.05.010,Chun Shi,Protective effects of Ginkgo biloba extract (EGb761) and its constituents quercetin and ginkgolide B against ꞵ-amyloid peptide-induced toxicity in SH-SY5Y cells,Chemico-Biological Interactions,2009,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,"296,297,298"
119,rayyan-115932387,10.1155/2017/3294586,Chen Liang,Neuroprotective Effect of Fagopyrum dibotrys Extract against Alzheimer’s Disease,Evidence-Based Complementary and Alternative Medicine,2017,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,299
120,rayyan-115922206,10.1021/acschemneuro.9b00401,Terra M. Kruger,A Soft Mechanical Phenotype of SH-SY5Y Neuroblastoma and Primary Human Neurons Is Resilient to Oligomeric Aβ(1−42) Injury,ACS chemical neuroscience,2020,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,"300,301,302,303"
121,rayyan-115923527,10.3892/mmr.2017.7702,YING YAO,Puerarin inhibits β‑amyloid peptide 1‑42‑induced tau hyperphosphorylation via the Wnt/β‑catenin signaling pathway,MOLECULAR MEDICINE REPORTS,2017,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,304
122,rayyan-115923111,10.1016/j.ejmech.2018.07.033,Damijan Knez,Multi-target-directed ligands for treating Alzheimer's disease: Butyrylcholinesterase inhibitors displaying antioxidant and neuroprotective activities,European Journal of Medicinal Chemistry,2018,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,305
123,rayyan-115927676,10.1002/jnr.21397,Ki Young Shin,"A Novel Compound, Maltolyl p-coumarate, Attenuates Cognitive Deficits and Shows Neuroprotective Effects In Vitro and In Vivo Dementia Models",Journal of Neuroscience Research ,2007,No,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,306
124,rayyan-115928295,10.1016/j.neuint.2005.02.007,Xiao-Lan Qi,"Oxidative stress induced by beta-amyloid peptide1–42 is involved in the altered composition of cellular membrane lipids and the decreased expression of nicotinic receptors in human SH-SY5Y neuroblastoma cells
",Neurochemistry International,2005,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,"307,308"
125,rayyan-115925883,10.3233/JAD-2012-120688,Han-Chang Huang,Curcumin-Mediated Neuroprotection Against Amyloid--Induced Mitochondrial Dysfunction Involves the Inhibition of GSK-3,Journal of Alzheimer’s Disease,2012,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,"309,310"
126,rayyan-115926752,10.3233/JAD-2010-091207,Hongmei Wang,Amyloid-β1−42 Induces Reactive Oxygen Species-Mediated Autophagic Cell Death in U87 and SH-SY5Y Cells,Journal of Alzheimer’s Disease,2010,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,"311,312,313"
127,rayyan-115930863,10.1016/j.ijbiomac.2019.09.098,Fei Gao,"Preparation and in vitro evaluation of multi-target-directed selenium chondroitin sulfate nanoparticles in protecting against the Alzheimer's disease
",International journal of biological macromolecules,2019,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,314
128,rayyan-115934780,10.3920/WMJ2010.1221,Stefano Costa,Free radicals and antioxidants in two oxidative-stress cell models exposed to ochratoxin A and amyloid β: unexpected results,World Mycotoxin Journal,2010,No,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,"315,316"
129,rayyan-115927120,10.1111/j.1742-4658.2009.07094.x,Shangcheng Xu,Overexpression of Tfam protects mitochondria against b-amyloid-induced oxidative damage in SH-SY5Y cells,FEBS journal,2009,Yes,No,Not informed,No,excluído pois utiliza células transfectadas.,Giulia Scarcella Cancelliero,2022-05-25,
130,rayyan-115922697,10.1016/j.fct.2019.04.015,Manuela Leri,Oleuropein aglycone and hydroxytyrosol interfere differently with toxic Aβ1- 42 aggregation,Food and Chemical Toxicology,2019,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,"317,319,320,321"
131,rayyan-115935440,10.1016/j.molimm.2007.08.008 ,R.S. Solorzano-Vargas,Epitope mapping and neuroprotective properties of a human single chain FV antibody that binds an internal epitope of amyloid-beta 1-42,Molecular Immunology,2008,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-05-25,"318,322"
132,rayyan-115932528,10.2174/1871527315666160815160505,Hyunjeong Liew,Soluble Neuregulin-1 from Microglia Enhances Amyloid Beta-induced Neuronal Death,CNS & Neurological Disorders - Drug Targets,2016,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-05-25,"323,324,325"
133,rayyan-115922084,10.1016/j.exger.2020.110954,Yeong-Jin Kim,"miR-16-5p is upregulated by amyloid β deposition in Alzheimer's disease
models and induces neuronal cell apoptosis through direct targeting and
suppression of BCL-2",Experimental Gerontology,2020,No,No,No,No,,Giulia Scarcella Cancelliero,2022-08-15,326
134,rayyan-115922593,10.3390/ph12020098,Ana M. de Matos,"Design and Synthesis of CNS-targeted Flavones and
Analogues with Neuroprotective Potential Against
H2O2- and Aβ1-42-Induced Toxicity in SH-SY5Y
Human Neuroblastoma Cells",Pharmaceuticals,2019,Yes,No,No,No,,Giulia Scarcella Cancelliero,2022-08-15,327
135,rayyan-115926404,10.1042/BJ20101712,Marta MAR´IN-ARGANY,"An anti-Aβ (amyloid β) single-chain variable fragment prevents amyloid
fibril formation and cytotoxicity by withdrawing Aβ oligomers from the
amyloid pathway",Biochemical Journal,2011,,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-08-15,328
136,rayyan-115935777,10.1038/sj.cdd.4401818,"Akterin, S",Involvement of glutaredoxin-1 and thioredoxin-1 in b-amyloid toxicity and Alzheimer’s disease,Cell Death and Differentiation ,2006,Yes,No,Not informed,No,,Giulia Scarcella Cancelliero,2022-08-16,"329,330,331,332,333"
