Protocol_ID,Results_ID,Assay,Cell_source,Cell_bank,Cell_authentication,Cell_mycoplasma,Control_description,Abeta_sequence,Abeta_origin,Abeta_species,Abeta_aggregation,Single_exposure,Duration_hours,Concentration_uM,Passage_number,N_cells,N_cells_unit,N_cells_volume,Plate_size,Culture_medium,Medium_supplements,Serum_type,Serum_concentration,Diferentiation_method,Diferentiation_duration_days,Differentiation_medium,Differentiation_serum_type,Differentiation_serum_concentration,Differentiation_supplements,Differentiation_protocol,OBS
247,257,WST,Cell bank,"American Type Culture Collection, Europe",No,No,Vehicle, Abeta42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,Not informed,,Not informed,,96,DMEM,"50 U/ml 119 penicillin, 50 ug/ml streptomycin solution",Fetal Bovine Serum,10%,ATRA plus,6.0,DMEM,Fetal Bovine Serum*,10%,BDNF,"*Cells were pre-
differentiated with RA (10 uM) in
full media for 4 days and then treated with BDNF (50 ng/mL) in serum free media for
2 days",Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
248,258,WST,Cell bank,"American Type Culture Collection, Europe",No,No,Vehicle, Abeta42,Unclear,Unclear,Unclear,"Yes, single",48.0,20.000,Not informed,,Not informed,,96,DMEM,"50 U/ml 119 penicillin, 50 ug/ml streptomycin solution",Fetal Bovine Serum,10%,ATRA plus,6.0,DMEM,Fetal Bovine Serum*,10%,BDNF,"*Cells were pre-
differentiated with RA (10 uM) in
full media for 4 days and then treated with BDNF (50 ng/mL) in serum free media for
2 days",Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
249,259,WST,Cell bank,"American Type Culture Collection, Europe",No,No,Vehicle, Abeta42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,Not informed,,Not informed,,96,DMEM,"50 U/ml 119 penicillin, 50 ug/ml streptomycin solution",Fetal Bovine Serum,10%,ATRA plus,7.0,DMEM,Fetal Bovine Serum*,10%,12-O-tetradecanoylphorbol-13-acetate (TPA),"*Cells were pre-
differentiated with RA (10 uM) in full media for 4 days and then treated with  80 nM TPA in serum 
free media for 3 days;",Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
250,260,WST,Cell bank,"American Type Culture Collection, Europe",No,No,Vehicle, Abeta42,Unclear,Unclear,Unclear,"Yes, single",48.0,20.000,Not informed,,Not informed,,96,DMEM,"50 U/ml 119 penicillin, 50 ug/ml streptomycin solution",Fetal Bovine Serum,10%,ATRA plus,7.0,DMEM,Fetal Bovine Serum*,10%,12-O-tetradecanoylphorbol-13-acetate (TPA),"*Cells were pre-
differentiated with RA (10 uM) in full media for 4 days and then treated with  80 nM TPA in serum 
free media for 3 days;",Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
251,261,MTT,Unclear,,No,No,Unclear, Abeta40,synthetic,Unclear,Unclear,"Yes, single",24.0,20.000,Not informed,,Not informed,,,DMEM,NA,*,,No differentiation,0.0,NA,NA,NA,NA,NA,*without foetal calf serum. Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
252,262,MTT,Unclear,,No,No,Unclear, Abeta1-42,Unclear,Human,Oligomers,"Yes, single",24.0,10.000,Not informed,,Not informed,,96,DMEM,"glucose (4.5 g/L); penicillin (100 U/mL), and streptomycin (100 𝜇g/mL)",Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
254,263,MTT,Cell bank,American Type Culture Collection,No,No,Unclear, Abeta1-40,synthetic,Unclear,Monomers,"Yes, single",48.0,20.000,Not informed,,Not informed,,,DMEM,100 units/mL penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
255,264,MTT,Cell bank,American Type Culture Collection,No,No,Unclear, Abeta1-40,synthetic,Unclear,Fibers,"Yes, single",48.0,,Not informed,,Not informed,,,DMEM,100 units/mL penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,Os campos numéricos que não foram preenchidos é pq não foram informados no artigo
256,265,WST,Unclear,,No,No,Other,Abeta1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,10.000,Not informed,30000,cells/wells,,48,RPMI-1640,"2 mM glutamine, 100 U/ml Penicillin, 100 µg/ml Streptomycin",Fetal Bovine Serum,2%,No differentiation,0.0,NA,NA,NA,NA,NA,
257,266,MTT,Unclear,,No,No,Medium only,Ab42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,Not informed,10000,cells/wells,100.0,96,"DMEM/High Glucose, Hyclone","1% L-glutamine (3.6 mM), and 1% penicillin/streptomycin antibiotics",Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,"10,000 cells per 100 mL of medium per well. Acho que o correto são: 100 ul e não 100 ml...
 "
258,267,MTT,Unclear,,No,No,Medium only,Ab42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,Not informed,10000,cells/wells,,96,"45% minimal essential medium (MEM), 45% Ham’s modification of F-12",1% L-glutamine (3.6 mM),Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,"Ten micromolar of Ab42 without EA was pre-incubated at 37 oC for 0 h. The sample was added to wells coated with SH-SY5Y cells with final
concentration of Ab42 (1 uM)"
259,268,MTT,Unclear,,No,No,Medium only,Ab42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,Not informed,10000,cells/wells,,96,"45% minimal essential medium (MEM), 45% Ham’s modification of F-12",1% L-glutamine (3.6 mM),Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,"Ten micromolar of Ab42 without EA was pre-incubated at 37 oC for 12 h. The sample was added to wells coated with SH-SY5Y cells with final
concentration of Ab42 (1 uM)"
260,269,MTS,Unclear,,No,No,Medium only,Aβ1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,5.000,Not informed,20000,cells/wells,,96,low serum Optimem,Not informed,Not informed,Not informed,No differentiation,0.0,NA,NA,NA,NA,NA,"Cell viability in the 
presence of 5 µM aggregated Aβ1-42"
261,270,,Unclear,,No,No,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,"Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
"
262,271,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
263,272,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
264,273,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
265,274,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,"Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
"
266,275,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
267,276,,Unclear,,,,Vehicle,Ab40,synthetic,Unclear,Unclear,"Yes, single",48.0,25.000,Not informed,,Not informed,,,Not informed,Not informed,Not informed,Not informed,,,,,,,,"Ensaio de viabilidade: resazurin reduction assay; Os campos numéricos que não foram preenchidos é pq não foram informados no artigo; Os campos de texto referentes às condições de cultivo das células e a diferenciação não foram preenchidos porque o artigo faz referência a outro artigo nesse tópico... Então não tem como saber...
"
268,277,MTT,Cell bank,American Type Culture Collection,No,No,Medium only,Ab42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,Not informed,10000,cells/wells,100.0,96,Not informed,Not informed,Not informed,Not informed,No differentiation,0.0,NA,NA,NA,NA,NA,"10,000 cells per 100 uL of medium per well"
269,278,MTT,Cell bank,Cell Culture Center  in the Institute of Basic Medical Sciences (IBMS) of the Chinese Academy of Medical Sciences (CAMS),No,No,Medium only,Aβ1-40,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,Not informed,,Not informed,,96,DMEM,1:100 penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,O campo numérico que não foi preenchido é pq não foi informado no artigo
270,279,MTT,Cell bank,Cell Culture Center  in the Institute of Basic Medical Sciences (IBMS) of the Chinese Academy of Medical Sciences (CAMS),No,No,Medium only,Aβ1-40,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,Not informed,,Not informed,,96,DMEM,1:100 penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,O campo numérico que não foi preenchido é pq não foi informado no artigo
271,280,MTT,Cell bank,Cell Culture Center  in the Institute of Basic Medical Sciences (IBMS) of the Chinese Academy of Medical Sciences (CAMS),No,No,Medium only,Aβ1-40,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,Not informed,,Not informed,,96,DMEM,1:100 penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,O campo numérico que não foi preenchido é pq não foi informado no artigo
272,281,MTT,Cell bank,Cell Culture Center  in the Institute of Basic Medical Sciences (IBMS) of the Chinese Academy of Medical Sciences (CAMS),No,No,Medium only,Aβ1-40,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,Not informed,,Not informed,,96,DMEM,1:100 penicillin/streptomycin,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,O campo numérico que não foi preenchido é pq não foi informado no artigo
273,282,CCK-8,Donation,NA,No,No,Vehicle,Aβ1-42,recombinant,Human,Unclear,"Yes, single",24.0,10.000,Not informed,1000,cells/wells,,96,DMEM,NA,Horse Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
274,283,CCK-8,Donation,NA,No,No,Vehicle,Aβ1-42,recombinant,Mouse,Unclear,"Yes, single",24.0,10.000,Not informed,1000,cells/wells,,96,DMEM,NA,Horse Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
275,284,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,2.500,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA ,NA ,NA ,NA ,NA ,
276,285,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,5.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
277,286,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,10.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
278,287,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,20.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
279,288,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,40.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
280,289,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",2.0,10.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
281,290,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",4.0,10.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
282,291,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",8.0,10.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
283,292,MTT,Donation,NA,No,No,Unclear,Aβ1-42,Unclear,Unclear,Oligomers,"Yes, single",16.0,10.000,Not informed,10000,cells/wells,,96,DMEM,NA,Fetal Bovine Serum,10%,No differentiation,0.0,NA,NA,NA,NA,NA,
