Article_ID,rayyan-key,doi,first_author,title,journal,year,tests_reversal,sample_size_calculation,conflict_interest,protocol_registration,OBS,Created By,Date,Results
92,rayyan-115930758,10.4103/pm.pm_583_19,Kaliyannan Sundaramoorthy,"Extraction, isolation and identification of kaempferol 3,7 - Diglucoside in the leaf extracts of Evolvulus alsinoides (Linn.) and its inhibition potency against a-amylase, a-glucosidase, Acetylcholinesterase and amyloid aggregation",Pharmacognosy Magazine,2020,No,No,No,No,,Antônio Felix,2022-04-12,314
93,rayyan-115931585,10.3233/JAD-190075,Monique J. Bignoux,LRP::FLAG Rescues Cells from Amyloid-Î²-Mediated Cytotoxicity Through Increased TERT Levels and Telomerase Activity,Journal of Alzheimer's Disease,2019,No,No,Not informed,No,,Antônio Felix,2022-04-12,256
94,rayyan-115922319,10.1111/jphp.13208,Hande Celik,"Effect of atorvastatin on AÎ²(1-42) -induced alteration of SESN2, SIRT1, LC3II and TPP1 protein expressions in neuronal cell cultures.",Journal of Pharmacy and Pharmacology,2020,No,No,Not informed,No,,Antônio Felix,2022-04-12,257
95,rayyan-115927346,10.1016/j.neulet.2008.08.047,Zhenxia Qin,Mutated recombinant human glucagon-like peptide-1 protects SH-SY5Y cells from apoptosis induced by amyloid-beta peptide (1-42).,Neuroscience Letters,2008,No,No,Not informed,No,,Antônio Felix,2022-04-18,"258,259"
96,rayyan-115923213,10.1038/s41598-018-25453-1,Sara Merlo,The contribution of microglia to early synaptic compensatory responses that precede Î²-amyloid-induced neuronal death.,Scientific Reports,2018,No,No,Not informed,No,,Antônio Felix,2022-04-18,"260,261"
97,rayyan-115922879,10.1016/j.biocel.2018.12.011,Weina Yang,Protective effects of tanshinone IIA on SH-SY5Y cells against oAÎ²(1-42)-induced apoptosis due to prevention of endoplasmic reticulum stress.,The International Journal of Biochemistry & Cell Biology,2019,No,No,Not informed,No,,Antônio Felix,2022-05-04,"262,263"
98,rayyan-115930686,10.1016/j.npep.2020.102044,Ruisan Zhang,Effect of (m)RVD-hemopressin against AÎ²1-42-induced apoptosis and inhibition of neurite outgrowth in SH-SY5Y cells,Neuropeptides,2020,No,No,Not informed,No,,Antônio Felix,2022-05-04,"264,265,266,267"
99,rayyan-115932097,10.21873/invivo.11174,Hiroshi Sakagami,Re-evaluation of culture condition of PC12 and SH-SY5Y cells based on growth rate and amino acid consumption,In Vivo,2017,No,No,Not informed,No,,Antônio Felix,2022-05-04,268
100,rayyan-115922667,10.1007/s12035-019-1605-3,Liana M de Medeiros,Cholinergic Differentiation of Human Neuroblastoma SH-SY5Y Cell Line and Its Potential Use as an In vitro Model for Alzheimer's Disease Studies.,Molecular Neurobiology,2019,No,No,Not informed,No,,Antônio Felix,2022-05-04,269
101,rayyan-115934618,10.1692/ph.2011.0618,De-Jia Zou,"Beta-asarone
  attenuates beta-amyloid-induced apoptosis through the inhibition of the
  activation of apoptosis signal-regulating kinase 1 in SH-SY5Y cells",Die Pharmazie,2011,No,No,Not informed,No,,Antônio Felix,2022-05-04,"270,271,272,273"
102,rayyan-115930989,10.3233/JAD-190695,Rajnish Kumar,"Metal Binding by GMP-1 and Its Pyrimido [1, 2]benzimidazole Analogs Confirms Protection against Amyloid-Î² Associated Neurotoxicity",Journal of Alzheimer's Disease,2020,No,No,Not informed,No,,Antônio Felix,2022-05-27,274
103,rayyan-115928801,10.1523/JNEUROSCI.23-13-05531.2003,Leigh D. Plant,The production of amyloid beta peptide is a critical requirement for the viability of central neurons.,The Journal of Neuroscience : The Official Journal of the Society for Neuroscience,2003,No,No,Not informed,No,,Antônio Felix,2022-06-06,275
104,rayyan-115925420,10.1016/j.bbadis.2013.09.011,Roberta Cascella,Transthyretin suppresses the toxicity of oligomers formed by misfolded proteins in vitro.,Biochimica et Biophysica Acta,2013,No,No,No,No,,Antônio Felix,2022-06-07,276
105,rayyan-115933042,10.1007/s12031-014-0458-5,Shengquan Hu,Inhibiting Î²-Amyloid-Associated Alzheimerâ€™s Pathogenesis In Vitro and In Vivo by a Multifunctional Dimeric Bis(12)-hupyridone Derived from Its Natural Analogue,Journal of Molecular Neuroscience,2015,No,No,Not informed,No,,Antônio Felix,2022-06-07,277
106,rayyan-115926636,10.3233/JAD-2010-100474.,Gerard Ill-Raga,Amyloid-Î² peptide fibrils induce nitro-oxidative stress in neuronal cells.,Journal Of Alzheimer's Disease,2010,No,No,Not informed,No,,Antônio Felix,2022-06-07,278
107,rayyan-115932781,10.3233/JAD-150694,"Ezra, A",Multifunctional Effect of Human Serum Albumin Reduces Alzheimer's Disease Related Pathologies in the 3xTg Mouse Model,Journal Of Alzheimer's Disease,2016,No,No,No,No,,Antônio Felix,2022-06-07,"279,280"
108,rayyan-115922279,10.1016/j.neuint.2020.104685 ,Qiong Pan,Estrogen protects neuroblastoma cell from amyloid-Î² 42 (AÎ²42)-induced apoptosis via TXNIP/TRX axis and AMPK signaling.,Neurochemistry International,2020,No,No,No,No,,Antônio Felix,2022-06-12,281
109,rayyan-115926368,10.1016/j.neurobiolaging.2011.04.006 ,María-Ximena Silveyraa,Changes in acetylcholinesterase expression are associated with altered presenilin-1 levels.,Neurobiology of Aging,2012,No,No,No,No,,Antônio Felix,2022-06-12,282
110,rayyan-115928779,10.1016/s0306-4522(03)00342-7,G. OLIVIER,Beta-amyloid modulates tyrosine kinase B receptor expression in SHSY5Y neuroblastoma cells: influence of the antioxidant melatonin.,Neuroscience,2003,No,No,Not informed,No,,Antônio Felix,2022-06-12,283
111,rayyan-115925747,10.1016/j.bbalip.2012.12.003,Eunyoung Lee,"Effect of conjugated linoleic acid, Î¼-calpain inhibitor, on pathogenesis of Alzheimer's disease.",Biochimica et Biophysica Acta,2013,No,No,Not informed,No,,Antônio Felix,2022-06-12,284
112,rayyan-115922585,10.3349/ymj.2019.60.7.640,Sha Ke,Long Noncoding RNA NEAT1 Aggravates AÎ²-Induced Neuronal Damage by Targeting miR-107 in Alzheimer's Disease.,Yonsei Medical Journal,2019,No,No,No,No,,Antônio Felix,2022-06-12,"285,286"
113,rayyan-115923030,10.1042/BCJ20180247,Ofek Oren,An AÎ²42 variant that inhibits intra- and extracellular amyloid aggregation and enhances cell viability.,The Biochemical journal,2018,No,No,No,No,,Antônio Felix,2022-06-12,"287,315"
114,rayyan-115924207,10.2174/1567205013666160625074520,M. Murat Köseoğlu,Targeting Ras Activity Prevented Amyloid Beta-Induced Aberrant Neuronal Cell Cycle Re-Entry and Death.,Current Alzheimer Research,2016,No,No,No,No,,Antônio Felix,2022-06-12,288
115,rayyan-115922811, 10.1016/j.ijbiomac.2019.01.134,Parvez Alam,Elucidating the inhibitory potential of Vitamin A against fibrillation and amyloid associated cytotoxicity.,International Journal of Biological Macromolecules,2019,No,No,No,No,,Antônio Felix,2022-06-12,289
116,rayyan-115921703,10.1016/j.neuroscience.2020.10.028,Yuan Zhou,LncRNA BACE1-AS Promotes Autophagy-Mediated Neuronal Damage Through The miR-214-3p/ATG5 Signalling Axis In Alzheimer's Disease.,Neuroscience,2020,No,No,No,No,,Antônio Felix,2022-06-12,290
117,rayyan-115924952,10.1007/s00018-014-1769-y,M. Del Campo,BRI2 ectodomain affects AÎ²42 fibrillation and tau truncation in human neuroblastoma cells.,Cellular and Molecular Life Sciences : CMLS,2015,No,No,No,No,,Antônio Felix,2022-06-12,291
118,rayyan-115922626,10.1016/j.jcis.2019.05.066 ,Yanan Liu,Quercetin-modified gold-palladium nanoparticles as a potential autophagy inducer for the treatment of Alzheimer's disease.,Journal of Colloid and Interface Science,2019,No,No,Not informed,No,,Antônio Felix,2022-06-12,292
119,rayyan-115932916,10.1039/c5md00236b,A. Santos,"Design, synthesis and bioevaluation of tacrine hybrids with cinnamate and cinnamylidene acetate derivatives as potential anti-Alzheimer drugs",MedChemComm,2015,No,No,Not informed,No,,Antônio Felix,2022-06-12,293
120,rayyan-115922564,10.3390/molecules24142568,Cheng-Shi Jiang,"Discovery of New Selective Butyrylcholinesterase (BChE) Inhibitors with Anti-AÎ² Aggregation Activity: Structure-Based Virtual Screening, Hit Optimization and Biological Evaluation.","Molecules (Basel, Switzerland)",2019,No,No,No,No,,Antônio Felix,2022-06-12,294
121,rayyan-115936366,10.1046/j.1471-4159.2003.02088.x,A. Cedazo-Mı´nguez,Apolipoprotein E and Î²-amyloid (1-42) regulation of glycogen synthase kinase-3Î²,Journal of Neurochemistry,2003,No,No,Not informed,No,,Antônio Felix,2022-06-12,295
122,rayyan-115922934,10.1021/acschemneuro.8b00491,Victor Banerjee,An Engineered Variant of the B1 Domain of Protein G Suppresses the Aggregation and Toxicity of Intra- and Extracellular AÎ²42.,ACS Chemical Neuroscience,2019,No,No,No,No,,Antônio Felix,2022-06-12,296
123,rayyan-115922788,10.3390/md17020121,Qingmei Sun,"9-Methylfascaplysin Is a More Potent AÎ² Aggregation Inhibitor than the Marine-Derived Alkaloid, Fascaplysin, and Produces Nanomolar Neuroprotective Effects in SH-SY5Y Cells.",Marine Drugs,2019,No,No,No,No,,Antônio Felix,2022-06-12,297
124,rayyan-115927525,10.1111/j.1582-4934.2008.00216.x,C. Cecchi,Seladin-1/DHCR24 protects neuroblastoma cells against Abeta toxicity by increasing membrane cholesterol content.,Journal of Cellular and Molecular medicine,2008,No,No,Not informed,No,,Antônio Felix,2022-06-16,298
125,rayyan-115923194,10.1016/j.bioorg.2018.04.030,Leili Jalili-Baleh,Novel 3-phenylcoumarin-lipoic acid conjugates as multi-functional agents for potential treatment of Alzheimer's disease.,Bioorganic Chemistry,2018,No,No,Not informed,No,,Antônio Felix,2022-06-16,299
126,rayyan-115924667,10.1021/acs.jnatprod.5b00156,Taizong Wu,"3,5-Diarylpyrazole Derivatives Obtained by Ammonolysis of the Total Flavonoids from Chrysanthemum indicum Extract Show Potential for the Treatment of Alzheimer's Disease.",Journal of Natural Products,2015,No,No,No,No,,Antônio Felix,2022-06-16,300
127,rayyan-115925342,10.1016/j.neurobiolaging.2013.10.091,Min-Kyoo Shin,"Neuropep-1 ameliorates learning and memory deficits in an Alzheimer's disease mouse model, increases brain-derived neurotrophic factor expression in the brain, and causes reduction of amyloid beta plaques.",Neurobiology of Aging,2014,No,No,No,No,PRECISA SOLICITAR O SUPLEMENTAR,Antônio Felix,2022-06-16,301
128,rayyan-115922832,10.1016/j.ejmech.2019.01.030,Pedro Gonzalez-Naranjo,Indazolylketones as new multitarget cannabinoid drugs.,European Journal of Medicinal Chemistry,2019,No,No,Not informed,No,,Antônio Felix,2022-06-16,302
129,rayyan-115925459,10.1074/jbc.M113.511410,Payel Bhattacharjee,"Factor V activator from Daboia russelli russelli venom destabilizes Î²-amyloid aggregate, the hallmark of Alzheimer disease.",The Journal of biological chemistry,2013,No,No,No,No,,Antônio Felix,2022-06-16,"303,304"
130,rayyan-115921661,10.1002/mnfr.202000711,Jikai Xu,Pterostilbene Alleviates AÎ²(1-42) -Induced Cognitive Dysfunction via Inhibition of Oxidative Stress byÂ ActivatingÂ Nrf2 Signaling Pathway.,Molecular nutrition & food research,2020,No,No,No,No,,Antônio Felix,2022-06-16,"305,306"
131,rayyan-115924269,10.1007/s10616-016-9980-3,Myra O. Villareal,Neuroprotective effect of Picholine virgin olive oil and its hydroxycinnamic acids component against Î²-amyloid-induced toxicity in SH-SY5Y neurotypic cells.,Cytotechnology,2016,No,No,No,No,,Antônio Felix,2022-06-16,"307,308"
132,rayyan-115921678,10.1021/acschemneuro.0c00430,Kowthavarapu Venkata Krishna,"Biophysical, Biochemical, and Behavioral Implications of ApoE3 Conjugated Donepezil Nanomedicine in a AÎ²(1-42) Induced Alzheimer's Disease Rat Model.",ACS chemical neuroscience,2020,No,No,No,No,,Antônio Felix,2022-06-16,309
133,rayyan-115926075,10.1371/journal.pone.0033120,Jia-Ying Chuang,Interactions between amyloid-Î² and hemoglobin: implications for amyloid plaque formation in Alzheimer's disease.,PloS one,2012,No,No,No,No,,Antônio Felix,2022-06-16,310
134,rayyan-115934873,10.2119/molmed.2009.00123,Michael Bacher,The role of macrophage migration inhibitory factor in alzheimer's disease,Mol. Med.,2010,No,No,No,No,,Antônio Felix,2022-06-16,311
135,rayyan-115923561,10.3233/JAD-170340,Roberta Cascella,Soluble Oligomers Require a Ganglioside to Trigger Neuronal Calcium Overload.,Journal of Alzheimer's disease : JAD,2017,No,No,No,No,,Antônio Felix,2022-06-16,312
136,rayyan-115925501,10.1016/j.febslet.2013.07.037,Xiumin Chen,Isobavachalcone and bavachinin from Psoraleae Fructus modulate AÎ²42 aggregation process through different mechanisms in vitro.,FEBS letters,2013,No,No,Not informed,No,,Antônio Felix,2022-06-16,313
137,rayyan-115923656,10.2174/1567205014666170713153414,Sourav Kumar,A Peptide Based Pro-Drug Ameliorates Amyloid-Î² Induced Neuronal Apoptosis in In Vitro SH-SY5Y Cells.,Current Alzheimer Research,2017,No,No,No,No,,Antônio Felix,2022-06-21,"316,317,318"
138,rayyan-115923275,10.1021/acschemneuro.7b00527,Jialing Wang,"Eckmaxol, a Phlorotannin Extracted from Ecklonia maxima, Produces Anti-Î²-amyloid Oligomer Neuroprotective Effects Possibly via Directly Acting on Glycogen Synthase Kinase 3Î².",ACS Chemical Neuroscience,2018,No,No,No,No,,Antônio Felix,2022-07-04,"319,320,321"
139,rayyan-115925825,10.2174/0929867311302010013,I.M. Neelov,Molecular properties of lysine dendrimers and their interactions with AÎ²-peptides and neuronal cells.,Current Medicinal Chemistry,2013,No,No,No,No,,Antônio Felix,2022-07-04,322
140,rayyan-115924287,10.1016/j.ejmech.2016.04.023,Nuria García-Font,"Potent anticholinesterasic and neuroprotective pyranotacrines as inhibitors of beta-amyloid aggregation, oxidative stress and tau-phosphorylation for Alzheimer's disease.",European Journal of Medicinal chemistry,2016,No,No,Not informed,No,,Antônio Felix,2022-07-04,323
141,rayyan-115922899,10.1021/acschemneuro.8b00530,Zhipei Sang,"Design, Synthesis, and Evaluation of Novel Ferulic Acid Derivatives as Multi-Target-Directed Ligands for the Treatment of Alzheimer's Disease.",ACS Chemical Neuroscience,2019,No,No,No,No,,Antônio Felix,2022-07-04,324
