Protocol_ID,Results_ID,Assay,Cell_source,Cell_bank,Cell_authentication,Cell_mycoplasma,Control_description,Abeta_sequence,Abeta_origin,Abeta_species,Abeta_aggregation,Single_exposure,Duration_hours,Concentration_uM,Passage_number,N_cells,N_cells_unit,N_cells_volume,Plate_size,Culture_medium,Medium_supplements,Serum_type,Serum_concentration,Diferentiation_method,Diferentiation_duration_days,Differentiation_medium,Differentiation_serum_type,Differentiation_serum_concentration,Differentiation_supplements,Differentiation_protocol,OBS
226,238,MTT,Unclear,NA,No,No,Vehicle,1-40,Unclear,Unclear,Fibers,"Yes, single",24.0,10.000,,10000,cells/well,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),,fetal bovine serum,,No differentiation,,,,,,,
227,239,MTT,Unclear,NA,No,No,Vehicle,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,2.000,,20000,cells/well,,,,,,,No differentiation,,,,,,,
228,240,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
229,241,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
230,242,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,4.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
231,243,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,8.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
232,244,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,12.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
234,245,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,16.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
235,246,CCK-8,Cell bank,"ATCC, USA",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,24.000,,50000,cells/ml,,96,Dulbecco’s Modified Eagle’s Medium (DMEM),100 units/mL penicillin and 100 μg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
236,247,MTT,Cell bank,"American Type Culture
Collection (ATCC CLR-2266)",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.220,,30000,,150.0,96,Dulbecco’s Modified Eagle’s Medium/Nutrient Mixture F-12 Ham (DMEM/F12), 2 mM L-glutamine and 1.0 mM sodium pyruvate and streptomycin 50 mg/mL,fetal bovine serum,10%,ATRA,1.0,,,,RA (100 nM),"For cell viability tests, 3 × 10^4 cells were plated in 96-well plates
(Corning Cell Culture) in a volume of 150 μL and differentiated with
RA (100 nM) for 24 h",
237,248,MTT,Cell bank,"American Type Culture
Collection (ATCC CLR-2266)",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",27.0,0.220,,30000,,150.0,96,Dulbecco’s Modified Eagle’s Medium/Nutrient Mixture F-12 Ham (DMEM/F12), 2 mM L-glutamine and 1.0 mM sodium pyruvate and streptomycin 50 mg/mL,fetal bovine serum,10%,ATRA,1.0,,,,RA (100 nM),"For cell viability tests, 3 × 10^4 cells were plated in 96-well plates
(Corning Cell Culture) in a volume of 150 μL and differentiated with
RA (100 nM) for 24 h",
238,249,MTT,Cell bank,"American Type Culture
Collection (ATCC CLR-2266)",No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",30.0,0.220,,30000,,150.0,96,Dulbecco’s Modified Eagle’s Medium/Nutrient Mixture F-12 Ham (DMEM/F12), 2 mM L-glutamine and 1.0 mM sodium pyruvate and streptomycin 50 mg/mL,fetal bovine serum,10%,ATRA,1.0,,,,RA (100 nM),"For cell viability tests, 3 × 10^4 cells were plated in 96-well plates
(Corning Cell Culture) in a volume of 150 μL and differentiated with
RA (100 nM) for 24 h",
239,250,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.010,,,,,96,,,,,No differentiation,,,,,,,
240,251,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.050,,,,,96,,,,,No differentiation,,,,,,,
241,252,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.100,,,,,96,,,,,No differentiation,,,,,,,
242,253,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.200,,,,,96,,,,,No differentiation,,,,,,,
243,254,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.300,,,,,96,,,,,No differentiation,,,,,,,
244,255,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.500,,,,,96,,,,,No differentiation,,,,,,,
245,256,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,0.800,,,,,96,,,,,No differentiation,,,,,,,
246,257,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,1.000,,,,,96,,,,,No differentiation,,,,,,,
247,258,MTT,Cell bank," Chinese Academy of Sciences Shanghai Cell Bank (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,1.000,,,,,96,,,,,No differentiation,,,,,,,
248,259,MTT,Cell bank,"ATCC, Rockville",No,No,Unclear,1-40,synthetic,Unclear,Unclear,"Yes, single",72.0,20.000,,,,,,,,,,No differentiation,,,,,,,
249,260,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,the medium was replaced 24 h after seeding by the same medium containing 0.5% FCS
250,261,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,the medium was replaced 24 h after seeding by the same medium containing 0.5% FCS
251,262,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,the medium was replaced 24 h after seeding by the same medium containing 0.5% FCS
252,263,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,15.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,the medium was replaced 24 h after seeding by the same medium containing 0.5% FCS
253,264,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,,1000,,,96,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,ATRA plus,11.0,Dulbecco's modified Eagle's medium/Ham’s F12,foetal calf serum ,0.5%,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mLstreptomycin, 1% non-essential aminoacids, 10uM retinoic acid and 50 ng/mL of BDNF ","Cell differentiation was carried out using established protocols.
Briefly, 1000 cells were seeded in a 96-well plate as described
above, and after one day retinoic acid was added at a final
concentration of 10 µM and cells were allowed to grow for 5
days. On day 6 the cells were washed three times with supplemented DMEM/Ham’s medium without serum and incubated in the presence of 50 ng/mL of BDNF for another 5
days.",
254,265,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,,1000,,,96,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,ATRA plus,11.0,Dulbecco's modified Eagle's medium/Ham’s F12,foetal calf serum ,0.5%,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mLstreptomycin, 1% non-essential aminoacids, 10uM retinoic acid and 50 ng/mL of BDNF ","Cell differentiation was carried out using established protocols.
Briefly, 1000 cells were seeded in a 96-well plate as described
above, and after one day retinoic acid was added at a final
concentration of 10 µM and cells were allowed to grow for 5
days. On day 6 the cells were washed three times with supplemented DMEM/Ham’s medium without serum and incubated in the presence of 50 ng/mL of BDNF for another 5
days.",
255,266,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,,1000,,,96,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,ATRA plus,11.0,Dulbecco's modified Eagle's medium/Ham’s F12,foetal calf serum ,0.5%,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mLstreptomycin, 1% non-essential aminoacids, 10uM retinoic acid and 50 ng/mL of BDNF ","Cell differentiation was carried out using established protocols.
Briefly, 1000 cells were seeded in a 96-well plate as described
above, and after one day retinoic acid was added at a final
concentration of 10 µM and cells were allowed to grow for 5
days. On day 6 the cells were washed three times with supplemented DMEM/Ham’s medium without serum and incubated in the presence of 50 ng/mL of BDNF for another 5
days.",
256,267,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,15.000,,1000,,,96,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,ATRA plus,11.0,Dulbecco's modified Eagle's medium/Ham’s F12,foetal calf serum ,0.5%,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mLstreptomycin, 1% non-essential aminoacids, 10uM retinoic acid and 50 ng/mL of BDNF ","Cell differentiation was carried out using established protocols.
Briefly, 1000 cells were seeded in a 96-well plate as described
above, and after one day retinoic acid was added at a final
concentration of 10 µM and cells were allowed to grow for 5
days. On day 6 the cells were washed three times with supplemented DMEM/Ham’s medium without serum and incubated in the presence of 50 ng/mL of BDNF for another 5
days.",
257,268,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,"the medium was
replaced 24 h after seeding by the same medium containing
0.5% FCS"
258,269,MTT,Cell bank,(ATCC),No,No,Vehicle,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,,400000,,,24,Dulbecco's modified Eagle's medium/Ham’s F12,"4 mM L-glutamine, 100 U/mL penicillin, 100 µg/mL
streptomycin, and 1% non-essential aminoacids",foetal calf serum ,15%,No differentiation,,,,,,,"the medium was
replaced 24 h after seeding by the same medium containing
0.5% FCS"
259,270,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,5.000,,10000,cells/well,125.0,96,Dulbecco's modified Eagle's medium (DMEM),100 mg/mL penicillin and 100 mg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
260,271,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,,10000,cells/well,125.0,96,Dulbecco's modified Eagle's medium (DMEM),100 mg/mL penicillin and 100 mg/mL streptomycin,fetal bovine serum,10%,No differentiation,,,,,,,
261,272,EZ4U,Unclear,,No,No,Medium only,1-42,synthetic,Unclear,Oligomers,"Yes, single",48.0,10.000,,10000,cells/well,,96,DMEM/F-12 (1:1) þGlutaMAXTM,"1% MEM non-essential amino acids (Gibco) and a 1% mix of antibiotics: penicillin, streptomycin and antifungal amphotericin",foetal bovine serum,10%,No differentiation,,,,,,,
262,273,CCK-8,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,,35000,cells/well,,96,"minimal essential medium (MEM,Hyclone, USA) andHam’smodificationof F-12 (F12,Hyclone, USA, v/v, 1:1)",1% penicillin/streptomycin antibiotics,fetal bovine serum,10%,No differentiation,,,,,,,"Before the SH-SY5Y cells were treated with 2 uM ABeta42 for 48 h, the ABeta42 had been pre-incubated for 1 d, 2 d, 4 d and 7 d, respectively, then followed by the CCK-8 assay"
263,274,CCK-8,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,,35000,cells/well,,96,"minimal essential medium (MEM,Hyclone, USA) andHam’smodificationof F-12 (F12,Hyclone, USA, v/v, 1:1)",1% penicillin/streptomycin antibiotics,fetal bovine serum,10%,No differentiation,,,,,,,"Before the SH-SY5Y cells were treated with 2 uM ABeta42 for 48 h, the ABeta42 had been pre-incubated for 1 d, 2 d, 4 d and 7 d, respectively, then followed by the CCK-8 assay"
264,275,CCK-8,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,,35000,cells/well,,96,"minimal essential medium (MEM,Hyclone, USA) andHam’smodificationof F-12 (F12,Hyclone, USA, v/v, 1:1)",1% penicillin/streptomycin antibiotics,fetal bovine serum,10%,No differentiation,,,,,,,"Before the SH-SY5Y cells were treated with 2 uM ABeta42 for 48 h, the ABeta42 had been pre-incubated for 1 d, 2 d, 4 d and 7 d, respectively, then followed by the CCK-8 assay"
