Protocol_ID,Results_ID,Assay,Cell_source,Cell_bank,Cell_authentication,Cell_mycoplasma,Control_description,Abeta_sequence,Abeta_origin,Abeta_species,Abeta_aggregation,Single_exposure,Duration_hours,Concentration_uM,Passage_number,N_cells,N_cells_unit,N_cells_volume,Plate_size,Culture_medium,Medium_supplements,Serum_type,Serum_concentration,Diferentiation_method,Diferentiation_duration_days,Differentiation_medium,Differentiation_serum_type,Differentiation_serum_concentration,Differentiation_supplements,Differentiation_protocol,OBS
221,236,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,1.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
222,237,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,1.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
223,238,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,1.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
224,239,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,2.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
225,240,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,2.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
226,241,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,2.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
227,242,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,2.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
228,243,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,5.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
229,244,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,5.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
230,245,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,5.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
231,246,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,5.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
232,247,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,10.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
233,248,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,10.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
234,249,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,10.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
235,251,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,10.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
236,252,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,20.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
237,253,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,20.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
238,254,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,20.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
239,255,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,20.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
240,256,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,40.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
241,257,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,40.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
242,258,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,40.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
243,259,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,40.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
244,260,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",12.0,50.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
245,261,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,50.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
246,262,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",36.0,50.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
247,263,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",48.0,50.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
248,264,CCK-8,Cell bank,"Cell Bank of the Chinese Academy of Sciences (Shanghai, China)",No,No,Unclear,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,20.000,not mentioned,,,,96,"minimum essential medium and Ham’s modification of
F-12 ",1% penicillin/streptomycin antibiotics,FBS,10%,No differentiation,,,,,,,sobre Abeta aggregation: o peptideo foi agreagdo por 7 dias a 37oC. Entao certamente nao e monomero. Provavelmente uma mistura de oligomers+fibras
249,265,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Unclear,"Yes, single",24.0,30.000,not mentioned,,,,,,,FBS,10%,No differentiation,,,,,,,"no info on # cells, plate sie, medium , etc available"
250,266,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,2.500,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
251,267,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,5.000,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
252,268,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,10.000,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
253,269,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,20.000,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
254,270,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,30.000,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
255,271,CCK-8,Cell bank,ATCC,No,No,Medium only,1-42,synthetic,Unclear,Unclear,"Yes, single",48.0,40.000,not mentioned,15000,cells/well,100.0,96, RPMI 1640,100 IU/mL penicillin and 100 ug/mL streptomycin ,FBS,15%,No differentiation,,,,,,,"embora os autores nao afirme o esyado de egragação de abeta no ensaio de viabilidade, ´pelos outros dados do paper e possivel concluir que se trata de uma mistura de oligomeros e fibras"
256,272,MTT,Unclear,,No,No,Vehicle,1-42,synthetic,Unclear,Unclear,"Yes, single",0.0,10.000,not mentioned,2000,cells/well,,96,"Dulbecco's modified Eagle's
medium (DMEM)",penicillin (100 U/ml) and glutamine (0.3 mg/ml),FBS,10%,No differentiation,,,,,,,tratameto com Abeta sempre 24h. Os tempos sao referentes ao tempo em cultura apos inicio dos tratamentos
257,273,MTT,Unclear,,No,No,Vehicle,1-42,synthetic,Unclear,Unclear,"Yes, single",24.0,10.000,not mentioned,2000,cells/well,,96,"Dulbecco's modified Eagle's
medium (DMEM)",penicillin (100 U/ml) and glutamine (0.3 mg/ml),FBS,10%,No differentiation,,,,,,,tratameto com Abeta sempre 24h. Os tempos sao referentes ao tempo em cultura apos inicio dos tratamentos
258,280,MTT,Cell bank,"National Cell Repository of National Centre for
Cell Sciences (NCCS), Pune, India.",No,No,Medium only,1-42,Unclear,Unclear,Oligomers,"Yes, single",12.0,10.000,not mentioned,10000,cells/well,,96,DMEM/F12,100 U/mL penicillin,FBS,10%,No differentiation,,,,,,,tratamento com Abeta = 12h. MTT realizado apos 24h do inicio do tratamento
259,281,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Monomers,"Yes, single",1.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
260,282,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Monomers,"Yes, single",3.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
261,283,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Monomers,"Yes, single",6.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
262,284,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Monomers,"Yes, single",15.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
263,285,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Monomers,"Yes, single",24.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
264,286,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",1.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
265,287,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",3.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
266,288,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",6.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
267,289,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",15.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
268,290,MTT,Unclear,,No,No,Unclear,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
269,291,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
270,292,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
271,293,MTT,Unclear,,No,No,Medium only,1-42,Unclear,Unclear,Oligomers,"Yes, single",24.0,2.000,not mentioned,30000,cells/well,,96,DMEM,"2mM glutamine, 50 IU/mL penicillin and 50 ug/mL streptomycin ",FBS,10%,No differentiation,,,,,,,
272,294,MTT,Unclear,,No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",24.0,5.000,not mentioned,,,,,DMEM,penicillin (100 U/mL) and streptomycin (100 μg/mL),FBS,10%,No differentiation,,,,,,,"""Most of Aβ consisted
predominantly of oligomers, and some monomers.""
sem informação sobre cell density or plate used"
273,295,MTT,Unclear,,No,No,Vehicle,1-42,synthetic,Unclear,Oligomers,"Yes, single",24.0,5.000,not mentioned,,,,,DMEM,penicillin (100 U/mL) and streptomycin (100 μg/mL),FBS,10%,No differentiation,,,,,,,"""Most of Aβ consisted
predominantly of oligomers, and some monomers.""
sem informação sobre cell density or plate used"
274,296,MTT,Cell bank,"""purchased from Sigma–Aldrich, Hungary""",No,No,Medium only,1-42,synthetic,Unclear,Fibers,"Yes, single",24.0,10.000,not mentioned,,,,96,DMEM:F-12 (1:1),"L-glutamine, penicillin, streptomycin, MEM, non-essential amino acids",FBS,10%,ATRA,8.0,DMEM:F12,FBS,2%," 0.5% DMSO, and 10 microM all-trans-retinoic acid (RA)","SHSY-5Y neuroblastoma cells were plated on a
96-well plate and cultured in a humidified 5% CO2 atmosphere in
Dulbeccos modified Eagles medium (MEM): F-12 (1:1) with phenol
red, to which L-glutamine, penicillin, streptomycin, MEM, non-essential amino acids, 10% fetal bovine serum (FBS), 0.5% DMSO, and
10 lM all-trans-retinoic acid (RA) as differentiating agent were added.
After 8 days, the supernatant was removed with a pipette and a new
medium (with 2% FBS), free from phenol red, DMSO, and RA, was
added to each cell",
